row_id,technology,ips_title,predicted_category,human_category,label_notes,risk_score,risk_reason
4055,wifi,Intel BE200 Wi-Fi 7 Adapter Driver causing BSOD 0x124 WHEA_UNCORRECTABLE_ERROR,BSOD,,,2,generic:error
1393,wifi,SIP126226 - 1040 G11/Win11 24H2/NA/PC US/Intel WLAN driver causes 0xa bug check,BSOD,,,2,generic:bug
2809,wifi,BSOD 0xD1 happens when running Intel PETS PM_ST_6,BSOD,,,0,
2636,wifi,"[HP][RPL][AX211][Roc][Win11][22H2][BSOD][0x9F]: The unit cant be resume and ""9f""BSOD occure when resume unit from MS - Wdf01000!FxIoTarget::Send+0x17 [minkernel\wdf\framework\shared\inc\private\km\FxIoTargetKm.hpp @ 268]",BSOD,,,2,generic:cant
3256,bt,"When switch on and off Bluetooth Button repeatedly from the operation center, the BT button sometime is not working. At the same time, there is 0x9f BSOD when reboot the PC.",BSOD,,,2,generic:not working
1429,wifi,S4 loop test BSOD 0x9Fdump file related to wifi,BSOD,,,0,
794,bt,ibtpci BSOD 0x7e while running TBT test (Thunderbolt test).,BSOD,,,0,
1253,wifi,BSOD(Point to intelppm.sys) during installing BE200 driver.(F/R: 100%),BSOD,,,0,
3846,wifi,"Connect the wifi Network and play Online Video , Unit occur 0x9f BSOD point to 0x9F_VRF_3_Netwtw10_IMAGE_pci.sys",BSOD,,,0,
565,bt,BSOD_0x7E(stop code:SYSTEM_THREAD_EXCEPTION_NOT_HANDLED) occurred when run PassMark BurnIn Test.,BSOD,,,0,
1266,wifi,"BSOD:0x9F(0x9F_3_Netwaw16_IMAGE_pci.sys) happened resume from MS, FR: 1/10Units, 1/93cycles",BSOD,,,0,
855,wifi,25H2 FVT1.01:System occurred BSOD 0x101( No dump file; Stop Code: CLOCK_WATCHDOG_TIMEOUT ) when connect Wi-Fi during desktop,BSOD,,,0,
2858,software,Palo Alto VPN with split tunnel unable to pass traffic with ICPS installed,ICPS,,,3,generic:unable;no_digits
4117,software,"When ICPS shows Korean, text on the menu is truncated",ICPS,,,1,no_digits
2868,software,Unison receives events from ICPS when network changes and other networks with credentials exist,ICPS,,,3,generic:hang;no_digits
3031,software,"ICPS Enablement bit not present installation, UI shows services disconnected, but does not show invalid platform message.",ICPS,,,1,no_digits
2893,software,"ICPS 30.24.576 .exe installer fails to complete installation with wizard message ""All program components will be installed (Need more disk space)""",ICPS,,,2,generic:fail
1894,software,Missing CustomizeUninstallFirstRun.exe in ICPS component driver,ICPS,,,1,no_digits
1038,software,"The system will pop up msg ""Select an app to open this icpslauncher link"" after uninstall old ICPS driver then install new ICPS Driver package",ICPS,,,1,no_digits
4090,wifi,WiFi Direct discovery & connection to peer takes a long time as ICPS installed.,ICPS,,,1,no_digits
976,software,ICPS cant be auto-launched after restart,ICPS,,,3,generic:cant;no_digits
3032,software,"Grouped SSID, ICPS choose the bad 1 to connect.",ICPS,,,0,
1716,software,Error in services activation causes a reboot after install / re-install / uninstall ICPS,ICPS,,,3,generic:error;no_digits
2942,software,ICPS 21.23.2115 .exe Install Wizard shows the No valid Dell hardware found error message on the HP system (non-English),ICPS,,,2,generic:error
1715,software,ICPS Manual Interface configuration does not work,ICPS,,,1,no_digits
1201,software,ICPS app is stopped and closed when changing settings,ICPS,,,3,generic:hang;no_digits
1075,software,"ICPS pop up ""2 suggested apps"" window after upgrade from older version to C14 and higher version.",ICPS,,,0,
2950,software,: SSID shows &amp; instead of & if connect AP in ICPS,ICPS,,,1,no_digits
1045,software,"Error ""Get an app to open this icpslauncher link"" pops up after uninstalling ICPS app",ICPS,,,3,generic:error;no_digits
801,software,"When Accessibility->Text size is set to 200%, the prompt window that appears when launching ICPS is not fully displayed.",ICPS,,,0,
3033,software,Can not find the configure files in C:\ProgramData\Intel\ConnectivityService folder after install ICPS.,ICPS,,,1,no_digits
2854,software,ICPS causing slow startup,ICPS,,,4,short<=28c;few_words<=5;no_digits
3719,software,The pdb debug file exists in the package UWD\Win64\Drivers\ICPSComponent\Symbols directory,ICPS,,,2,generic:bug
4153,software,V1.1021.1111.2 ICPS GUI cant open after preload on C970 and TB 13X,ICPS,,,2,generic:cant
2852,software,SIP124587/840 G10/G11 /win11 23H2 / EY / NA / US PC / Crashing due to an Intel ICPS old and latest driver on website,ICPS,,,2,generic:crash
1220,software,ICPS has left over Scheduled Task after uninstallation,ICPS,,,1,no_digits
1524,software,a blank parenthesis will appears in the ICPS Bluetooth device list after changing Bluetooth device name,ICPS,,,3,generic:hang;no_digits
796,software,ICPS cant start automatically when device is powered on from S5,ICPS,,,2,generic:cant
2869,software,When updating driver ICPS stopped to work,ICPS,,,1,no_digits
3720,software,ICPS network advice is not correct,ICPS,,,1,no_digits
2992,software,ICPS still list in system tray after exit successfully and restart unit.,ICPS,,,1,no_digits
428,software,"[NEC][LCFC][Citron3_VP][25H2][ICPS]ID0(Child process [10672 - IDBWM.exe] finished with 255) and ID7034(Intel Dynamic Bandwidth Management Service) shows up while running FSU long run test.[FR: 4/250,1.6%][1/1 Units]",ICPS,,,0,
1004,software,ICPS Advanced Settings UI auto moves up.,ICPS,,,1,no_digits
2058,software,The RNIdle task remains in Task Scheduler after ICPS uninstallation,ICPS,,,1,no_digits
4190,software,removing fully all files and folder of ICPS after self-uninstallation,ICPS,,,1,no_digits
2035,software,Frequent roaming observed during Teams meetings when ICPS is installed.,ICPS,,,1,no_digits
3002,software,"""Automatically switch to a better Access Point"" Setting cant be reset to default setting in ICPS",ICPS,,,3,generic:cant;no_digits
2946,software,ICPS app fails to upgrade SW driver from 1.1122 to 2.1022,ICPS,,,2,generic:fail
651,wifi,"Opening ICPS APP, the Network Health page shows no WIFI AP related information, only displaying the message ""Wireless radio disabled or Airplane Mode enabled.""",ICPS,,,1,no_digits
4131,software,"Unit would show""Connection failed""after forget the network by OS UI then connect it again in ICPS.",ICPS,,,3,generic:fail;no_digits
2472,tools,ANT. tool can not auto detecting 6E SSID for RSSI test.,OEM Tools,,,0,
2547,wifi,Later CRWFW8372_99.0.83.4 and CRWFW8339_99.0.83.3 hit DRTU connection failed,OEM Tools,,,2,generic:fail
1408,bt,Cant search the BLE device(AD20 mouse),OEM Tools,,,2,generic:cant
2127,wifi,DRTU needs the GMPD readback API to provide correct temperature details,OEM Tools,,,1,no_digits
2582,wifi,"not able to run ""Margin Test"" with CITU tool",OEM Tools,,,1,no_digits
497,tools,BIOS Tool,OEM Tools,,,7,very_short<=18c;few_words<=3;no_digits
2490,tools,Different version of tool on same device at the same time will cause connection failed,OEM Tools,,,3,generic:fail;no_digits
3238,bt,"HDUT cant reject 2nd incoming call from Mobile, with 1st call ongoing in PCDUT",OEM Tools,,,2,generic:cant
2398,tools,"add result for ANT tool ""-get_per_country_6e_bios_settings""",OEM Tools,,,0,
2381,tools,"DRTU fail to switch to Packet Type ""2M Bandwidth"" 100%",OEM Tools,,,2,generic:fail
756,wifi,Wi-Fi sinewave function of DRTU tool is not working (BE211 QS),OEM Tools,,,2,generic:not working
2463,tools,"DRTU commands work fine after OTP commit, but fail before OTP write.",OEM Tools,,,3,generic:fail;no_digits
671,wifi,WOA cant work after enter MS,OEM Tools,,,5,short<=28c;generic:cant;no_digits
1196,wifi,SW/HW drips cant meet the 95% standard when connecting Internet and entering MS.,OEM Tools,,,2,generic:cant
2433,tools,Marginal issue failed on cnviRxClockDelayD0/1 and cnviRxClockDataD0/1,OEM Tools,,,2,generic:issue
2392,tools,#NAME?,OEM Tools,,,7,very_short<=18c;few_words<=3;no_digits
2465,tools,cant run CITU tool to test CNVi normally,OEM Tools,,,3,generic:cant;no_digits
2409,tools,CNVio Marginal Test Fail with CITU tool,OEM Tools,,,3,generic:fail;no_digits
2486,tools,ADL-S CITU tool cant run with AX201,OEM Tools,,,2,generic:cant
2633,wifi,DDD log cant deocode,OEM Tools,,,6,short<=28c;few_words<=5;generic:cant;no_digits
1035,bt,The BLE mouse cant reconnect resuming from MS,OEM Tools,,,3,generic:cant;no_digits
834,bt,DRTUClient fails to connect using command line interface,OEM Tools,,,3,generic:fail;no_digits
2487,tools,ANT get_ppid command cannot work,OEM Tools,,,2,few_words<=5;no_digits
734,wifi,CITU not work with 23.165,OEM Tools,,,3,short<=28c;few_words<=5
2377,tools,WRT2G WRT_CNV_BIOS_Conf.json cant parsing PPAG Revision3 UEFI variable content,OEM Tools,,,2,generic:cant
556,tools,DRTU show Tx Uncalibrated issue,OEM Tools,,,4,few_words<=5;generic:issue;no_digits
613,wifi,"SUT cant search for 5.0GHz Wi-Fi after setting ""Wi-Fi Channel"" to 165 and then idling for about 2 minutes.",OEM Tools,,,2,generic:cant
2461,tools,Display issue on DRTU,OEM Tools,,,6,short<=28c;few_words<=5;generic:issue;no_digits
435,wifi,Ant Tool DLL ERROR,OEM Tools,,,7,very_short<=18c;few_words<=5;generic:error;no_digits
2677,wifi,Antd shows -95,OEM Tools,,,6,very_short<=18c;few_words<=3
578,tools,DRTU MCC setting doesnt work on bt/modulated Tx page.,OEM Tools,,,3,generic:doesnt work;no_digits
2648,wifi,ANT tool shows error with 9462 on ADL,OEM Tools,,,2,generic:error
2079,tools,Use SKILL instead of XML for applying DRC,OEM Tools,,,1,no_digits
2482,tools,Samsung PNVM - WRT shows incorrect values,OEM Tools,,,1,no_digits
4096,wifi,2.4G DRTU Target power difference at the same SKU,Power Consumption,,,0,
825,wifi,The system cannot scan for the 6GHz mobile Hotspot (VLP).,Power Consumption,,,0,
3569,wifi,T-put(STA <-->AP) become low if enable hotspot when connected with AP 160M BW,Power Consumption,,,0,
927,bt,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep,Power Consumption,,,0,
3466,bt,Japan BLE Tx Power must not exceed at 6dBm,Power Consumption,,,0,
2458,tools,"Opening and ending tag mismatch on ""LPI"" in PowerTable output",Power Consumption,,,1,no_digits
2471,tools,AX411 QS sample 6e tx power lock at 7.5dB,Power Consumption,,,0,
2710,wifi,TyP2 6GHz output power 2-5dBm drop on conductive test (3/19 and 4/16),Power Consumption,,,0,
3801,tools,AX411 QS sample 6e tx power lock at 7.5dB,Power Consumption,,,0,
2502,tools,"Different Regulatory Power Limits result between ""Modulated Tx"" and ""Regulatory Power Limits Table""",Power Consumption,,,1,no_digits
2473,tools,TX power value is incorrect,Power Consumption,,,4,short<=28c;few_words<=5;no_digits
757,wifi,WiFi-PPAG power increase is limited,Power Consumption,,,2,few_words<=5;no_digits
701,wifi,"Roaming failed twice, with two failed attempts to reconnect to the 5G hotspot. F/R: 1/1u, 2/50C",Power Consumption,,,2,generic:fail
3836,wifi,Unable not search for hot spot after WiFi disconnected(F/R:1/1 times),Power Consumption,,,2,generic:unable
4088,wifi,Restricted mode long reconnection time after resume from sleep,Power Consumption,,,1,no_digits
3589,wifi,AX201- IPv6 SLAAC (Stateless Address Auto-configuration) not working reliably after Sleep/Hibernate,Power Consumption,,,2,generic:not working
2839,wifi,other PC connect hotspot occur auto disconnect after PC connect 5G AP and open hotspot(setting 2.4 bandwidth),Power Consumption,,,0,
3464,bt,"call active, R power off, L no sound for 5~10 sec",Power Consumption,,,0,
3933,wifi,AX411 QS sample 6e tx power lock at 7.5dB,Power Consumption,,,0,
3590,wifi,GfP4 Power Management Tab in Device Manager on Modern Standby platform,Power Consumption,,,0,
2552,wifi,GaP power consumption upon WiFi 7 Tx TPT scenario doesnt follow DTT request power value,Power Consumption,,,0,
2095,wifi,The system wakes when a person walks 1.2m horizontally behind it,Power Consumption,,,0,
3870,wifi,Mobile hotspot cannot be opened when selecting 5GHz band,Power Consumption,,,0,
1036,wifi,System cant found 6Ghz mobile hotspot.,Power Consumption,,,2,generic:cant
2528,wifi,"Ant tool request to add ""Group 4 to 8"" reading value Get Tx Power Delta Limits",Power Consumption,,,0,
3568,wifi,"WiFi Spectrum Mask, EVM and Power tolerance questions",Power Consumption,,,1,no_digits
2160,wifi,Windows UI and netsh keep showing old channel and Band . After the DUT connected mobile hotspot switches from the 2.4G band to the 5G band,Power Consumption,,,0,
2693,wifi,"resume from modern standby, system cannot open hotspot",Power Consumption,,,1,no_digits
3687,bt,UEFI BLE Scan hang issue(DELL Boot issue with USB drive connected),System Hang,,,3,generic:issue;no_digits
2727,wifi,Black screen when resume from MSD mode,System Hang,,,1,no_digits
1270,wifi,SIP126564 - 840 G10 / Win 11 22H2 / Nestle / NA / PC US / 211 WLAN stuck in code,System Hang,,,0,
4003,wifi,System hang on black screen during S3/S4/S5 test WinPVT,System Hang,,,2,generic:hang
3278,bt,"The Bluetooth device will be auto change to ""Paired"". (Huawei Freelace)",System Hang,,,3,generic:hang;no_digits
2828,wifi,DUT end up to black screen and system hang during running modern standby test,System Hang,,,3,generic:hang;no_digits
3558,wifi,WiFi profile not showing expected 11ax in Protocol after changing wireless modes in properties,System Hang,,,2,generic:hang
170,wifi,"Error Message:""PCI configuration change detected"" occurred when run vCosmos_WinPVT v11.16.0 Hibernation Functional Test.",System Hang,,,2,generic:hang
593,bt,system hang while BE201 BT enable issue,System Hang,,,2,generic:issue
3926,wifi,HookeD projection MatePad Pro audio freeze,System Hang,,,1,no_digits
1097,bt,DUT 100% fail to bootup when BIOS BT config to PCIe (boot flow stuck at CNViBTConfig),System Hang,,,2,generic:fail
1344,bt,BT exception causeDUT stuck at bootup screen for a long time) - Repeated Boot up events DSBR command,System Hang,,,1,no_digits
257,wifi,wifi icon lost and the system hang when ESD test,System Hang,,,3,generic:hang;no_digits
3173,bt,MDUT Reconnection - HCI_Encription_Change increases the reconnection time,System Hang,,,3,generic:hang;no_digits
3579,wifi,Using 2.2.15 release & observe scan hang(1.2.11.22527 can not repro),System Hang,,,2,generic:hang
3147,bt,LMP response timeout during LMP feature exchange on 22.200,System Hang,,,2,generic:hang
3229,bt,System Volume bar OSD not changed when pressing hotkey to adjust volume during Teams video call with BT headset,System Hang,,,3,generic:hang;no_digits
3557,wifi,System hang on ASUS logo by BitLocker Network unlock function with UEFI-Release-221522272.,System Hang,,,2,generic:hang
1014,wifi,"Mobile hotspot channel changed, the system reconnect failed",System Hang,,,3,generic:hang;no_digits
1065,wifi,verify Teams Video call with volume change,System Hang,,,3,generic:hang;no_digits
2673,wifi,It takes about 3 mins to change the network band information when the system re-connects to 5G hotspot wifi,System Hang,,,2,generic:hang
3167,bt,MDUT Reconnection - HCI_Encription_Change increases the reconnection time.,System Hang,,,3,generic:hang;no_digits
4074,wifi,The system hangs and repeatedly auto-restarts after install driver v23.80.1.3,System Hang,,,2,generic:hang
2679,wifi,Black screen and hang up when running cold boot,System Hang,,,3,generic:hang;no_digits
607,wifi,The 6G Wi-Fi list cannot be found after changing the MCC to US through ANT tool,System Hang,,,2,generic:hang
1579,wifi,Wi-Fi low tpt on 6Ghz 11be 320MHz bandwidth,Performance,,,0,
2841,wifi,unable to create GO on 5G bandwidth low frequency channels,Performance,,,2,generic:unable
4007,wifi,Sink PC show lag or garbage when test PC projecting to PC and play local video,Performance,,,1,no_digits
2680,wifi,p2p softAP cannot negotiate to 80M bandwidth,Performance,,,0,
841,bt,PC scan Speaker slowly with 100% duty,Performance,,,0,
2784,wifi,11N 20MHz conductive throughput 95db attenuation fail,Performance,,,2,generic:fail
475,bt,PC scan phone slowly with 100% duty,Performance,,,0,
91,bt,The PC high-frequency scanning 100ms broadcast takes a relatively long time (some time exceeded 20 seconds),Performance,,,0,
2184,wifi,Throughput with 11be is lower than 11ax in 5GHz,Performance,,,0,
905,bt,PC scan automotive slowly by 10% duty cycle,Performance,,,0,
1776,bt,DUT scan airpods device with slow availability.,Performance,,,1,no_digits
3872,wifi,Signal strength become much lower during throughput measurement in 6GHz band,Performance,,,0,
3830,wifi,PAD mouse operate lag from PAD to PC move after PC and Pad multi-screen synergy through Huawei Butler(HUAWEI PC manager),Performance,,,1,no_digits
3400,bt,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",Performance,,,0,
221,wifi,NP50RW NB playing MV lag during Wi-Fi WIDI,Performance,,,0,
1181,bt,"The manual reboot of the DC is significantly slower, taking approximately 30 to 40 seconds longer than other machines",Performance,,,2,generic:cant
4044,wifi,FmP2 got lower RX TPT against Netgear RS700 than GaP2,Performance,,,0,
985,bt,PC scan automotive slowly by 100% duty cycle,Performance,,,0,
4053,wifi,SW/HW Drip is too low during ModernStandby,Performance,,,1,no_digits
1096,wifi,T-put(PC SoftAP ---> Phone) is low.,Performance,,,1,no_digits
716,wifi,"The SW/HW Drips < 90% (Intel(R) Wi-Fi 7 BE211 320MHz (\_SB.PC00.CNVW)) when running Stress-MS.(F/R:26/40units,142/5000cycles)",Performance,,,0,
1060,wifi,"Unit Sharing 2G file transfer rate is very slow.(F/R:3/3units,6/6cycles)",Performance,,,0,
542,wifi,"Stress-MS, BE211 320MHZ caused SW&HW drips(SW:2%/HW:2%) not meet SPEC(90%).",Performance,,,0,
698,wifi,TPT degration on end customer site.,Performance,,,1,no_digits
979,wifi,T14S Laptop (AX211) keeps switching between different Wi-Fi access points (APs) unnecessarily,RF,,,0,
2385,tools,TAS function no trigger issue,RF,,,4,few_words<=5;generic:issue;no_digits
348,bt,Bluetooth SAR power BIOS setting issue,RF,,,3,generic:issue;no_digits
369,bt,#NAME?,RF,,,7,very_short<=18c;few_words<=3;no_digits
337,wifi,T-put HL TX issue,RF,,,7,very_short<=18c;few_words<=5;generic:issue;no_digits
2641,wifi,BSOD-0x7E issue when enable SAR table,RF,,,2,generic:issue
96,wifi,TAS test failed,RF,,,9,very_short<=18c;few_words<=3;generic:fail;no_digits
44,tools,Sar cannot be set.,RF,,,5,very_short<=18c;few_words<=5;no_digits
3530,wifi,Wi-Fi sensing WOA&WAL distance exceeds Intel KPI,RF,,,1,no_digits
3927,wifi,Low Rx while testing 5G/160M in channel 36/100,RF,,,0,
2423,tools,22.200 Rx Sensitivity Direct Mode Receive 0 packet Issue,RF,,,2,generic:issue
853,wifi,BE211 conductive T-PUT Rx is unexpected.,RF,,,0,
3526,wifi,TAS enable some question for AX411 - DCR-1833 should fix,RF,,,0,
3551,wifi,PPAG function doesnt work when countrycode is set to CB(China).,RF,,,3,generic:doesnt work;no_digits
3841,wifi,ChainB power is different from BIOS SAR setting,RF,,,1,no_digits
2716,wifi,BIOS SAR table not correct,RF,,,4,short<=28c;few_words<=5;no_digits
3115,bt,BT sar table value not align the ant tool query result,RF,,,1,no_digits
195,bt,Unnecessary BT LE Sideband device and YB,RF,,,1,no_digits
3875,wifi,WiFi TX power above SAR table limit in user mode after Airplane mode on\off,RF,,,1,no_digits
1754,bt,[Surface][PTL+FmP2][24.0.1.1][PHY]Failing - RF/TRM/CA/BV-16-C [EDR Synchronization Sequence and Trailer],RF,,,2,generic:fail
2180,wifi,802.11AX MCS6 and BE MCS11 with LDPC Sensitivity is not met EPS Performance,RF,,,0,
1834,bt,BT SAR table in bios ACPI code problem,RF,,,3,generic:problem;no_digits
3539,wifi,Conducted TX spectrum Mask fail IEEE specification,RF,,,3,generic:fail;no_digits
250,bt,WHQL BT test fail,HLK,,,7,very_short<=18c;few_words<=5;generic:fail;no_digits
3671,wifi,"WHQL test item ""Wlan Test - Wlan Device Reset Check"" failed",HLK,,,3,generic:fail;no_digits
919,wifi,MSFT HDE program test - device HLK-Wlan Test,HLK,,,1,no_digits
1188,bt,"Connect to BT headset and running HLKs , SMONO HLK will get fail",HLK,,,3,generic:fail;no_digits
18,bt,HLK fail:Bluetooth - Initiate platform-level device reset,HLK,,,3,generic:fail;no_digits
1191,bt,"WHQL item ""Bluetooth - Initiate platform-level device reset"" test failed",HLK,,,3,generic:fail;no_digits
312,bt,HLK DirectedFxSystemTest test fail,HLK,,,4,few_words<=5;generic:fail;no_digits
1578,bt,HLK Bluetooth test item fail,HLK,,,6,short<=28c;few_words<=5;generic:fail;no_digits
363,bt,"SIT, Win11 x64 25H2, Bluetooth LE Audio VSAP - Stereo Render with Mono Capture related items failed on HLK kit not detected, FR: 5/5",HLK,,,2,generic:fail
88,bt,"WHQL test , Bluetooth - HciExtensionsV2 (Development and Integration) test item fail.",HLK,,,2,generic:fail
3490,bt,"HLK ""Bluetooth - CIS Establishment Test"" fail with ERROR: CIS_establishment ERROR - Received an error failure notification, failing test",HLK,,,3,generic:failure;no_digits
895,bt,25H2 HLK test fail - Bluetooth - LEExtendedAdvertising (Development and Integration),HLK,,,2,generic:fail
375,bt,HLK BLUETOOTH_MULTIMACHINE_HCIEXTENSIONS_V2 test fail,HLK,,,3,few_words<=5;generic:fail
380,bt,HLK DirectedFxSystemTest test fail,HLK,,,4,few_words<=5;generic:fail;no_digits
361,bt,HLK Bluetooth test failed,HLK,,,6,short<=28c;few_words<=5;generic:fail;no_digits
881,bt,"HLK-Bluetooth - HciExtensionsV2 (Development and Integration) test fail, 2/2Unit",HLK,,,2,generic:fail
3162,bt,HLK Bluetooth - Audio - Sink increase music volume with A2DP offload fail.,HLK,,,2,generic:fail
254,bt,WHQL BT test fail,HLK,,,7,very_short<=18c;few_words<=5;generic:fail;no_digits
351,bt,Clevo_LNL_L2xxLU_HLK_CIS Establishment test error,HLK,,,3,few_words<=5;generic:error
3260,bt,[Win10 HLK Bluetooth - 4LeSpecification (Development and Integration) cause BT lost and pop up a USB unknown device.,HLK,,,0,
677,bt,25H2 HLK System Test with Bluetooth v23.160 PV,HLK,,,0,
3371,bt,Tile app can activate when BIOS is not enable Intile by Feature byte.,UEFI,,,1,no_digits
191,wifi,VLP is working at Mexico (mexico is not enabled at UATS),UEFI,,,1,no_digits
3805,tools,DSM Field information are not correct,UEFI,,,1,no_digits
561,wifi,VLP support on Brazil,UEFI,,,4,short<=28c;few_words<=5;no_digits
471,bt,Timeout does not work as UEFI spec in Intel UEFI BLE Driver,UEFI,,,1,no_digits
2795,wifi,UEFI Wi-Fi authentication issue,UEFI,,,4,few_words<=5;generic:issue;no_digits
2567,wifi,"There is no ""PXE boot option"" in the boot menu with UEFI driver 3.2.23.23213",UEFI,,,0,
4076,wifi,Wi-Fi Sensing UEFI variable does not work,UEFI,,,1,no_digits
973,na,WRT shows incorrect DSM Wi-Fi 6E UHB Function 3 settings,UEFI,,,0,
476,tools,How to set the UATS table settings? Are there any tools?,UEFI,,,1,no_digits
4084,wifi,Driver cannot read DSM function by ACPI source,UEFI,,,1,no_digits
2078,tools,WRT BIOS tool shows incorrect value in DSM Func3,UEFI,,,0,
3813,tools,UEFI variable display in BIOS validation,UEFI,,,1,no_digits
478,bt,Use WRT tool to check BIOS Value show error.,UEFI,,,3,generic:error;no_digits
3814,tools,UEFI variable display,UEFI,,,6,short<=28c;few_words<=3;no_digits
3571,wifi,UEFI-Release-221522232 function Scan error.,UEFI,,,3,few_words<=5;generic:error
868,wifi,about DRS is enable or not with JP VLP setting,UEFI,,,1,no_digits
603,bt,CPU Exception occurs when BIOS starts with UEFI BLE Driver,UEFI,,,1,no_digits
785,tools,UEFI Wi-Fi no function.,UEFI,,,4,short<=28c;few_words<=5;no_digits
2096,wifi,Biostool.exe does not show the parameters in UEFI data version 4,UEFI,,,0,
2766,wifi,BSOD due to stack overflow error.,BSOD,,,3,generic:error;no_digits
285,wifi,System fails to wake via WoA when Turn off my screen when I leave is disabled on Wi-Fi,Connectivity,,,3,generic:fail;no_digits
3524,wifi,Compatibility issues with ixVeriwave,Connectivity,,,4,few_words<=5;generic:issue;no_digits
1217,bt,BT driver lost,Connectivity,,,7,very_short<=18c;few_words<=3;no_digits
1947,software,Killer intelligence Engine: Radio button fails color contrast.,Killer,,,3,generic:fail;no_digits
778,bt,BLE data exchanged times in a connection interval,System Hang,,,3,generic:hang;no_digits
1635,bt,BLE broadcast not found,Connectivity,,,4,short<=28c;few_words<=5;no_digits
3356,bt,"BT headset 100% fail to mute , still can hear volume after mute",Connectivity,,,2,generic:fail
3353,bt,"Error message ""your speaker arent working"" pops ups when do video call by Teams with BT headset connected.",Connectivity,,,3,generic:error;no_digits
1845,bt,Abnormal disconnection and connection failure.,Connectivity,,,4,few_words<=5;generic:failure;no_digits
3078,software,Encoding issue with Vimeo,Killer,,,6,short<=28c;few_words<=5;generic:issue;no_digits
1770,bt,BLE launch fail,Connectivity,,,9,very_short<=18c;few_words<=3;generic:fail;no_digits
1453,wifi,The WoWLAN support behavior,Connectivity,,,4,short<=28c;few_words<=5;no_digits
2170,wifi,SPD sometime cannot work even when sitting upright,Connectivity,,,1,no_digits
787,tools,CITU Connection Error,OEM Tools,,,8,short<=28c;few_words<=3;generic:error;no_digits
1230,wifi,[Lenovo/SMB][Wistron][PTL-U] [BE213] [2230] [TB1416_G9_PTL][EVT] [Layout][#1],Connectivity,,,1,few_words<=5
2864,software,ICPS borderless windows,ICPS,,,6,short<=28c;few_words<=3;no_digits
3093,software,Intel Connect service says disconnected,Killer,,,2,few_words<=5;no_digits
235,bt,"Stress_Wifi_S4, System event log show red color with Event ID 17(The local Bluetooth adapter has failed in an undetermined manner and will not be used). (F/R:2/25u,2/2500c)",Connectivity,,,2,generic:fail
2947,software,Dell Smartbyte APP impact T-put,Killer,,,2,few_words<=5;no_digits
3291,bt,Unable to run testharness tool on HostPC,Connectivity,,,3,generic:unable;no_digits
1719,bt,<IGNORE>>Dummy Jira To Check we if Make a Customer Bug Child of Internal,Connectivity,,,3,generic:bug;no_digits
248,bt,Bluetooth driver missing,Connectivity,,,6,short<=28c;few_words<=3;no_digits
2752,wifi,BSOD 0x7F(Netwtw10.sys).,BSOD,,,5,short<=28c;few_words<=3
977,software,PTL Killer install,Killer,,,7,very_short<=18c;few_words<=3;no_digits
2568,wifi,"""Unexpected disconnect by driver"" Wi-Fi failure seen while device is in sleep",Power Consumption,,,3,generic:failure;no_digits
1460,wifi,WHEA error in event log after reboot (F/R:100%),BSOD,,,2,generic:error
2545,wifi,BUGCODE_NDIS_DRIVER_LIVE_DUMP (15e) during PST testing,BSOD,,,3,few_words<=5;generic:bug
1012,software,Gamefast cant auto enable,Killer,,,6,short<=28c;few_words<=5;generic:cant;no_digits
1853,bt,BT Device Disappear CS+Wifi AP connected,Connectivity,,,1,no_digits
2059,software,test,Killer,,,7,very_short<=18c;few_words<=3;no_digits
2510,wifi,Random disconnect seen,Connectivity,,,6,short<=28c;few_words<=3;no_digits
792,wifi,Sonya12 WIFI layout check,Connectivity,,,3,short<=28c;few_words<=5
4014,wifi,UefiCnvWlanWRDS value can be read by WRT but no function.,Connectivity,,,1,no_digits
1141,wifi,"Event ERROR ID 5002, 5005, 5007: Netwaw16 happened while S0 Idle",YB/Lost,,,2,generic:error
1195,wifi,Device Lost issue - 0x152e,BSOD,,,5,short<=28c;few_words<=5;generic:issue
1007,bt,Unable to play any videos or music (online/local) after playing YouTube videos overnight,Connectivity,,,3,generic:unable;no_digits
264,wifi,"Event log shows 5002/5005/5007/5010 error during MS stress test(Fail rate 9/40units, 125cycles each unit)",YB/Lost,,,2,generic:fail
1638,wifi,Killer Intelligence Center Smart AP issues,Killer,,,3,generic:issue;no_digits
3095,software,KCC cant restart,Killer,,,9,very_short<=18c;few_words<=3;generic:cant;no_digits
2872,software,UI Got Freeze,Killer,,,7,very_short<=18c;few_words<=3;no_digits
766,wifi,[HONOR][HUAQIN][WCL][AX211][2230&1216][LvzhouD][[EVT][Schematic][#1],Connectivity,,,3,few_words<=3
528,wifi,WiFi was disconnected as resuming from modem standby.,Connectivity,,,1,no_digits
1241,software,The Auto-Mode will become Light Mode after exit ICPS and reboot the system,ICPS,,,1,no_digits
1901,software,#NAME?,Killer,,,7,very_short<=18c;few_words<=3;no_digits
3802,tools,ibterverify version error,Connectivity,,,8,short<=28c;few_words<=3;generic:error;no_digits
2622,wifi,Intermittent YB,YB/Lost,,,9,very_short<=18c;few_words<=3;generic:intermittent;no_digits
2470,tools,intel ANT tool issue (hardware initialization failed) fail rate 0.5%,OEM Tools,,,2,generic:issue
