"ips_title","predicted_category","technology","human_category","source_folder","source_file"
"[DELL][Compal]ADL Ant tool not work","OEM Tools","Tools","OEM Tools","CFE_input","weekly_labels_20260501_170001.csv"
"[Lenovo ThinkPad][Avon/PTL/BE211][PCI][25H2] Short Audio Cues does not Play When Using Bluetooth Headset","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260501_170001.csv"
"[DELL][field][AX211][BE200] Intermittent Wi-Fi disconnects with 802.11r enabled on Intel AX211/BE200 in WPA-EAP enterprise environments","Performance","WiFi","Connectivity","CFE_input","weekly_labels_20260501_170001.csv"
"[Microsoft][UID 1292890][PTL/FmP/OOB 26581][PAS] LE earbuds disconnects intermittently during the PAS streaming with TCPRx iperf traffic and HID(mouse connected)","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260501_170001.csv"
"Roaming failed twice, with two failed attempts to reconnect to the 5G hotspot. F/R: 1/1u, 2/50C","Power Consumption","wifi","Connectivity","CFE_input","weekly_labels_20260501_170001.csv"
"The result show fail when running Stress-WiFi Ping (S4) test.(F/R:11/40units,13/4000cycles)","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260501_170001.csv"
"WPA3 Security of AC9260/AC9560","Sensing","WiFi","Connectivity","CFE_input","weekly_labels_20260501_170001.csv"
"[Dynabook] ICPS appx (50.26.401.224) installation failed via install.bat","ICPS","Software","ICPS","CFE_input","weekly_labels_20260501_170001.csv"
"Request for EU (RED/EMC) and Korea (KC) Regulatory Certificates and Test Reports","P2P","","RF","CFE_input","weekly_labels_20260501_170001.csv"
"[Lenovo ideapad ][LCFC][V gen 7 WCL][be213] BIOS WGDS shetting invalid","Connectivity","WiFi","BIOS","CFE_input","weekly_labels_20260501_170001.csv"
"[HP][IEC][Bobcats][MTL][Intel Wi-Fi 7 BE200] Wi-Fi signals keep fluctuating on the laptop resulting in slow connection and packet drops","Sensing","WiFi","Sensing","CFE_input","weekly_labels_20260501_170001.csv"
"[NEC][LCFC][PTL[Yukimura-IP][25H2][SIT][BE211]Under S0 with a Bluetooth headset connected and running 1080P, the PHM log shows that C10 does not reach 50%.FR: 9/10Cycles","Connectivity","BT","Power Consumption","CFE_input","weekly_labels_20260508_230403.csv"
"[Lenovo-DT][Huaqin][Yoga9][PTL] The yellow label of the Wifi/BT device appears in the reboot cycle stress test","Connectivity","BT","YB/Lost","CFE_input","weekly_labels_20260508_230403.csv"
"[HP] [Masada][LNL][FmP2-BE201][Win11 25H2 v26100.8246]Device keep going away for ~1min and comes back in NearSense UI view","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"[Lenovo][LunarLake][BE201][25H2][20%][ICPS5.0]ICPS system tray icon doesnt exist intermittently","ICPS","Software","ICPS","CFE_input","weekly_labels_20260508_230403.csv"
"V7xxYU BE211 WCL BT YB","YB/Lost","BT","YB/Lost","CFE_input","weekly_labels_20260508_230403.csv"
"[PSIRT]Killer CWE-426 on ISSetup.dll may impact CIA","Killer","Software","Killer","CFE_input","weekly_labels_20260508_230403.csv"
"[Samsung][PTL][BE211][P260422-06258] PC fails to initiate Wi-Fi P2P connection after PD exchange with Android GO on Panther Lake/BE211","P2P","WiFi","P2P","CFE_input","weekly_labels_20260508_230403.csv"
"The result show fail when running Stress-WiFi Ping (S4) test.(F/R:11/40units,13/4000cycles)","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"[HP][Sensing]PC lock when user sitting in front of it","Sensing","WiFi","Sensing","CFE_input","weekly_labels_20260508_230403.csv"
"[Dell][GhostRider 16 ARL] IPS report BSOD 0x13a issue during install Audio driver from 10.0.244.2_A05 to 10.0.328.1_A06.","BSOD","BT","BSOD","CFE_input","weekly_labels_20260508_230403.csv"
"[Samsung][PTL][BE211][P260422-06258] Windows PC fails to connect to Android GO after PD Request/Response in Wi-Fi P2P setup","P2P","WiFi","P2P","CFE_input","weekly_labels_20260508_230403.csv"
"[ICPS5, UI] Black screen when launching ICPS after restart - Sometimes","ICPS","Software","ICPS","CFE_input","weekly_labels_20260508_230403.csv"
"[CLEVO][V740TUT1][V740TUT1_AX201_HEADSET_NO-MIC_AFTER_S4]","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"[Windows] NWLS consumes memory when LS tab is disabled","Killer","Software","Killer","CFE_input","weekly_labels_20260508_230403.csv"
"[ICS][Smart Connect] Infinite loading in network list","Killer","Software","Killer","CFE_input","weekly_labels_20260508_230403.csv"
"[lenovo_ptl_paris] BT no prompt sound when pressing F2/F3 after Vantage enabled","Connectivity","BT","Audio","CFE_input","weekly_labels_20260508_230403.csv"
"[Intel][Internal][RPL-P (I)][AX211] WiFi Disconnect, not roaming, stationary","P2P","WiFi","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"[Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]Assert 0x505 occurred when running MS-Resume Test on one specific unit. (F/R: 1/50 units, for this specific unit, fail rate is 100%)","Connectivity","WiFi","YB/Lost","CFE_input","weekly_labels_20260508_230403.csv"
"[DELL][Field]Intel(R) Wi-Fi 7 BE200 is unable to connect WIFI-6E 6GHz networks in Windows 10/11 in Macao","P2P","WiFi","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"[Samsung][PTL][BE211][P260422-06258] PC P2P Client didnt start to connect after PD request/response.","P2P","WiFi","P2P","CFE_input","weekly_labels_20260508_230403.csv"
"[Dell][SanctuaryMLK][ARL][GaP]LowTpt due to hitting assert during test","YB/Lost","WiFi","YB/Lost","CFE_input","weekly_labels_20260508_230403.csv"
"[lenovo_ptl_mario]Field issue - WiFi connection issues (Romania)","Performance","WiFi","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"Fast Lane - Update IPCBridge BoostedAppInfoState on R3QO3 enabled activity detected","ICPS","Software","ICPS","CFE_input","weekly_labels_20260508_230403.csv"
"[ASUS_CCBU][P5405CSA/P3405CVA][BE201/AX211] Cannot display extended mode on a second monitor via Miracast.","P2P","WiFi","Miracast","CFE_input","weekly_labels_20260508_230403.csv"
"[LG][16Z90U][PTL/BE211/Win11 25H2] Youtube lip-sync issue when connecting Bluetooth classic audio","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"[Microsoft][UID 1295717][PTL/FmP/OOB 26581][PAS] PAS Audio Glitches during WiFi-BT Coex on 2.4ghz 20MHz (2.4ghz 20MHz CND)","Connectivity","BT","Performance","CFE_input","weekly_labels_20260508_230403.csv"
"[Samsung][PTL][BE211][P260422-06258] PC fails to connect to P2P Group Owner after PD exchange in QA environment (Wi-Fi, Panther Lake, 100%)","P2P","WiFi","P2P","CFE_input","weekly_labels_20260508_230403.csv"
"[Dell][FXN][NVL-S][Citadel CSLP]  When running BIOS tool in WRT Tool fail","BIOS","WiFi","UEFI","CFE_input","weekly_labels_20260508_230403.csv"
"[X17_PTL] WRT2G Tool get ""BIOS configuration is not vaild"" Warning","OEM Tools","Tools","OEM Tools","CFE_input","weekly_labels_20260508_230403.csv"
"HP Printing - Error when printing large format jobs causes brief disconnection - Intel Wi-Fi 6E AX211 and AX201 160Mhz","Sensing","WiFi","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"[HP][Sensing] PC didnt lock after user left inside 10s","P2P","WiFi","Sensing","CFE_input","weekly_labels_20260508_230403.csv"
"[KPI][IHS] Long scan time for HS - sometimes - Beta","ICPS","Software","ICPS","CFE_input","weekly_labels_20260508_230403.csv"
"[Samsung][PTL][BE211][P260422-06258] PC fails to connect to P2P GO after PD Request/Response on Panther Lake, Windows 11 25H2","P2P","WiFi","P2P","CFE_input","weekly_labels_20260508_230403.csv"
"[WCL][Roma] DUT still need to be connected under MS","Sensing","WiFi","WowLAN","CFE_input","weekly_labels_20260508_230403.csv"
"Roaming failed twice, with two failed attempts to reconnect to the 5G hotspot. F/R: 1/1u, 2/50C","Power Consumption","wifi","Connectivity","CFE_input","weekly_labels_20260508_230403.csv"
"[HP][IEC] - [Masada][LNL][Win11 25H2]SW Drips 0%","Power Consumption","BT","Power Consumption","CFE_input","weekly_labels_20260515_170001.csv"
"[Ubuntu] [HP] [ ZBook X G2i] bluetooth test got errors on Intel BE211NGW  HCI: Command failed. Error code: 0x12, Payload: b\x04\x0e\x04\x01B \x12","Connectivity","BT","OEM Tools","CFE_input","weekly_labels_20260515_170001.csv"
"Auth failed when doing connect and ping stress test","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260515_170001.csv"
"[Intel][Acer][SP2W][WildCatLake] How to compatible 2 SAR table in windows","UEFI","WiFi","BIOS","CFE_input","weekly_labels_20260515_170001.csv"
"The result show fail when running Stress-WiFi Ping (S4) test.(F/R:11/40units,13/4000cycles)","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260515_170001.csv"
"[TB1416 Gen8-IRL][Intel AX211/AX203] WiFi lag issue","P2P","WiFi","Performance","CFE_input","weekly_labels_20260515_170001.csv"
"[Honor][Huaqin][LvzhouD][WCL][Intel AX211][WiFi][25H2]After STA changes the channel, the P2P channel undergoes irregular changes.","P2P","WiFi","P2P","CFE_input","weekly_labels_20260515_170001.csv"
"(Copy Of 01008072) [Honor][LUX][NvwaB][ARL-HX][AX211][BT] The BSOD 0x133 releated to BthPan","BSOD","BT","BSOD","CFE_input","weekly_labels_20260522_183733.csv"
"[ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%)","Connectivity","BT","YB/Lost","CFE_input","weekly_labels_20260522_183733.csv"
"(Copy Of 00964370) [HP] No sound output from earbuds/ internal speakers when manually reconnecting the earbuds after turn off/on BT","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260522_183733.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Connect the BT speaker first, then connect the BT BR headset, will cause the the BT MIC not show up","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260522_183733.csv"
"[Acer/Compal][Mandolin_PTW] Intel BE211.D2WG.NV_BT SAR Read Fail on v24.40","Connectivity","BT","OEM Tools","CFE_input","weekly_labels_20260522_183733.csv"
"[HP][IEC] - [CashmereI][PTL][Win11 25H2]SW Drips 0%","Power Consumption","BT","Power Consumption","CFE_input","weekly_labels_20260522_183733.csv"
"[Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Video show lag after paring BT headphone.(F/R: 2/2 units, 6/6 times)","Connectivity","BT","Performance","CFE_input","weekly_labels_20260522_183733.csv"
"[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.","Performance","WiFi","UEFI","CFE_input","weekly_labels_20260522_183733.csv"
"[Acer][Longcheer][Anko_WK][WCL]After turn off and turn on Bluetooth ,The Bluetooth mouse can be reconnected  but no functions.","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260522_183733.csv"
"[Acer][Quanta][BT][HLK WHQL] Bluetooth LE Audio VSAP fail","HLK","BT","HLK","CFE_input","weekly_labels_20260522_183733.csv"
"[Lenovo][Compal][ARL][AX203][Ideapad S5P]Buzzing noise is heard from the Bluetooth headset during teams meetings.(F/R:3/3u,6/6c)","Connectivity","BT","Audio","CFE_input","weekly_labels_20260522_183733.csv"
"[honor][LUX][NvwaC][ARL-hx][AX211][BT]The 0x1E bsod","BSOD","BT","BSOD","CFE_input","weekly_labels_20260522_183733.csv"
"(Copy Of 01011382) [Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Unit show BSOD 0x139 after idle for 30mins after Benchmark test finished and point to Intel WIFI driver..(F/R:1/20 units, 1/20 times)","BSOD","WiFi","BSOD","CFE_input","weekly_labels_20260522_183733.csv"
"[Lenovo][Compal]PTL][BE200][ideapad S5P]Stress_CB, Unit show Check device Fail(Intel(R) Wireless Bluetooth(R)(!))during test.(Intel BT YB in Device manager) (F/R:2/4u)","YB/Lost","BT","YB/Lost","CFE_input","weekly_labels_20260522_183733.csv"
"[Samsung][GB6U-16 PTL][WhP2] Controller does not report LE EXT ADV consistently","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260522_183733.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Unit cannot be ping when in MS status","Sensing","WiFi","Connectivity","CFE_input","weekly_labels_20260522_183733.csv"
"[Samsung][WCL][NB8532A][Intel AX211]WHQL test_""Bluetooth - Audio - Check Sideband DDI"" show fail","Connectivity","BT","HLK","CFE_input","weekly_labels_20260522_183733.csv"
"(Copy Of 01002269)][MTL-RPL][AX211][GFP][P14sGen5/Gen4]  Users experience frequent disconnections during roaming between access points when 802.11ax is enabled","Performance","WiFi","Roaming","CFE_input","weekly_labels_20260522_183733.csv"
"[Asus][B5406FMA][Luxshare][WCL]  Wifi device not foud during Reboot cycling.","P2P","WiFi","Connectivity","CFE_input","weekly_labels_20260522_183733.csv"
"Auth failed when doing connect and ping stress test","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260522_183733.csv"
"(Copy Of 01008072) [Honor][LUX][NvwaB][ARL-HX][AX211][BT] The BSOD 0x133 releated to BthPan","BSOD","BT","BSOD","CFE_input","weekly_labels_20260523_143606.csv"
"[ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%)","Connectivity","BT","YB/Lost","CFE_input","weekly_labels_20260523_143606.csv"
"(Copy Of 00964370) [HP] No sound output from earbuds/ internal speakers when manually reconnecting the earbuds after turn off/on BT","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_143606.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Connect the BT speaker first, then connect the BT BR headset, will cause the the BT MIC not show up","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_143606.csv"
"[Acer/Compal][Mandolin_PTW] Intel BE211.D2WG.NV_BT SAR Read Fail on v24.40","Connectivity","BT","OEM Tools","CFE_input","weekly_labels_20260523_143606.csv"
"[HP][IEC] - [CashmereI][PTL][Win11 25H2]SW Drips 0%","Power Consumption","BT","Power Consumption","CFE_input","weekly_labels_20260523_143606.csv"
"[Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Video show lag after paring BT headphone.(F/R: 2/2 units, 6/6 times)","Connectivity","BT","Performance","CFE_input","weekly_labels_20260523_143606.csv"
"[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.","Performance","WiFi","UEFI","CFE_input","weekly_labels_20260523_143606.csv"
"[Acer][Longcheer][Anko_WK][WCL]After turn off and turn on Bluetooth ,The Bluetooth mouse can be reconnected  but no functions.","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_143606.csv"
"[Acer][Quanta][BT][HLK WHQL] Bluetooth LE Audio VSAP fail","HLK","BT","HLK","CFE_input","weekly_labels_20260523_143606.csv"
"[Lenovo][Compal][ARL][AX203][Ideapad S5P]Buzzing noise is heard from the Bluetooth headset during teams meetings.(F/R:3/3u,6/6c)","Connectivity","BT","Audio","CFE_input","weekly_labels_20260523_143606.csv"
"[honor][LUX][NvwaC][ARL-hx][AX211][BT]The 0x1E bsod","BSOD","BT","BSOD","CFE_input","weekly_labels_20260523_143606.csv"
"(Copy Of 01011382) [Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Unit show BSOD 0x139 after idle for 30mins after Benchmark test finished and point to Intel WIFI driver..(F/R:1/20 units, 1/20 times)","BSOD","WiFi","BSOD","CFE_input","weekly_labels_20260523_143606.csv"
"[Lenovo][Compal]PTL][BE200][ideapad S5P]Stress_CB, Unit show Check device Fail(Intel(R) Wireless Bluetooth(R)(!))during test.(Intel BT YB in Device manager) (F/R:2/4u)","YB/Lost","BT","YB/Lost","CFE_input","weekly_labels_20260523_143606.csv"
"[Samsung][GB6U-16 PTL][WhP2] Controller does not report LE EXT ADV consistently","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_143606.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Unit cannot be ping when in MS status","Sensing","WiFi","Connectivity","CFE_input","weekly_labels_20260523_143606.csv"
"[Samsung][WCL][NB8532A][Intel AX211]WHQL test_""Bluetooth - Audio - Check Sideband DDI"" show fail","Connectivity","BT","HLK","CFE_input","weekly_labels_20260523_143606.csv"
"(Copy Of 01002269)][MTL-RPL][AX211][GFP][P14sGen5/Gen4]  Users experience frequent disconnections during roaming between access points when 802.11ax is enabled","Performance","WiFi","Roaming","CFE_input","weekly_labels_20260523_143606.csv"
"[Asus][B5406FMA][Luxshare][WCL]  Wifi device not foud during Reboot cycling.","P2P","WiFi","Connectivity","CFE_input","weekly_labels_20260523_143606.csv"
"Auth failed when doing connect and ping stress test","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260523_143606.csv"
"(Copy Of 01008072) [Honor][LUX][NvwaB][ARL-HX][AX211][BT] The BSOD 0x133 releated to BthPan","BSOD","BT","BSOD","CFE_input","weekly_labels_20260523_143640.csv"
"[ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%)","Connectivity","BT","YB/Lost","CFE_input","weekly_labels_20260523_143640.csv"
"(Copy Of 00964370) [HP] No sound output from earbuds/ internal speakers when manually reconnecting the earbuds after turn off/on BT","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_143640.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Connect the BT speaker first, then connect the BT BR headset, will cause the the BT MIC not show up","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_143640.csv"
"[Acer/Compal][Mandolin_PTW] Intel BE211.D2WG.NV_BT SAR Read Fail on v24.40","Connectivity","BT","OEM Tools","CFE_input","weekly_labels_20260523_143640.csv"
"[HP][IEC] - [CashmereI][PTL][Win11 25H2]SW Drips 0%","Power Consumption","BT","Power Consumption","CFE_input","weekly_labels_20260523_143640.csv"
"[Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Video show lag after paring BT headphone.(F/R: 2/2 units, 6/6 times)","Connectivity","BT","Performance","CFE_input","weekly_labels_20260523_143640.csv"
"[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.","Performance","WiFi","UEFI","CFE_input","weekly_labels_20260523_143640.csv"
"[Acer][Longcheer][Anko_WK][WCL]After turn off and turn on Bluetooth ,The Bluetooth mouse can be reconnected  but no functions.","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_143640.csv"
"[Acer][Quanta][BT][HLK WHQL] Bluetooth LE Audio VSAP fail","HLK","BT","HLK","CFE_input","weekly_labels_20260523_143640.csv"
"[Lenovo][Compal][ARL][AX203][Ideapad S5P]Buzzing noise is heard from the Bluetooth headset during teams meetings.(F/R:3/3u,6/6c)","Connectivity","BT","Audio","CFE_input","weekly_labels_20260523_143640.csv"
"[honor][LUX][NvwaC][ARL-hx][AX211][BT]The 0x1E bsod","BSOD","BT","BSOD","CFE_input","weekly_labels_20260523_143640.csv"
"(Copy Of 01011382) [Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Unit show BSOD 0x139 after idle for 30mins after Benchmark test finished and point to Intel WIFI driver..(F/R:1/20 units, 1/20 times)","BSOD","WiFi","BSOD","CFE_input","weekly_labels_20260523_143640.csv"
"[Lenovo][Compal]PTL][BE200][ideapad S5P]Stress_CB, Unit show Check device Fail(Intel(R) Wireless Bluetooth(R)(!))during test.(Intel BT YB in Device manager) (F/R:2/4u)","YB/Lost","BT","YB/Lost","CFE_input","weekly_labels_20260523_143640.csv"
"[Samsung][GB6U-16 PTL][WhP2] Controller does not report LE EXT ADV consistently","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_143640.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Unit cannot be ping when in MS status","Sensing","WiFi","Connectivity","CFE_input","weekly_labels_20260523_143640.csv"
"[Samsung][WCL][NB8532A][Intel AX211]WHQL test_""Bluetooth - Audio - Check Sideband DDI"" show fail","Connectivity","BT","HLK","CFE_input","weekly_labels_20260523_143640.csv"
"(Copy Of 01002269)][MTL-RPL][AX211][GFP][P14sGen5/Gen4]  Users experience frequent disconnections during roaming between access points when 802.11ax is enabled","Performance","WiFi","Roaming","CFE_input","weekly_labels_20260523_143640.csv"
"[Asus][B5406FMA][Luxshare][WCL]  Wifi device not foud during Reboot cycling.","P2P","WiFi","Connectivity","CFE_input","weekly_labels_20260523_143640.csv"
"Auth failed when doing connect and ping stress test","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260523_143640.csv"
"(Copy Of 01008072) [Honor][LUX][NvwaB][ARL-HX][AX211][BT] The BSOD 0x133 releated to BthPan","BSOD","BT","BSOD","CFE_input","weekly_labels_20260523_145957.csv"
"[ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%)","Connectivity","BT","YB/Lost","CFE_input","weekly_labels_20260523_145957.csv"
"(Copy Of 00964370) [HP] No sound output from earbuds/ internal speakers when manually reconnecting the earbuds after turn off/on BT","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_145957.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Connect the BT speaker first, then connect the BT BR headset, will cause the the BT MIC not show up","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_145957.csv"
"[Acer/Compal][Mandolin_PTW] Intel BE211.D2WG.NV_BT SAR Read Fail on v24.40","Connectivity","BT","OEM Tools","CFE_input","weekly_labels_20260523_145957.csv"
"[HP][IEC] - [CashmereI][PTL][Win11 25H2]SW Drips 0%","Power Consumption","BT","Power Consumption","CFE_input","weekly_labels_20260523_145957.csv"
"[Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Video show lag after paring BT headphone.(F/R: 2/2 units, 6/6 times)","Connectivity","BT","Performance","CFE_input","weekly_labels_20260523_145957.csv"
"[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.","Performance","WiFi","UEFI","CFE_input","weekly_labels_20260523_145957.csv"
"[Acer][Longcheer][Anko_WK][WCL]After turn off and turn on Bluetooth ,The Bluetooth mouse can be reconnected  but no functions.","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_145957.csv"
"[Acer][Quanta][BT][HLK WHQL] Bluetooth LE Audio VSAP fail","HLK","BT","HLK","CFE_input","weekly_labels_20260523_145957.csv"
"[Lenovo][Compal][ARL][AX203][Ideapad S5P]Buzzing noise is heard from the Bluetooth headset during teams meetings.(F/R:3/3u,6/6c)","Connectivity","BT","Audio","CFE_input","weekly_labels_20260523_145957.csv"
"[honor][LUX][NvwaC][ARL-hx][AX211][BT]The 0x1E bsod","BSOD","BT","BSOD","CFE_input","weekly_labels_20260523_145957.csv"
"(Copy Of 01011382) [Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Unit show BSOD 0x139 after idle for 30mins after Benchmark test finished and point to Intel WIFI driver..(F/R:1/20 units, 1/20 times)","BSOD","WiFi","BSOD","CFE_input","weekly_labels_20260523_145957.csv"
"[Lenovo][Compal]PTL][BE200][ideapad S5P]Stress_CB, Unit show Check device Fail(Intel(R) Wireless Bluetooth(R)(!))during test.(Intel BT YB in Device manager) (F/R:2/4u)","YB/Lost","BT","YB/Lost","CFE_input","weekly_labels_20260523_145957.csv"
"[Samsung][GB6U-16 PTL][WhP2] Controller does not report LE EXT ADV consistently","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_145957.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Unit cannot be ping when in MS status","Sensing","WiFi","Connectivity","CFE_input","weekly_labels_20260523_145957.csv"
"[Samsung][WCL][NB8532A][Intel AX211]WHQL test_""Bluetooth - Audio - Check Sideband DDI"" show fail","Connectivity","BT","HLK","CFE_input","weekly_labels_20260523_145957.csv"
"(Copy Of 01002269)][MTL-RPL][AX211][GFP][P14sGen5/Gen4]  Users experience frequent disconnections during roaming between access points when 802.11ax is enabled","Performance","WiFi","Roaming","CFE_input","weekly_labels_20260523_145957.csv"
"[Asus][B5406FMA][Luxshare][WCL]  Wifi device not foud during Reboot cycling.","P2P","WiFi","Connectivity","CFE_input","weekly_labels_20260523_145957.csv"
"Auth failed when doing connect and ping stress test","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260523_145957.csv"
"(Copy Of 01008072) [Honor][LUX][NvwaB][ARL-HX][AX211][BT] The BSOD 0x133 releated to BthPan","BSOD","BT","BSOD","CFE_input","weekly_labels_20260523_150056.csv"
"[ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%)","Connectivity","BT","YB/Lost","CFE_input","weekly_labels_20260523_150056.csv"
"(Copy Of 00964370) [HP] No sound output from earbuds/ internal speakers when manually reconnecting the earbuds after turn off/on BT","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_150056.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Connect the BT speaker first, then connect the BT BR headset, will cause the the BT MIC not show up","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_150056.csv"
"[Acer/Compal][Mandolin_PTW] Intel BE211.D2WG.NV_BT SAR Read Fail on v24.40","Connectivity","BT","OEM Tools","CFE_input","weekly_labels_20260523_150056.csv"
"[HP][IEC] - [CashmereI][PTL][Win11 25H2]SW Drips 0%","Power Consumption","BT","Power Consumption","CFE_input","weekly_labels_20260523_150056.csv"
"[Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Video show lag after paring BT headphone.(F/R: 2/2 units, 6/6 times)","Connectivity","BT","Performance","CFE_input","weekly_labels_20260523_150056.csv"
"[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.","Performance","WiFi","UEFI","CFE_input","weekly_labels_20260523_150056.csv"
"[Acer][Longcheer][Anko_WK][WCL]After turn off and turn on Bluetooth ,The Bluetooth mouse can be reconnected  but no functions.","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_150056.csv"
"[Acer][Quanta][BT][HLK WHQL] Bluetooth LE Audio VSAP fail","HLK","BT","HLK","CFE_input","weekly_labels_20260523_150056.csv"
"[Lenovo][Compal][ARL][AX203][Ideapad S5P]Buzzing noise is heard from the Bluetooth headset during teams meetings.(F/R:3/3u,6/6c)","Connectivity","BT","Audio","CFE_input","weekly_labels_20260523_150056.csv"
"[honor][LUX][NvwaC][ARL-hx][AX211][BT]The 0x1E bsod","BSOD","BT","BSOD","CFE_input","weekly_labels_20260523_150056.csv"
"(Copy Of 01011382) [Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Unit show BSOD 0x139 after idle for 30mins after Benchmark test finished and point to Intel WIFI driver..(F/R:1/20 units, 1/20 times)","BSOD","WiFi","BSOD","CFE_input","weekly_labels_20260523_150056.csv"
"[Lenovo][Compal]PTL][BE200][ideapad S5P]Stress_CB, Unit show Check device Fail(Intel(R) Wireless Bluetooth(R)(!))during test.(Intel BT YB in Device manager) (F/R:2/4u)","YB/Lost","BT","YB/Lost","CFE_input","weekly_labels_20260523_150056.csv"
"[Samsung][GB6U-16 PTL][WhP2] Controller does not report LE EXT ADV consistently","Connectivity","BT","Connectivity","CFE_input","weekly_labels_20260523_150056.csv"
"[Samsung][WCL][NB8532A][Intel AX211]Unit cannot be ping when in MS status","Sensing","WiFi","Connectivity","CFE_input","weekly_labels_20260523_150056.csv"
"[Samsung][WCL][NB8532A][Intel AX211]WHQL test_""Bluetooth - Audio - Check Sideband DDI"" show fail","Connectivity","BT","HLK","CFE_input","weekly_labels_20260523_150056.csv"
"(Copy Of 01002269)][MTL-RPL][AX211][GFP][P14sGen5/Gen4]  Users experience frequent disconnections during roaming between access points when 802.11ax is enabled","Performance","WiFi","Roaming","CFE_input","weekly_labels_20260523_150056.csv"
"[Asus][B5406FMA][Luxshare][WCL]  Wifi device not foud during Reboot cycling.","P2P","WiFi","Connectivity","CFE_input","weekly_labels_20260523_150056.csv"
"Auth failed when doing connect and ping stress test","Connectivity","wifi","Connectivity","CFE_input","weekly_labels_20260523_150056.csv"
