source_file,technology,ips_title,predicted_category_model,predicted_category_existing,human_category,confidence
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Killer FmP2 marketing name incorrect in driver,Killer,Killer,Killer,0.2788
wifi_tools_piece_02_of_07_Frankyang (2).csv,tools,IWFT enters non-functional state for long run with WiFi Disabled,OEM Tools,Connectivity,OEM Tools,0.2798
bt_software_piece_01_of_07_Bingyue (2).csv,bt,BLE launch failure on PTL Platforms with BE211 Module,Connectivity,Connectivity,Connectivity,0.2805
bt_software_piece_06_of_07_Matt.csv,bt,bluetooth mouse lag when cpu high loading,Performance,Connectivity,Performance,0.2806
bt_software_piece_06_of_07_Matt.csv,bt,DUT 100% fail to bootup when BIOS BT config to PCIe (boot flow stuck at CNViBTConfig),System Hang,System Hang,BSOD,0.2807
bt_software_piece_07_of_07_Yuwei (2).csv,bt,BLE launch fail,Connectivity,Connectivity,Connectivity,0.2815
bt_software_piece_03_of_07_Steven.csv,software,6GHz band in WiFi Analyzer only can show up to channel 90 (it should be up to 233 or higher).,Killer,Killer,Killer,0.2833
bt_software_piece_06_of_07_Matt.csv,software,Audio quality indicator is not shown when user is in Teams call,Killer,Killer,Connectivity,0.2857
bt_software_piece_01_of_07_Bingyue (2).csv,bt,"Bluetooths microphone can not be recognized in Sound -> Recording device, and can not be recognized in Sound Recorder APP. (FR:1/3 units, 100% failed with that failed unit.)",Connectivity,Connectivity,Connectivity,0.2868
bt_software_piece_03_of_07_Steven.csv,bt,DID profile 1.3 version is not available,Connectivity,Connectivity,Connectivity,0.2870
bt_software_piece_06_of_07_Matt.csv,software,":Error ID 1000(IDBWM.exe) was found during S4 stress test(F/R:1/13 units,1/1950 total trials) -- IDBWM+0xb4019",Killer,Killer,Killer,0.2878
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Connectivity failure. 0x8FE assert seen in corporate environment. Customer suspects roaming from 40MHz to 80MHz network,YB/Lost,YB/Lost,Connectivity,0.2884
bt_software_piece_04_of_07_Wesley.csv,bt,The BT switch show gray and BT function disappear,Connectivity,Connectivity,YB/Lost,0.2887
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,The system is connected to a Wireless Display TV and the video playback is stuck or Screen freezes,P2P,YB/Lost,P2P,0.2889
bt_software_piece_05_of_07_Leo.csv,bt,Late LE audio reconnection of second bud (Galaxy Buds2 Pro),Connectivity,Connectivity,Connectivity,0.2911
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,PX AX210 Wifi 6G _DSM support_OEM,BIOS,Connectivity,BIOS,0.2916
bt_software_piece_02_of_07_Juan.csv,bt,There are advs but no connection complete evt,Connectivity,Connectivity,Connectivity,0.2927
bt_software_piece_05_of_07_Leo.csv,bt,Bluetooth headset is 3 meters away and the sound is lag,Connectivity,Connectivity,Connectivity,0.2929
bt_software_piece_02_of_07_Juan.csv,software,"Intel Connectivity and Performance Suite, doesnt work with Narrator, multiple fields/items are not labeled.",Killer,Killer,ICPS,0.2936
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,WiFi Direct discovery & connection to peer takes a long time as ICPS installed.,ICPS,ICPS,ICPS,0.2941
bt_software_piece_04_of_07_Wesley.csv,bt,[HP][SnowWhite/LNL/FmP][PCIe] Bluetooth LE Mouse can not be used during connected state. - [Connection timeout],Connectivity,Connectivity,Connectivity,0.2942
weekly_labels_20260425_151911.csv,BT,[HP/Cashmere/RVP][PTL/OOB 26581/WHP] Three BT headsets BT PAS enable successful with issue symptom (3rd classic sometime show disconnected state),Connectivity,Connectivity,Connectivity,0.2966
weekly_labels_20260425_154714.csv,BT,[HP/Cashmere/RVP][PTL/OOB 26581/WHP] Three BT headsets BT PAS enable successful with issue symptom (3rd classic sometime show disconnected state),Connectivity,Connectivity,Connectivity,0.2966
weekly_labels_20260425_162335.csv,BT,[HP/Cashmere/RVP][PTL/OOB 26581/WHP] Three BT headsets BT PAS enable successful with issue symptom (3rd classic sometime show disconnected state),Connectivity,Connectivity,Connectivity,0.2966
weekly_labels_20260425_165309.csv,BT,[HP/Cashmere/RVP][PTL/OOB 26581/WHP] Three BT headsets BT PAS enable successful with issue symptom (3rd classic sometime show disconnected state),Connectivity,Connectivity,Connectivity,0.2966
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,DRTU 2.4GHz testing 100% on 4/11 DUT not work with 23.165 assert 0x2010121E,YB/Lost,YB/Lost,YB/Lost,0.2988
wifi_tools_piece_01_of_07_Timdaway.csv,tools,AX411 QS sample 6e tx power lock at 7.5dB,OEM Tools,Power Consumption,OEM Tools,0.3025
weekly_labels_20260425_151911.csv,BT,[Dell-Roma PTL][WhP2] Athena BT audiooffload test,Connectivity,Connectivity,Connectivity,0.3071
weekly_labels_20260425_154714.csv,BT,[Dell-Roma PTL][WhP2] Athena BT audiooffload test,Connectivity,Connectivity,Connectivity,0.3071
weekly_labels_20260425_162335.csv,BT,[Dell-Roma PTL][WhP2] Athena BT audiooffload test,Connectivity,Connectivity,Connectivity,0.3071
weekly_labels_20260425_165309.csv,BT,[Dell-Roma PTL][WhP2] Athena BT audiooffload test,Connectivity,Connectivity,Connectivity,0.3071
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Due to WiFi 5055 event happens then BE200 BT device lost during S4 stress test,YB/Lost,Connectivity,YB/Lost,0.3085
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Bluetooth headphone only have audio no MIC function,Connectivity,Connectivity,Connectivity,0.3097
wifi_tools_piece_03_of_07_FrankLee.csv,tools,WRT prevents removal of BT device on device error,OEM Tools,Connectivity,OEM Tools,0.3097
bt_software_piece_07_of_07_Yuwei (2).csv,bt,HDUT not support Sniff Subrating Mode,Connectivity,Connectivity,Connectivity,0.3099
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,"0x28af/0x10028af and AP disconnect when ""MS<--->Resume"" stress test",BSOD,BSOD,BSOD,0.3107
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Wi-Fi Sensing UEFI variable does not work,UEFI,UEFI,Sensing,0.3108
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,TAS test failed,UEFI,RF,UEFI,0.3123
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,WiFi profile not showing expected 11ax in Protocol after changing wireless modes in properties,System Hang,System Hang,Connectivity,0.3124
bt_software_piece_05_of_07_Leo.csv,bt,"Play music with BT Headset/Speaker no sound, and device show yellow bang.",YB/Lost,YB/Lost,Connectivity,0.3126
bt_software_piece_03_of_07_Steven.csv,bt,DUT scan airpods device with slow availability.,Performance,Performance,Performance,0.3127
bt_software_piece_02_of_07_Juan.csv,bt,"The manual reboot of the DC is significantly slower, taking approximately 30 to 40 seconds longer than other machines",Performance,Performance,Performance,0.3129
bt_software_piece_05_of_07_Leo.csv,bt,BLE broadcast not found,Connectivity,Connectivity,Connectivity,0.3133
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,How to close the access of channels 100~140 in WLAN 5G band in Indonesia,BIOS,Connectivity,BIOS,0.3146
bt_software_piece_06_of_07_Matt.csv,bt,Teams call L and R earcup render not synced,Connectivity,Connectivity,Connectivity,0.3149
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,other PC connect hotspot occur auto disconnect after PC connect 5G AP and open hotspot(setting 2.4 bandwidth),P2P,Power Consumption,P2P,0.3156
bt_software_piece_06_of_07_Matt.csv,bt,The mouse quickly paired failed,Connectivity,Connectivity,Connectivity,0.3171
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,Miracast use CH165 which is not supported by the TV,P2P,Connectivity,P2P,0.3187
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,WHEA error in event log after reboot (F/R:100%),BSOD,BSOD,BSOD,0.3218
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Biostool.exe does not show the parameters in UEFI data version 4,UEFI,UEFI,OEM Tools,0.3225
bt_software_piece_06_of_07_Matt.csv,bt,Abnormal disconnection and connection failure.,Connectivity,Connectivity,Connectivity,0.3226
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,Miracast channel does not align with BSS channel,P2P,Connectivity,P2P,0.3238
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,"0x28af/0x32d occurred when doing ""MS<-->Resume"" stress test",BSOD,BSOD,YB/Lost,0.3249
wifi_tools_piece_04_of_07_KJ (2).csv,tools,TAS function no trigger issue,BIOS,RF,BIOS,0.3260
bt_software_piece_04_of_07_Wesley.csv,bt,BT device lost during S4.,YB/Lost,Connectivity,YB/Lost,0.3264
bt_software_piece_03_of_07_Steven.csv,bt,The PC high-frequency scanning 100ms broadcast takes a relatively long time (some time exceeded 20 seconds),Performance,Performance,Performance,0.3266
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,"System hangs ~90s after wrong Wi-Fi password entered on CSR interface (Spider Peak 2 Scorpius, Win11 25H2)",System Hang,System Hang,Connectivity,0.3273
bt_software_piece_03_of_07_Steven.csv,bt,The BT earphone (Airpods4) sound lag 5s and then no sound output,Connectivity,Connectivity,Connectivity,0.3317
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,WiFi TX power above SAR table limit in user mode after Airplane mode on\off,RF,RF,RF,0.3321
weekly_labels_20260425_151911.csv,BT,"[Lenovo][Wistron][PTL-H][BE211][Curie3] BT headphone cant hear ""Lenovo Vantage"" notification sound",Connectivity,Connectivity,Connectivity,0.3332
weekly_labels_20260425_154714.csv,BT,"[Lenovo][Wistron][PTL-H][BE211][Curie3] BT headphone cant hear ""Lenovo Vantage"" notification sound",Connectivity,Connectivity,Connectivity,0.3332
weekly_labels_20260425_162335.csv,BT,"[Lenovo][Wistron][PTL-H][BE211][Curie3] BT headphone cant hear ""Lenovo Vantage"" notification sound",Connectivity,Connectivity,Connectivity,0.3332
weekly_labels_20260425_165309.csv,BT,"[Lenovo][Wistron][PTL-H][BE211][Curie3] BT headphone cant hear ""Lenovo Vantage"" notification sound",Connectivity,Connectivity,Connectivity,0.3332
bt_software_piece_04_of_07_Wesley.csv,bt,Unnecessary BT LE Sideband device and YB,RF,RF,YB/Lost,0.3346
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,The system wakes when a person walks 1.2m horizontally behind it,Sensing,Power Consumption,Sensing,0.3348
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,TAS enable some question for AX411 - DCR-1833 should fix,UEFI,RF,UEFI,0.3358
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,System hang on ASUS logo by BitLocker Network unlock function with UEFI-Release-221522272.,System Hang,System Hang,UEFI,0.3371
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,"The WIFI assert _0x3706 and 0x22d2 happening cause to network disconnected during wechat video callevent log show wifi ""5002"". Fail rate: 1/109 units",YB/Lost,YB/Lost,Connectivity,0.3400
bt_software_piece_02_of_07_Juan.csv,bt,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",Performance,Performance,Performance,0.3439
bt_software_piece_02_of_07_Juan.csv,bt,The sound is terrible after starting a PAS session,Connectivity,Connectivity,Connectivity,0.3460
bt_software_piece_01_of_07_Bingyue (2).csv,bt,System found the BSOD 0x7F when run the HLK : System - PNP (disable and enable) with IO Before and After (Reliability) test failed due to unexpected reboot.(FR: 2/3),BSOD,BSOD,BSOD,0.3487
bt_software_piece_06_of_07_Matt.csv,bt,BT headset can not adjust audio volume,Connectivity,Connectivity,Connectivity,0.3504
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Broadcast sending failed,Connectivity,Connectivity,Connectivity,0.3512
weekly_labels_20260425_151911.csv,BT,"[Dell][Roma][PTL][25H2]Conection status show ""Connected"" after disconnect the BT headset  (F/R:100%",Connectivity,Connectivity,Connectivity,0.3526
weekly_labels_20260425_154714.csv,BT,"[Dell][Roma][PTL][25H2]Conection status show ""Connected"" after disconnect the BT headset  (F/R:100%",Connectivity,Connectivity,Connectivity,0.3526
weekly_labels_20260425_162335.csv,BT,"[Dell][Roma][PTL][25H2]Conection status show ""Connected"" after disconnect the BT headset  (F/R:100%",Connectivity,Connectivity,Connectivity,0.3526
weekly_labels_20260425_165309.csv,BT,"[Dell][Roma][PTL][25H2]Conection status show ""Connected"" after disconnect the BT headset  (F/R:100%",Connectivity,Connectivity,Connectivity,0.3526
bt_software_piece_03_of_07_Steven.csv,bt,UEFI BLE Scan hang issue(DELL Boot issue with USB drive connected),System Hang,System Hang,UEFI,0.3549
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,"Frequent assert 0x4446 when host is sharing the 5G hotspot, 3/3Units, 3/3cycles in noisy environment",YB/Lost,YB/Lost,YB/Lost,0.3554
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,unable to create GO on 5G bandwidth low frequency channels,P2P,Performance,P2P,0.3557
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Bluetooth Yellow Bang (error 43) after reboot; fatal BT controller exception and PLDR failure on Panther Lake (AX211) - CNVI_AUX_A2A_EXCEPTION_IRQ,YB/Lost,YB/Lost,YB/Lost,0.3570
bt_software_piece_03_of_07_Steven.csv,software,"[NEC][LCFC][Citron3_VP][25H2][ICPS]ID0(Child process [10672 - IDBWM.exe] finished with 255) and ID7034(Intel Dynamic Bandwidth Management Service) shows up while running FSU long run test.[FR: 4/250,1.6%][1/1 Units]",ICPS,ICPS,ICPS,0.3585
bt_software_piece_06_of_07_Matt.csv,bt,UUT report error message during run Winpvt S4/Reboot test when use bluetooth connect Wireless USB+Bluetooth Keyboard/Mouse.,YB/Lost,YB/Lost,YB/Lost,0.3586
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Cannot connect to WPA2 Enterprise via UEFI,UEFI,Connectivity,UEFI,0.3613
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,TPT degration on end customer site.,Performance,Performance,Performance,0.3614
bt_software_piece_01_of_07_Bingyue (2).csv,bt,Enabling the s-mono function causes noise during playback,YB/Lost,YB/Lost,Connectivity,0.3615
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Debugging the antenna performance parameters of the WIFI Sensor waking up the PC under MS,Sensing,Connectivity,Sensing,0.3622
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"Blackscreen during MS stress test and Dump point to ""WifiCx.sys"" (F/R: 2/2u; 2/10 c)",System Hang,Connectivity,System Hang,0.3629
bt_software_piece_04_of_07_Wesley.csv,software,Settings --> Change lowercase letters to uppercase for reset buttons strings,Killer,Killer,ICPS,0.3635
wifi_tools_piece_03_of_07_FrankLee.csv,tools,TX power value is incorrect,RF,Power Consumption,RF,0.3647
bt_software_piece_03_of_07_Steven.csv,bt,The BT driver shows as YB in DM when the system is idle.,YB/Lost,YB/Lost,YB/Lost,0.3652
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Wi-Fi low tpt on 6Ghz 11be 320MHz bandwidth,Performance,Performance,Performance,0.3654
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,T-put HL TX issue,RF,RF,Performance,0.3701
bt_software_piece_04_of_07_Wesley.csv,bt,Bluetooth Keyboard pairing failure,YB/Lost,YB/Lost,Connectivity,0.3710
bt_software_piece_01_of_07_Bingyue (2).csv,bt,Auto Connection Issue,Connectivity,Connectivity,Connectivity,0.3715
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,BIOS SAR table not correct,BIOS,RF,BIOS,0.3745
bt_software_piece_02_of_07_Juan.csv,bt,Remove Duplicate Entires in the ibtpciinf,Connectivity,Connectivity,Connectivity,0.3765
bt_software_piece_02_of_07_Juan.csv,software,"When Accessibility->Text size is set to 200%, the prompt window that appears when launching ICPS is not fully displayed.",ICPS,ICPS,ICPS,0.3780
bt_software_piece_05_of_07_Leo.csv,software,KCC no Wi-Fi Score on Windows 11_XPS 13 7390.,Killer,Killer,ICPS,0.3819
weekly_labels_20260425_151911.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]BT headphone take about 25 seconds to output audio after connection. (FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.3821
weekly_labels_20260425_154714.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]BT headphone take about 25 seconds to output audio after connection. (FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.3821
weekly_labels_20260425_162335.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]BT headphone take about 25 seconds to output audio after connection. (FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.3821
weekly_labels_20260425_165309.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]BT headphone take about 25 seconds to output audio after connection. (FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.3821
bt_software_piece_02_of_07_Juan.csv,bt,"BT audio playback failed ""Format Not Supported""",YB/Lost,YB/Lost,Connectivity,0.3846
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Signal strength become much lower during throughput measurement in 6GHz band,Performance,Performance,Performance,0.3858
bt_software_piece_05_of_07_Leo.csv,software,KIC app error message Unhandled exception has occurred in your application.,Killer,Killer,Killer,0.3869
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,WD NMI (0x34) - interrupts were not called for 200 ms,BSOD,BSOD,YB/Lost,0.3918
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,"Event log shows 5002/5005/5007/5010 error during MS stress test(Fail rate 9/40units, 125cycles each unit)",YB/Lost,YB/Lost,YB/Lost,0.3920
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"9462(TA-J88400-007) WLAN YB(100%) on ICL/TGL platform, while no issue with 9462(TA-J88400-006)",YB/Lost,YB/Lost,YB/Lost,0.3922
bt_software_piece_03_of_07_Steven.csv,software,Intel Connect service is disconnected when input wrong password to connect AP,Killer,Killer,Killer,0.3923
weekly_labels_20260425_151911.csv,Software,"[ICPS5, NM] Network not selected as authorized, only after delay - Sometimes",ICPS,Killer,ICPS,0.3934
weekly_labels_20260425_154714.csv,Software,"[ICPS5, NM] Network not selected as authorized, only after delay - Sometimes",ICPS,Killer,ICPS,0.3934
weekly_labels_20260425_162335.csv,Software,"[ICPS5, NM] Network not selected as authorized, only after delay - Sometimes",ICPS,Killer,ICPS,0.3934
weekly_labels_20260425_165309.csv,Software,"[ICPS5, NM] Network not selected as authorized, only after delay - Sometimes",ICPS,Killer,ICPS,0.3934
bt_software_piece_03_of_07_Steven.csv,software,"- Bluetooth tab is presenting ""Connect"" button instead of ""Add a device"" when a device is already connected",Killer,Killer,Killer,0.3962
bt_software_piece_01_of_07_Bingyue (2).csv,software,Blank interface on Manual Routing page with Corporate machine,Killer,Killer,Killer,0.3989
wifi_tools_piece_03_of_07_FrankLee.csv,tools,ibterverify version error,OEM Tools,Connectivity,OEM Tools,0.4000
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,"Batterylife_Battery Leackage_Unit show blue screen(Stop code: DRICER_POWER_START. (F/R: 1/3units,1/3cycles)",BSOD,BSOD,BSOD,0.4005
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,FmP2 got lower RX TPT against Netgear RS700 than GaP2,Performance,Performance,Performance,0.4029
bt_software_piece_07_of_07_Yuwei (2).csv,bt,BLE data exchanged times in a connection interval,System Hang,System Hang,Connectivity,0.4034
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,System WHQL- System - PNP (disable and enable) with IO Before and After (Reliability) fail due to BSOD,BSOD,BSOD,BSOD,0.4036
bt_software_piece_03_of_07_Steven.csv,software,"Toggling on ""Only show authorized networks"" causes app to crash - rarely",Killer,Killer,Killer,0.4041
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20101058, log is valid. data1 = 0xb, data2 = 0x0)",YB/Lost,YB/Lost,YB/Lost,0.4050
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,"Event ERROR ID 5002, 5005, 5007: Netwaw16 happened while S0 Idle",YB/Lost,YB/Lost,YB/Lost,0.4064
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,"After bootup Notebook , moving from 24F to 30F intel office , very hard to WAL",Sensing,Connectivity,Sensing,0.4107
weekly_labels_20260425_151911.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]Microphone of BT headphone can not be detected after connection.(FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.4110
weekly_labels_20260425_154714.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]Microphone of BT headphone can not be detected after connection.(FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.4110
weekly_labels_20260425_162335.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]Microphone of BT headphone can not be detected after connection.(FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.4110
weekly_labels_20260425_165309.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]Microphone of BT headphone can not be detected after connection.(FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.4110
bt_software_piece_04_of_07_Wesley.csv,bt,Win11(25H2)_Hybrid Stress_S4_Device_YB_Intel(R) Dual Bluetooth(R) PCI Enumerator.,YB/Lost,YB/Lost,YB/Lost,0.4114
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,CITU not work with 23.165,OEM Tools,OEM Tools,OEM Tools,0.4133
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,There is Event ID 5002 - assert 0x28bf - in log after running WiFi Connection Reliability test.,YB/Lost,YB/Lost,YB/Lost,0.4135
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Wi-Fi sinewave function of DRTU tool is not working (BE211 QS),OEM Tools,OEM Tools,OEM Tools,0.4136
bt_software_piece_03_of_07_Steven.csv,software,SIP124587/840 G10/G11 /win11 23H2 / EY / NA / US PC / Crashing due to an Intel ICPS old and latest driver on website,ICPS,ICPS,ICPS,0.4141
bt_software_piece_05_of_07_Leo.csv,software,ICPS 21.23.2115 .exe Install Wizard shows the No valid Dell hardware found error message on the HP system (non-English),ICPS,ICPS,ICPS,0.4149
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Device Lost issue - 0x152e,BSOD,BSOD,YB/Lost,0.4150
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,11N 20MHz conductive throughput 95db attenuation fail,Performance,Performance,Performance,0.4153
bt_software_piece_05_of_07_Leo.csv,software,Intel Connect service says disconnected,Killer,Killer,ICPS,0.4159
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,PAD mouse operate lag from PAD to PC move after PC and Pad multi-screen synergy through Huawei Butler(HUAWEI PC manager),P2P,Performance,P2P,0.4200
bt_software_piece_03_of_07_Steven.csv,software,AP selection (same SSID) take 3~4 mins to complete AP switch sometimes,Killer,Killer,Killer,0.4211
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,"Connect the wifi Network and play Online Video , Unit occur 0x9f BSOD point to 0x9F_VRF_3_Netwtw10_IMAGE_pci.sys",BSOD,BSOD,BSOD,0.4217
bt_software_piece_06_of_07_Matt.csv,software,"The Killer app will hang after apply extend current network or create hotspot function in Killer Control Center app.(F/R:2/2 units,2/8 times)",Killer,Killer,Killer,0.4234
bt_software_piece_01_of_07_Bingyue (2).csv,bt,BSOD occurs when connect a mobile hotspot by bluetooth with ACPI SDEV table enabled.,BSOD,BSOD,BSOD,0.4247
bt_software_piece_07_of_07_Yuwei (2).csv,bt,DRTUClient fails to connect using command line interface,OEM Tools,OEM Tools,OEM Tools,0.4258
bt_software_piece_05_of_07_Leo.csv,bt,BT YB with high fail rate when Samsung launch Samsung DRTU test case in 404 4Xe3 - CNVI_AUX_A2A_EXCEPTION_IRQ,YB/Lost,YB/Lost,YB/Lost,0.4262
bt_software_piece_04_of_07_Wesley.csv,software,a blank parenthesis will appears in the ICPS Bluetooth device list after changing Bluetooth device name,ICPS,ICPS,ICPS,0.4281
bt_software_piece_03_of_07_Steven.csv,software,"The ""key"" icon not appear after input AP password and connected",Killer,Killer,Killer,0.4300
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Driver cannot read DSM function by ACPI source,UEFI,UEFI,BIOS,0.4309
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,"System crashed in CS/AH. The BugCheckCode is ""7E""",BSOD,BSOD,BSOD,0.4316
weekly_labels_20260425_151911.csv,WiFi,"[Lenovo][Huaqin][PTL-H][BE213][S511_14_16]The Wi-Fi/BT icon disappears for about	one second after clicking the Wi-Fi icon at the bottom right corner of the	switch.(FR:1/3uuts,2/30cycles)",Performance,Sensing,Performance,0.4322
weekly_labels_20260425_154714.csv,WiFi,"[Lenovo][Huaqin][PTL-H][BE213][S511_14_16]The Wi-Fi/BT icon disappears for about	one second after clicking the Wi-Fi icon at the bottom right corner of the	switch.(FR:1/3uuts,2/30cycles)",Performance,Sensing,Performance,0.4322
weekly_labels_20260425_162335.csv,WiFi,"[Lenovo][Huaqin][PTL-H][BE213][S511_14_16]The Wi-Fi/BT icon disappears for about	one second after clicking the Wi-Fi icon at the bottom right corner of the	switch.(FR:1/3uuts,2/30cycles)",Performance,Sensing,Performance,0.4322
weekly_labels_20260425_165309.csv,WiFi,"[Lenovo][Huaqin][PTL-H][BE213][S511_14_16]The Wi-Fi/BT icon disappears for about	one second after clicking the Wi-Fi icon at the bottom right corner of the	switch.(FR:1/3uuts,2/30cycles)",Performance,Sensing,Performance,0.4322
bt_software_piece_03_of_07_Steven.csv,software,"""Automatically switch to a better Access Point"" Setting cant be reset to default setting in ICPS",ICPS,ICPS,ICPS,0.4351
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,WLAN card AX201 test CITU tool would have 0x31B Assert,YB/Lost,YB/Lost,YB/Lost,0.4352
bt_software_piece_04_of_07_Wesley.csv,bt,"SIT, Win11 x64 25H2, Bluetooth LE Audio VSAP - Stereo Render with Mono Capture related items failed on HLK kit not detected, FR: 5/5",HLK,HLK,HLK,0.4365
bt_software_piece_05_of_07_Leo.csv,software,Dell Smartbyte APP impact T-put,Killer,Killer,Performance,0.4398
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,WLAN YB appeared upon startup after shutting down and leaving it for 1 hour in the chamber(0 degrees Celsius).(F/R: 1/24 units),YB/Lost,YB/Lost,YB/Lost,0.4399
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,WOA cant work after enter MS,OEM Tools,OEM Tools,Sensing,0.4421
bt_software_piece_02_of_07_Juan.csv,software,"The system will pop up msg ""Select an app to open this icpslauncher link"" after uninstall old ICPS driver then install new ICPS Driver package",ICPS,ICPS,ICPS,0.4437
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Reset/Recovery seen during disconnected standby due to ASSERT_00002B87 on Multiple routers,YB/Lost,YB/Lost,YB/Lost,0.4446
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Sink PC show lag or garbage when test PC projecting to PC and play local video,P2P,Performance,P2P,0.4448
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Reset/Recovery instances due to different asserts 0x3030 during Disconnected Standby/Hibernate test,YB/Lost,YB/Lost,YB/Lost,0.4451
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Theres no corresponding assert log folder generated but system event log show 5002/5005 during stress Cold Boot Test,YB/Lost,YB/Lost,YB/Lost,0.4458
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Event ID: 5010 appeared in Event Viewer after install driver.,YB/Lost,YB/Lost,YB/Lost,0.4462
bt_software_piece_06_of_07_Matt.csv,software,- Killer 4.0 ISO/Over Clocking pop-up window doesnt have close X click on top right corner.,Killer,Killer,Killer,0.4466
