ips_title,human_category,source_folder,source_file
[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.,UEFI,CFE_input,weekly_labels_20260523_150056.csv
[HP][IEC] - [CashmereI][PTL][Win11 25H2]SW Drips 0%,Power Consumption,CFE_input,weekly_labels_20260523_150056.csv
"[Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Video show lag after paring BT headphone.(F/R: 2/2 units, 6/6 times)",Performance,CFE_input,weekly_labels_20260523_150056.csv
"[Lenovo][Compal]PTL][BE200][ideapad S5P]Stress_CB, Unit show Check device Fail(Intel(R) Wireless Bluetooth(R)(!))during test.(Intel BT YB in Device manager) (F/R:2/4u)",YB/Lost,CFE_input,weekly_labels_20260525_100744.csv
[Samsung][GB6U-16 PTL][WhP2] Controller does not report LE EXT ADV consistently,Connectivity,CFE_input,weekly_labels_20260525_100744.csv
"(Copy Of 01011382) [Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Unit show BSOD 0x139 after idle for 30mins after Benchmark test finished and point to Intel WIFI driver..(F/R:1/20 units, 1/20 times)",BSOD,CFE_input,weekly_labels_20260525_100744.csv
"[Lenovo][Compal][ARL][AX203][Ideapad S5P]Buzzing noise is heard from the Bluetooth headset during teams meetings.(F/R:3/3u,6/6c)",Audio,CFE_input,weekly_labels_20260525_100744.csv
[honor][LUX][NvwaC][ARL-hx][AX211][BT]The 0x1E bsod,BSOD,CFE_input,weekly_labels_20260525_100744.csv
[Asus][B5406FMA][Luxshare][WCL]  Wifi device not foud during Reboot cycling.,Connectivity,CFE_input,weekly_labels_20260525_100744.csv
Auth failed when doing connect and ping stress test,Connectivity,CFE_input,weekly_labels_20260525_100744.csv
(Copy Of 01002269)][MTL-RPL][AX211][GFP][P14sGen5/Gen4]  Users experience frequent disconnections during roaming between access points when 802.11ax is enabled,Roaming,CFE_input,weekly_labels_20260525_100744.csv
[Samsung][WCL][NB8532A][Intel AX211]Unit cannot be ping when in MS status,Connectivity,CFE_input,weekly_labels_20260525_100744.csv
"[Samsung][WCL][NB8532A][Intel AX211]WHQL test_""Bluetooth - Audio - Check Sideband DDI"" show fail",HLK,CFE_input,weekly_labels_20260525_100744.csv
"[Samsung][WCL][NB8532A][Intel AX211]Connect the BT speaker first, then connect the BT BR headset, will cause the the BT MIC not show up",Connectivity,CFE_input,weekly_labels_20260525_100744.csv
[Acer/Compal][Mandolin_PTW] Intel BE211.D2WG.NV_BT SAR Read Fail on v24.40,OEM Tools,CFE_input,weekly_labels_20260525_100744.csv
(Copy Of 00964370) [HP] No sound output from earbuds/ internal speakers when manually reconnecting the earbuds after turn off/on BT,Connectivity,CFE_input,weekly_labels_20260525_100744.csv
(Copy Of 01008072) [Honor][LUX][NvwaB][ARL-HX][AX211][BT] The BSOD 0x133 releated to BthPan,BSOD,CFE_input,weekly_labels_20260525_100744.csv
[ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%),YB/Lost,CFE_input,weekly_labels_20260525_100744.csv
"[Acer][Longcheer][Anko_WK][WCL]After turn off and turn on Bluetooth ,The Bluetooth mouse can be reconnected  but no functions.",Connectivity,CFE_input,weekly_labels_20260525_100744.csv
[Acer][Quanta][BT][HLK WHQL] Bluetooth LE Audio VSAP fail,HLK,CFE_input,weekly_labels_20260525_100744.csv
[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.,UEFI,CFE_input,weekly_labels_20260525_100744.csv
[HP][IEC] - [CashmereI][PTL][Win11 25H2]SW Drips 0%,Power Consumption,CFE_input,weekly_labels_20260525_100744.csv
"[Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Video show lag after paring BT headphone.(F/R: 2/2 units, 6/6 times)",Performance,CFE_input,weekly_labels_20260525_100744.csv
[ASUS_CCBU][9406CAA][BE211][PTL] Can not adjust BT headset volume when using awhile.,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[HP] - [Laika][GLK][JFP1-9461][20H2 19042.630] ?  BT YB 10 after dash image,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
"[Lenovo][Huaqin][PTL][BE213][S511_14_16]5002 event occur during warmboot test. Total BE213 SKU FR1/5UUTs,90/1500cycles,Fail unit FR:90/300cycles",Performance,CFE_input,weekly_labels_20260529_170002.csv
[Colorful][BYD][PTL-H][N15QA2][AX211] S4 loop test BSOD 0x9f,BSOD,CFE_input,weekly_labels_20260529_170002.csv
Clevo_X560WNx_ARL-HX_AX201 WiFi connect issues,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[Dynabook][Win11]Cannot get IP address after switching or roaming to other AP,Roaming,CFE_input,weekly_labels_20260529_170002.csv
"[ASUS][B3604CVF][AX211] After scan Samsung TV, Miracast connect fail",P2P,CFE_input,weekly_labels_20260529_170002.csv
[ASUS-Gaming][ADL-P][GU603Z][AX211 2230] Not able to WoWLAN by remote desktop,WowLAN,CFE_input,weekly_labels_20260529_170002.csv
[HP/SIO1567335][Armorhide][9560/CFL/Win10 Rs3]Can't wake up from S4 via Magic packet,WowLAN,CFE_input,weekly_labels_20260529_170002.csv
[HP] - SIO1991059 &  SIO1992792 [Corvette][TGL][HRP2-22560][20H2] ? LE BT mouse lag,Performance,CFE_input,weekly_labels_20260529_170002.csv
"[Xiaomi][MiShare][CML][9560]Create 5G(149) softAP when host has no AP connected, file transfer speed is slow.",Performance,CFE_input,weekly_labels_20260529_170002.csv
[Lenovo_Ideapad][Compal][Y750-15IMH][CML-H][20H1] Intel WLAN AX201 lost(or yellow bang) when download image or S4/CB,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
[Intel/Commercial][Internal][MTL][AX211][8Y851AV] Wi-Fi Dropping,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[Honor][LUX][Zhuquan&xuanwu][PTL][AX211]The wifi connect fail because Four EAPOL authentication failures,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[DELL][Field]Intel(R) Wi-Fi 7 BE200 is unable to connect WIFI-6E 6GHz networks in Windows 10/11 in Macao,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[Lenovo][wistron][GEN4_AX201][ADL]Intel AX201 WiFi Roaming Issue with Windows Cu,Roaming,CFE_input,weekly_labels_20260529_170002.csv
[HP/SIO2264021/Win11/ADL/GfP2/Vision] Miracast wireless display cannot be connected successfully,P2P,CFE_input,weekly_labels_20260529_170002.csv
[LG][15U70P][TGL/AX201/21H2] Miracast connection over infrastructure fails,P2P,CFE_input,weekly_labels_20260529_170002.csv
"[HP/SIO1528689][Scorpius][3168/7265/KBL/W10]Error ""Premature wake up. The unit woke up xxxxxx ms before scheduled WOL time"" occured when run WinPVT 9.0E_Hibernation Functional Test",WowLAN,CFE_input,weekly_labels_20260529_170002.csv
WiFi 7 throughput abnormal,Performance,CFE_input,weekly_labels_20260529_170002.csv
SIP128610 - EB 1040 G1i 14(MasadaN)/Win11 24H2/Traveloka/GA/PC APJ/ Intel BE201 Mobile Hotspot not detected in 6GHz/ID,P2P,CFE_input,weekly_labels_20260529_170002.csv
[lenovo][wistron][G3 500W][Pentium][ AX201] [2H1][100%]wlan YB and BT device lost when system in Idle  (Only G3 can recovery).,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
[Honor][ZhuQue][PTL][AX211 1216@160M][High probability]0x9f,BSOD,CFE_input,weekly_labels_20260529_170002.csv
[Panasonic][PTL][WhP2] Tx power is NG when Dynamic SAR is enabled,RF,CFE_input,weekly_labels_20260529_170002.csv
Z93 WiFi 5Ghz band 160M-BW DFS fail issue,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
"[Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][BUG-20211111-37766] Connect to a dual-mode adaptive router, stay away from the router and cannot roam to 2.4G network",Roaming,CFE_input,weekly_labels_20260529_170002.csv
[Jaguar3][Gfp2] Machine cannot connect to Wireless Display (FR:10/10 trials),P2P,CFE_input,weekly_labels_20260529_170002.csv
[ASUS][TGL][WLAN]How to confirm the function of WoWLAN from MS is workable with DC mode ?,WowLAN,CFE_input,weekly_labels_20260529_170002.csv
[HP][SnowWhite]The unit can not wake from MS3 via WOWLAN in AC mode.,WowLAN,CFE_input,weekly_labels_20260529_170002.csv
"[Huawei][Quanta][Euler][CML-U][AX201][WLAN][19H2]PC and Cell use hishare to transfer file, the throughput lower than 11 MBps(MCC is JP)",Performance,CFE_input,weekly_labels_20260529_170002.csv
[HP/SIO2013549/Win11/ADL-S/HrP2/ArtiI] YB 43 after installed v22.70.2.1 then reboot system,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
AX201 wifi driver 802.11g throughputissue,Performance,CFE_input,weekly_labels_20260529_170002.csv
[ASUS][Luxshare][A7406CMA][AX211]WiFi function lost when run S4 test(FR:8/8 units),Connectivity,CFE_input,weekly_labels_20260529_170002.csv
-[Lenovo][Thinkpad-JP][LNL][BE201][T14SGen6] EWG issueMTS40 WIFI YB,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
The system cannot scan for the 6GHz mobile Hotspot (VLP).,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[Dell][Bolan LNL/FmP2] Persistent Wi-Fi roaming and disconnection problems affecting Dell laptops with Intel BE200/201/202 and AX211 adapters,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
"[HP][QTA][BNB][WCL][Cheddar] SIO2445127: The unit got ""0x9F"" BSOD during running WINPVT Wake-on-LAN Stress (S3S4S5+LAN_CHK_WOL.PVT) using LOM with IPV4/IPV6.",BSOD,CFE_input,weekly_labels_20260529_170002.csv
"[Huawei][Quanta][Euler][CML-U][AX201][WLAN][19H2]Connected with WPA3 AP, and after restart has fail rate that reconnected slowly.",Connectivity,CFE_input,weekly_labels_20260529_170002.csv
"[Lenovo ThinkPad China][L480/L580][Solo2Lando2_WHL_AX200] ""Device not detected: Bluetooth? during S4 longrun test and Unknown USB Device show yellow mark (code 43) in Device Manager",YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
[CLEVO][R100YU][R100YU_BE211_HEADSET_NO_MIC],Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[xiaomi][R10] BT became yellow bang after grading RS4 from RS1,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
"[Honor][LUX][NvwaC][ARL-HX][AX211][WiFi]When roaming between 2.4G and 5G, roaming occurs around a threshold of -70 dB.",Roaming,CFE_input,weekly_labels_20260529_170002.csv
P178G002/P179G002 update KC Wifi 7,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
"[Lenovo ThinkPad JP][LCFC][ Libra][AX211]]The 5GHz band wifi will auto disconnected and disappeared in LowPwrRange which Roaming Aggressiveness:Medium,Preferred Band:Perfer 5GHz band",Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[MSFT Quanta Z96] Unable to project to external monitor via wireless display,P2P,CFE_input,weekly_labels_20260529_170002.csv
[Samsung][Prism-13 KBL][SfP] 7E BSoD appears during miracast connecting.,BSOD,CFE_input,weekly_labels_20260529_170002.csv
[HP/SIO1584996][Renegade][SKL/8265/W10] Func-CE-DT-ME-QTA/Renegade/Win7-64: Can not Wake on WLAN from S3/S4 via Magic Packet.,WowLAN,CFE_input,weekly_labels_20260529_170002.csv
[ADL-N][HrP1][22.180][N7600ZM]AX101 The throughput drop at the attenuation of 92~95dB (picture is ax/ac 80MHz),Performance,CFE_input,weekly_labels_20260529_170002.csv
[Lenovo - Desktop] [Compal] [AIO 5 24IAP 07] [APL-H] [9560] [Win11 22H2 22621.317] [2/23] The Wlan(Intel AC-9560) show yellow bang in Device Manager during running Unigine heaven.,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
"[Lenovo][AVC][WCL-H][BE213][Neo50Q-7] BT uninstall issue, 1/1Units, 1/1cycles",Connectivity,CFE_input,weekly_labels_20260529_170002.csv
"[Huaqin][Samsung][BBY][win11]Bluetooth mouse appear delay 1S after idle about 10 min.(FR: 4 out of 4 units, 12 out of 12 times)",Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[Xiaomi][PTL][AX211] Connecting a PC to a mobile phone via BLE takes a long time,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[HUAWEI][Wingtech][EnzoH][MTL][23H2]Logitech BT BR3.0 mouse M336 lags when BT connect to DUT when downloading and playing music online at same time,Performance,CFE_input,weekly_labels_20260529_170002.csv
Modern Standby - Intel RST VMD and Wi-Fi 7 BE211 Remain Active During S0ix,Performance,CFE_input,weekly_labels_20260529_170002.csv
[Honor][Huaqin][FeimiGlite][MTL][Intel AX201][WiFi][25H2]PAD-to-PC traffic streaming experiences zero drop,P2P,CFE_input,weekly_labels_20260529_170002.csv
BT MCC jump to 3030 due to Wi-Fi,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][21H2] [WIFI]Cannot switch to 5 G after the roaming switches to 2.4G,P2P,CFE_input,weekly_labels_20260529_170002.csv
[Lenovo-Thinkpad][LCFC][Ax85_Ryzen]The wifi icon show red X after connecting with WIDI and clicking the wifi icon on task bar,P2P,CFE_input,weekly_labels_20260529_170002.csv
"[Lenovo-ThinkPad E480E580][LCFC][Win10RS4]External monitor display is not synchronized with system when connect to wireless display, external monitor lag about 20s.",P2P,CFE_input,weekly_labels_20260529_170002.csv
[lenovo_valkyrie] Wireless/WLAN  WoWLAN Wake Failure during s3/s4.,WowLAN,CFE_input,weekly_labels_20260529_170002.csv
PTL BE201 WiFi7 Throughput Tx Fail,Performance,CFE_input,weekly_labels_20260529_170002.csv
[ASUS-Gaming][GA503/GX551][AMD Cezanne][][AX200 22.0.0.6] Microsoft WiFi Direct driver YB issue on AMD Cezanne platform during aging test Frequent (20% - 90%),MSFT,CFE_input,weekly_labels_20260529_170002.csv
"[Lenovo][AVC][WCL-H][BE213][Neo50q-7]BT headset connection bug 4/4Units,4/4cycle",Connectivity,CFE_input,weekly_labels_20260529_170002.csv
[Dell][Wistron][TGL-UP3][Hellcat] BT device yellow bang in device manager after S4 resume,YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
[Honor][LUX][Zhuque&Xuanwu][AX211][PTL][25H2]The wifi cant get internet,Connectivity,CFE_input,weekly_labels_20260529_170002.csv
"[Haier][Wingtech][G1][ADL-P][Ax210][21H2]With the PC connection to the WiFi for a long-time suspension test, the WLAN driver has a loss problem [3 / 3]",Connectivity,CFE_input,weekly_labels_20260529_170002.csv
"[ThinkPad][X13 Gen6][ARL][BE201] ABB ""France"" Roaming Frequently Disconnect & Reconnect Issue",Roaming,CFE_input,weekly_labels_20260529_170002.csv
[HUAWEI][HUAQIN][Harvey][AMD Renoir][Intel AX200][20H1]Video lag when SUT play video via Miracast projection screen to Xiaomi TV.,P2P,CFE_input,weekly_labels_20260529_170002.csv
[Lenovo DT][M920][ECR467119][8265][Win7 32/64] Miracast connected display's delay time Test latency is over 200ms,P2P,CFE_input,weekly_labels_20260529_170002.csv
[HP/SIO1663914][CFL/W10/22260] - [Comm Test][Intel CCP 22260][BPS][Intel CFL][Win10 RS4 17134][PV][WoWLAN] WoWLAN function can't work.,WowLAN,CFE_input,weekly_labels_20260529_170002.csv
[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP][S790_15_LNL_FVT_HF_stress]WiFI 11ac throughput cannot pass lenovo spec,Performance,CFE_input,weekly_labels_20260529_170002.csv
[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] 11ac_80MHzBW_Ch.157_Rx low throughput,Performance,CFE_input,weekly_labels_20260529_170002.csv
"[Fujitsu]Yellow Bang and device lost on WLAN device, Bluetooth device lost",YB/Lost,CFE_input,weekly_labels_20260529_170002.csv
[ASUS_CCBU][9406CAA][BE211][PTL] Can not adjust BT headset volume when using awhile.,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[HP] - [Laika][GLK][JFP1-9461][20H2 19042.630] ?  BT YB 10 after dash image,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
"[Lenovo][Huaqin][PTL][BE213][S511_14_16]5002 event occur during warmboot test. Total BE213 SKU FR1/5UUTs,90/1500cycles,Fail unit FR:90/300cycles",Performance,CFE_input,weekly_labels_20260530_145717.csv
[Colorful][BYD][PTL-H][N15QA2][AX211] S4 loop test BSOD 0x9f,BSOD,CFE_input,weekly_labels_20260530_145717.csv
Clevo_X560WNx_ARL-HX_AX201 WiFi connect issues,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[Dynabook][Win11]Cannot get IP address after switching or roaming to other AP,Roaming,CFE_input,weekly_labels_20260530_145717.csv
"[ASUS][B3604CVF][AX211] After scan Samsung TV, Miracast connect fail",P2P,CFE_input,weekly_labels_20260530_145717.csv
[ASUS-Gaming][ADL-P][GU603Z][AX211 2230] Not able to WoWLAN by remote desktop,WowLAN,CFE_input,weekly_labels_20260530_145717.csv
[HP/SIO1567335][Armorhide][9560/CFL/Win10 Rs3]Can't wake up from S4 via Magic packet,WowLAN,CFE_input,weekly_labels_20260530_145717.csv
[HP] - SIO1991059 &  SIO1992792 [Corvette][TGL][HRP2-22560][20H2] ? LE BT mouse lag,Performance,CFE_input,weekly_labels_20260530_145717.csv
"[Xiaomi][MiShare][CML][9560]Create 5G(149) softAP when host has no AP connected, file transfer speed is slow.",Performance,CFE_input,weekly_labels_20260530_145717.csv
[Lenovo_Ideapad][Compal][Y750-15IMH][CML-H][20H1] Intel WLAN AX201 lost(or yellow bang) when download image or S4/CB,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
[Intel/Commercial][Internal][MTL][AX211][8Y851AV] Wi-Fi Dropping,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[Honor][LUX][Zhuquan&xuanwu][PTL][AX211]The wifi connect fail because Four EAPOL authentication failures,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[DELL][Field]Intel(R) Wi-Fi 7 BE200 is unable to connect WIFI-6E 6GHz networks in Windows 10/11 in Macao,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[Lenovo][wistron][GEN4_AX201][ADL]Intel AX201 WiFi Roaming Issue with Windows Cu,Roaming,CFE_input,weekly_labels_20260530_145717.csv
[HP/SIO2264021/Win11/ADL/GfP2/Vision] Miracast wireless display cannot be connected successfully,P2P,CFE_input,weekly_labels_20260530_145717.csv
[LG][15U70P][TGL/AX201/21H2] Miracast connection over infrastructure fails,P2P,CFE_input,weekly_labels_20260530_145717.csv
"[HP/SIO1528689][Scorpius][3168/7265/KBL/W10]Error ""Premature wake up. The unit woke up xxxxxx ms before scheduled WOL time"" occured when run WinPVT 9.0E_Hibernation Functional Test",WowLAN,CFE_input,weekly_labels_20260530_145717.csv
WiFi 7 throughput abnormal,Performance,CFE_input,weekly_labels_20260530_145717.csv
SIP128610 - EB 1040 G1i 14(MasadaN)/Win11 24H2/Traveloka/GA/PC APJ/ Intel BE201 Mobile Hotspot not detected in 6GHz/ID,P2P,CFE_input,weekly_labels_20260530_145717.csv
[lenovo][wistron][G3 500W][Pentium][ AX201] [2H1][100%]wlan YB and BT device lost when system in Idle  (Only G3 can recovery).,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
[Honor][ZhuQue][PTL][AX211 1216@160M][High probability]0x9f,BSOD,CFE_input,weekly_labels_20260530_145717.csv
[Panasonic][PTL][WhP2] Tx power is NG when Dynamic SAR is enabled,RF,CFE_input,weekly_labels_20260530_145717.csv
Z93 WiFi 5Ghz band 160M-BW DFS fail issue,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
"[Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][BUG-20211111-37766] Connect to a dual-mode adaptive router, stay away from the router and cannot roam to 2.4G network",Roaming,CFE_input,weekly_labels_20260530_145717.csv
[Jaguar3][Gfp2] Machine cannot connect to Wireless Display (FR:10/10 trials),P2P,CFE_input,weekly_labels_20260530_145717.csv
[ASUS][TGL][WLAN]How to confirm the function of WoWLAN from MS is workable with DC mode ?,WowLAN,CFE_input,weekly_labels_20260530_145717.csv
[HP][SnowWhite]The unit can not wake from MS3 via WOWLAN in AC mode.,WowLAN,CFE_input,weekly_labels_20260530_145717.csv
"[Huawei][Quanta][Euler][CML-U][AX201][WLAN][19H2]PC and Cell use hishare to transfer file, the throughput lower than 11 MBps(MCC is JP)",Performance,CFE_input,weekly_labels_20260530_145717.csv
[HP/SIO2013549/Win11/ADL-S/HrP2/ArtiI] YB 43 after installed v22.70.2.1 then reboot system,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
AX201 wifi driver 802.11g throughputissue,Performance,CFE_input,weekly_labels_20260530_145717.csv
[ASUS][Luxshare][A7406CMA][AX211]WiFi function lost when run S4 test(FR:8/8 units),Connectivity,CFE_input,weekly_labels_20260530_145717.csv
-[Lenovo][Thinkpad-JP][LNL][BE201][T14SGen6] EWG issueMTS40 WIFI YB,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
The system cannot scan for the 6GHz mobile Hotspot (VLP).,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[Dell][Bolan LNL/FmP2] Persistent Wi-Fi roaming and disconnection problems affecting Dell laptops with Intel BE200/201/202 and AX211 adapters,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
"[HP][QTA][BNB][WCL][Cheddar] SIO2445127: The unit got ""0x9F"" BSOD during running WINPVT Wake-on-LAN Stress (S3S4S5+LAN_CHK_WOL.PVT) using LOM with IPV4/IPV6.",BSOD,CFE_input,weekly_labels_20260530_145717.csv
"[Huawei][Quanta][Euler][CML-U][AX201][WLAN][19H2]Connected with WPA3 AP, and after restart has fail rate that reconnected slowly.",Connectivity,CFE_input,weekly_labels_20260530_145717.csv
"[Lenovo ThinkPad China][L480/L580][Solo2Lando2_WHL_AX200] ""Device not detected: Bluetooth? during S4 longrun test and Unknown USB Device show yellow mark (code 43) in Device Manager",YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
[CLEVO][R100YU][R100YU_BE211_HEADSET_NO_MIC],Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[xiaomi][R10] BT became yellow bang after grading RS4 from RS1,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
"[Honor][LUX][NvwaC][ARL-HX][AX211][WiFi]When roaming between 2.4G and 5G, roaming occurs around a threshold of -70 dB.",Connectivity,CFE_input,weekly_labels_20260530_145717.csv
P178G002/P179G002 update KC Wifi 7,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
"[Lenovo ThinkPad JP][LCFC][ Libra][AX211]]The 5GHz band wifi will auto disconnected and disappeared in LowPwrRange which Roaming Aggressiveness:Medium,Preferred Band:Perfer 5GHz band",Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[MSFT Quanta Z96] Unable to project to external monitor via wireless display,P2P,CFE_input,weekly_labels_20260530_145717.csv
[Samsung][Prism-13 KBL][SfP] 7E BSoD appears during miracast connecting.,BSOD,CFE_input,weekly_labels_20260530_145717.csv
[HP/SIO1584996][Renegade][SKL/8265/W10] Func-CE-DT-ME-QTA/Renegade/Win7-64: Can not Wake on WLAN from S3/S4 via Magic Packet.,WowLAN,CFE_input,weekly_labels_20260530_145717.csv
[ADL-N][HrP1][22.180][N7600ZM]AX101 The throughput drop at the attenuation of 92~95dB (picture is ax/ac 80MHz),Performance,CFE_input,weekly_labels_20260530_145717.csv
[Lenovo - Desktop] [Compal] [AIO 5 24IAP 07] [APL-H] [9560] [Win11 22H2 22621.317] [2/23] The Wlan(Intel AC-9560) show yellow bang in Device Manager during running Unigine heaven.,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
"[Lenovo][AVC][WCL-H][BE213][Neo50Q-7] BT uninstall issue, 1/1Units, 1/1cycles",Connectivity,CFE_input,weekly_labels_20260530_145717.csv
"[Huaqin][Samsung][BBY][win11]Bluetooth mouse appear delay 1S after idle about 10 min.(FR: 4 out of 4 units, 12 out of 12 times)",Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[Xiaomi][PTL][AX211] Connecting a PC to a mobile phone via BLE takes a long time,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[HUAWEI][Wingtech][EnzoH][MTL][23H2]Logitech BT BR3.0 mouse M336 lags when BT connect to DUT when downloading and playing music online at same time,Performance,CFE_input,weekly_labels_20260530_145717.csv
Modern Standby - Intel RST VMD and Wi-Fi 7 BE211 Remain Active During S0ix,Performance,CFE_input,weekly_labels_20260530_145717.csv
[Honor][Huaqin][FeimiGlite][MTL][Intel AX201][WiFi][25H2]PAD-to-PC traffic streaming experiences zero drop,P2P,CFE_input,weekly_labels_20260530_145717.csv
BT MCC jump to 3030 due to Wi-Fi,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][21H2] [WIFI]Cannot switch to 5 G after the roaming switches to 2.4G,P2P,CFE_input,weekly_labels_20260530_145717.csv
[Lenovo-Thinkpad][LCFC][Ax85_Ryzen]The wifi icon show red X after connecting with WIDI and clicking the wifi icon on task bar,P2P,CFE_input,weekly_labels_20260530_145717.csv
"[Lenovo-ThinkPad E480E580][LCFC][Win10RS4]External monitor display is not synchronized with system when connect to wireless display, external monitor lag about 20s.",P2P,CFE_input,weekly_labels_20260530_145717.csv
[lenovo_valkyrie] Wireless/WLAN  WoWLAN Wake Failure during s3/s4.,WowLAN,CFE_input,weekly_labels_20260530_145717.csv
PTL BE201 WiFi7 Throughput Tx Fail,Performance,CFE_input,weekly_labels_20260530_145717.csv
[ASUS-Gaming][GA503/GX551][AMD Cezanne][][AX200 22.0.0.6] Microsoft WiFi Direct driver YB issue on AMD Cezanne platform during aging test Frequent (20% - 90%),MSFT,CFE_input,weekly_labels_20260530_145717.csv
"[Lenovo][AVC][WCL-H][BE213][Neo50q-7]BT headset connection bug 4/4Units,4/4cycle",Connectivity,CFE_input,weekly_labels_20260530_145717.csv
[Dell][Wistron][TGL-UP3][Hellcat] BT device yellow bang in device manager after S4 resume,YB/Lost,CFE_input,weekly_labels_20260530_145717.csv
[Honor][LUX][Zhuque&Xuanwu][AX211][PTL][25H2]The wifi cant get internet,Connectivity,CFE_input,weekly_labels_20260530_145717.csv
"[Haier][Wingtech][G1][ADL-P][Ax210][21H2]With the PC connection to the WiFi for a long-time suspension test, the WLAN driver has a loss problem [3 / 3]",Connectivity,CFE_input,weekly_labels_20260530_145717.csv
"[ThinkPad][X13 Gen6][ARL][BE201] ABB ""France"" Roaming Frequently Disconnect & Reconnect Issue",Roaming,CFE_input,weekly_labels_20260530_145717.csv
[HUAWEI][HUAQIN][Harvey][AMD Renoir][Intel AX200][20H1]Video lag when SUT play video via Miracast projection screen to Xiaomi TV.,P2P,CFE_input,weekly_labels_20260530_145717.csv
[Lenovo DT][M920][ECR467119][8265][Win7 32/64] Miracast connected display's delay time Test latency is over 200ms,P2P,CFE_input,weekly_labels_20260530_145717.csv
[HP/SIO1663914][CFL/W10/22260] - [Comm Test][Intel CCP 22260][BPS][Intel CFL][Win10 RS4 17134][PV][WoWLAN] WoWLAN function can't work.,WowLAN,CFE_input,weekly_labels_20260530_145717.csv
[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP][S790_15_LNL_FVT_HF_stress]WiFI 11ac throughput cannot pass lenovo spec,Performance,CFE_input,weekly_labels_20260530_145717.csv
[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] 11ac_80MHzBW_Ch.157_Rx low throughput,Performance,CFE_input,weekly_labels_20260530_145717.csv
