jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
WIFI-807667,"[Lenovo][Kailash][PTL/BE211][25H2][Yoga Slim 7 Ultra_SIT]Unit network band show one group after enable WIFI7 MLO then change wireless encryption mode(F/R:1/2units,1/10cycles)",WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Connectivity] [Lenovo][Kailash][PTL/BE211][25H2][Yoga Slim 7 Ultra_SIT]Unit network band show one group after enable WIFI7 MLO then change wireless encryption mode(F/R:1/2units,1/10cycles)"
WIFI-817045,[Thinkpad][ARL][BE201][X13GEN6][24H2] Link_LOW_performance (frequently roaming to low RRSI AP),WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [Thinkpad][ARL][BE201][X13GEN6][24H2] Link_LOW_performance (frequently roaming to low RRSI AP)
WIFI-843716,[DELL][ARL][BE201] GNNR may randomly fail in factory side,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [DELL][ARL][BE201] GNNR may randomly fail in factory side
WIFI-850893,[DELL Compal][Bolan]Intel BE201 WiFi signal Drop and Network Disconnection,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [DELL Compal][Bolan]Intel BE201 WiFi signal Drop and Network Disconnection
WIFI-851782,[Honor][Huaqin][LvzhouD][WCL][Intel AX211][WiFi][25H2]Cannot find Tianyi AP 5G signal .,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [Honor][Huaqin][LvzhouD][WCL][Intel AX211][WiFi][25H2]Cannot find Tianyi AP 5G signal .
WIFI-853883,"[ThinkPad][X13 Gen6][ARL][BE201] ABB ""France"" Roaming Frequently Disconnect & Reconnect Issue",WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Connectivity] [ThinkPad][X13 Gen6][ARL][BE201] ABB ""France"" Roaming Frequently Disconnect & Reconnect Issue"
WIFI-860234,[Lenovo][Thinkpad-JP][LNL/ARL][BE201/BE200][T14GEN6]The WiFi signal may suddenly become weaker for about 5s When sharing hotspots.(only share5G)),WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [Lenovo][Thinkpad-JP][LNL/ARL][BE201/BE200][T14GEN6]The WiFi signal may suddenly become weaker for about 5s When sharing hotspots.(only share5G))
WIFI-863527,[lenovo_ptl_mario]Field issue - Lenovo customer encounter WiFi connection issues,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [lenovo_ptl_mario]Field issue - Lenovo customer encounter WiFi connection issues
WIFI-873457,[VAIO][Quanta][WCL][TRC][BE211] System BSOD 0xD1 when doing idle.(FAILURE_BUCKET_ID: AV_Netwaw18!unknown_function),WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [VAIO][Quanta][WCL][TRC][BE211] System BSOD 0xD1 when doing idle.(FAILURE_BUCKET_ID: AV_Netwaw18!unknown_function)
WIFI-885536,[Lenovo_AIO][Compal][IdeaCentre AIO 27IWC11][WCL][BE213]Cannot add hidden SSID,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [Lenovo_AIO][Compal][IdeaCentre AIO 27IWC11][WCL][BE213]Cannot add hidden SSID
WIFI-94421,[Huawei][Quanta][BohrM]/NobelM[Lucienne][AX200][20H2][WiFi] BSOD 0x7F(Netwtw10.sys).,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [Huawei][Quanta][BohrM]/NobelM[Lucienne][AX200][20H2][WiFi] BSOD 0x7F(Netwtw10.sys).
WIFI-96076,[Xiaomi][Inventec][A30/A31[TGL-H35][AX201][20H2] WHQL_System - PNP (disable and enable) with IO Before and After (Reliability) _BSOD (50) Netwtw10.sys,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [Xiaomi][Inventec][A30/A31[TGL-H35][AX201][20H2] WHQL_System - PNP (disable and enable) with IO Before and After (Reliability) _BSOD (50) Netwtw10.sys
WIFI-97560,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1]system occur BSOD-7F during use WIFI,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1]system occur BSOD-7F during use WIFI
WIFI-98836,[HP/dogfood/Win10/TGL/JfP2/Ionian] The connection drop when playing online video overnight.,WinDriver->Connectivity,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Connectivity] [HP/dogfood/Win10/TGL/JfP2/Ionian] The connection drop when playing online video overnight.
WIFI-100483,[HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2][WIFI]DUT have occur BSOD-D1 during running stress via HW tool,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2][WIFI]DUT have occur BSOD-D1 during running stress via HW tool
WIFI-102803,Ping times out when in battery mode,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] Ping times out when in battery mode
WIFI-102936,[Lenovo_IdeaPad][Compal][S560 Pro-14ITL][20H2] Unit show BSoD: 0xd1 when run CB stress (1/10),WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo_IdeaPad][Compal][S560 Pro-14ITL][20H2] Unit show BSoD: 0xd1 when run CB stress (1/10)
WIFI-103118,[Samsung] [Venus-13TGL] [TyP2] D1 BSOD happened during Windiag test,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung] [Venus-13TGL] [TyP2] D1 BSOD happened during Windiag test
WIFI-104646,[Lenovo-ideaPad][LCFC][Y550][intel CML-H][Intel ax201][20H1] 11N 20MHz conductive throughput 95db attenuation fail,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-ideaPad][LCFC][Y550][intel CML-H][Intel ax201][20H1] 11N 20MHz conductive throughput 95db attenuation fail
WIFI-106138,"[Dell][Wistron][TGL-H][StradaleMLK] System shows BSOD ""DRIVER_IRQL_NOT_LESS_OR_EQUAL"" during idle in OS.",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Dell][Wistron][TGL-H][StradaleMLK] System shows BSOD ""DRIVER_IRQL_NOT_LESS_OR_EQUAL"" during idle in OS."
WIFI-106937,"[UNIS] [Compal][UNIS_Slinky][Tiger Lake][AX201][20H2] Stress_Copy Compare(WLAN), Intel(R) Wi-Fi 6 AX201 show yellow bang",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [UNIS] [Compal][UNIS_Slinky][Tiger Lake][AX201][20H2] Stress_Copy Compare(WLAN), Intel(R) Wi-Fi 6 AX201 show yellow bang"
WIFI-108499,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][WiFi][BUG-20210309-19344][BUG-20210309-19349] Dump existed after long run warmboot test by STEP tool(BSOD d1,  wdiwifi).",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Huawei][Quanta][H81][CezanneM][AX200][20H2][WiFi][BUG-20210309-19344][BUG-20210309-19349] Dump existed after long run warmboot test by STEP tool(BSOD d1,  wdiwifi)."
WIFI-115075,[Knockout-2/Ratchet-2] Never Crash issue: AV_Netwtw10!dclReturnRxBufferApi,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Knockout-2/Ratchet-2] Never Crash issue: AV_Netwtw10!dclReturnRxBufferApi
WIFI-115705,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WLAN]System is doing on/off WIFI 2.4 hotspot test occur BSOD 0xd1 point to wdiwifi.sys,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WLAN]System is doing on/off WIFI 2.4 hotspot test occur BSOD 0xd1 point to wdiwifi.sys
WIFI-118759,MSFT/Quanta Alishan/V81 [Amber lake][CcP 22.40.0.7]Frequent throughput drops when device resumes from disconnected standby/hibernate,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] MSFT/Quanta Alishan/V81 [Amber lake][CcP 22.40.0.7]Frequent throughput drops when device resumes from disconnected standby/hibernate
WIFI-120545,[Lenovo ThinkPad JP][LCFC][Raptor2Blackbird2][TGL-H][TyP2 2230][20H2]WLAN YB(code 43) when connecting via Mobile hotspot w/multiple clients and HOST as Whiskey Lake(Wifi 9560),WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo ThinkPad JP][LCFC][Raptor2Blackbird2][TGL-H][TyP2 2230][20H2]WLAN YB(code 43) when connecting via Mobile hotspot w/multiple clients and HOST as Whiskey Lake(Wifi 9560)
WIFI-120669,[Lenovo-IdeaPad][LCFC][YogaS750-ACZ][20H2]AX200 device show yellow mark when connect to mobile hotspot.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-IdeaPad][LCFC][YogaS750-ACZ][20H2]AX200 device show yellow mark when connect to mobile hotspot.
WIFI-121067,[Xiaomi][Huaqin][A29_TGL]  0xD1 BSOD occured  when idle units (F/R:26/200  units),WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Xiaomi][Huaqin][A29_TGL]  0xD1 BSOD occured  when idle units (F/R:26/200  units)
WIFI-127806,[ASUS PCBU][H5600QE_W5600Q2A][Cezanne-H][9260 22/30] ==>Intel 9260  11ac HT160 TX Fail against GT-AXE11000/3.0.0.4.386_42489,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [ASUS PCBU][H5600QE_W5600Q2A][Cezanne-H][9260 22/30] ==>Intel 9260  11ac HT160 TX Fail against GT-AXE11000/3.0.0.4.386_42489
WIFI-128843,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Unable not search for hot spot after WiFi disconnected(F/R:1/1 times),WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Unable not search for hot spot after WiFi disconnected(F/R:1/1 times)
WIFI-131222,[Huawei][Quanta][KelvinD][TGL-U][AX201][Wifi][20H1][804977831] Wifi device YB (code 43).,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Huawei][Quanta][KelvinD][TGL-U][AX201][Wifi][20H1][804977831] Wifi device YB (code 43).
WIFI-134173,[Huawei][Quanta][BohrM/NobelM[Lucienne][AX200][20H2][WiFi][804999575] Wifi auto disconnected and event ID shows 5010 Netwtw10 error.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Huawei][Quanta][BohrM/NobelM[Lucienne][AX200][20H2][WiFi][804999575] Wifi auto disconnected and event ID shows 5010 Netwtw10 error.
WIFI-135270,[HP/SIO1997708/Win10/ADL-P/GfP2/Warpath] BSOD 0xD1 when running S4 Critical only(Netwnw10.sys),WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [HP/SIO1997708/Win10/ADL-P/GfP2/Warpath] BSOD 0xD1 when running S4 Critical only(Netwnw10.sys)
WIFI-138076,[LG][17G90Q][TGL/AX210/Win11 21H2] RSSI becomes much lower during throughput measurement in 6GHz band,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [LG][17G90Q][TGL/AX210/Win11 21H2] RSSI becomes much lower during throughput measurement in 6GHz band
WIFI-139864,[HP/SIO2009286/Win11/ADL-P/GfP2/Starfox] BSOD 0xD1 occurs during upgrade BIOS to 00.27.00 via FUR,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [HP/SIO2009286/Win11/ADL-P/GfP2/Starfox] BSOD 0xD1 occurs during upgrade BIOS to 00.27.00 via FUR
WIFI-139865,[HP/SIO2009316/Win11/ADL-P/GfP2/Starfox] BSOD 0x1E occurs during upgrade BIOS to 00.27.00 via FUR,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [HP/SIO2009316/Win11/ADL-P/GfP2/Starfox] BSOD 0x1E occurs during upgrade BIOS to 00.27.00 via FUR
WIFI-143257,[Lenovo-DT][ADL-B660][IC5][Win11] WiFi icon will reduce when playing online video by 6GHz band,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-DT][ADL-B660][IC5][Win11] WiFi icon will reduce when playing online video by 6GHz band
WIFI-143301,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][WIFI][BUG-20210816-34064] After DUT S4 for a period of time and wakes up, the performance is abnormal when the WIFi65G frequency band 80MHZ/160MHz bandwidth",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][WIFI][BUG-20210816-34064] After DUT S4 for a period of time and wakes up, the performance is abnormal when the WIFi65G frequency band 80MHZ/160MHz bandwidth"
WIFI-181887,[Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][PQC test_BSOD0x1e] One unit meet BSOD 1e,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][PQC test_BSOD0x1e] One unit meet BSOD 1e
WIFI-187281,[Tributo ADL / Fiorano ADL] RX conducted T-Put fail on 5GHz BW 160M channel 100,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Tributo ADL / Fiorano ADL] RX conducted T-Put fail on 5GHz BW 160M channel 100
WIFI-196588,[Lenovo-ThinkPad][LCFC][Triones-Intel][SVT][Win11]Sink PC show lag or garbage when test PC projecting to PC and play local video,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-ThinkPad][LCFC][Triones-Intel][SVT][Win11]Sink PC show lag or garbage when test PC projecting to PC and play local video
WIFI-222188,[Dynabook][Compal][Syrah10][ADL][Win11] Intel AX201 WLAN shows YB after connect WLAN AP around 15m.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dynabook][Compal][Syrah10][ADL][Win11] Intel AX201 WLAN shows YB after connect WLAN AP around 15m.
WIFI-229851,[ASUS][E510KA][9560] WLAN speed status not feat spec on 24g_n and 5g_a,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [ASUS][E510KA][9560] WLAN speed status not feat spec on 24g_n and 5g_a
WIFI-236751,[Lenovo-DT][M90q-3][ADL][9560][SV2][ECR611026] Intel9560 WiFi(2.4G 802.11n)WiFi data rate in OS not meet with spec,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-DT][M90q-3][ADL][9560][SV2][ECR611026] Intel9560 WiFi(2.4G 802.11n)WiFi data rate in OS not meet with spec
WIFI-242638,[Lenovo-IdeaPad][ADL][SV2][S770-14pro][win11][SVT][HrP]0XD1 BSOD when codeboot,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-IdeaPad][ADL][SV2][S770-14pro][win11][SVT][HrP]0XD1 BSOD when codeboot
WIFI-249151,[LG][16Z90Q][ADL/AX211/Win11 21H2] Unexpected information shown in the Network Connection,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [LG][16Z90Q][ADL/AX211/Win11 21H2] Unexpected information shown in the Network Connection
WIFI-258073,"[Huawei][Quanta][H82][DaqianF][AX201][22H2][WLAN] [AX201][CPM20220908009035] 10 units run Step tool(Play video and S4_idle) each 300 cycles , 1 unit meet BSOD IRQL_NOT_LESS_OR_EQUAL (a), Netwtw10.sys",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Huawei][Quanta][H82][DaqianF][AX201][22H2][WLAN] [AX201][CPM20220908009035] 10 units run Step tool(Play video and S4_idle) each 300 cycles , 1 unit meet BSOD IRQL_NOT_LESS_OR_EQUAL (a), Netwtw10.sys"
WIFI-276315,[ASUS PC][T3304GA ][AX201][22.170][ADL-N]BSOD 0xc2 running reboot aging,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [ASUS PC][T3304GA ][AX201][22.170][ADL-N]BSOD 0xc2 running reboot aging
WIFI-306387,"[Huawei][Quanta][H9HR][HookeG][AX211][22H2][WLAN][BUG-20230317-67513] Beta user report 1 time"" black screen"" , force shutdown and boot , meet D1 BSOD",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Huawei][Quanta][H9HR][HookeG][AX211][22H2][WLAN][BUG-20230317-67513] Beta user report 1 time"" black screen"" , force shutdown and boot , meet D1 BSOD"
WIFI-312496,[Lenovo][Wistron][Thinkbook 13X Gen2][GfP2]Intel AX211 show low Wifi connection speed under small amount of data transfer.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo][Wistron][Thinkbook 13X Gen2][GfP2]Intel AX211 show low Wifi connection speed under small amount of data transfer.
WIFI-340577,[Dell][Compal][Tributo MTL][BE200 ES2] Wlan driver showed YB (error code: 10) and BT device lost or driver YB when ran MS stress.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dell][Compal][Tributo MTL][BE200 ES2] Wlan driver showed YB (error code: 10) and BT device lost or driver YB when ran MS stress.
WIFI-343499,[MTL][AX211] File transfer speed degrades after resume from LidClose sleep,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [MTL][AX211] File transfer speed degrades after resume from LidClose sleep
WIFI-354413,[Dell][Compal][Tributo MTL][BE200] Wlan driver YB (error code: 10) when DUT ran,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dell][Compal][Tributo MTL][BE200] Wlan driver YB (error code: 10) when DUT ran
WIFI-354876,[Dell][Compal][Pista MTL][AX211] Run MS stress and DUT hang black screen with du,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dell][Compal][Pista MTL][AX211] Run MS stress and DUT hang black screen with du
WIFI-357579,[Honor][huaqin][DarwinA][MTL][AX201]DarwinA rx sensitivity is worse than GalieoG,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Honor][huaqin][DarwinA][MTL][AX201]DarwinA rx sensitivity is worse than GalieoG
WIFI-361708,Code 10 YB when running disable/enable long run test on WLAN device,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] Code 10 YB when running disable/enable long run test on WLAN device
WIFI-363034,[Dell][Compal][NexusMLK][MTL-H][BE1750]S4_SUT_BSOD_BSOD_DRIVER_IRQL_NOT_LESS_OR_EQUAL(0xD1) with Dump,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dell][Compal][NexusMLK][MTL-H][BE1750]S4_SUT_BSOD_BSOD_DRIVER_IRQL_NOT_LESS_OR_EQUAL(0xD1) with Dump
WIFI-365009,Code 10 YB during  disable/enable long run test after moving to 23.20 PV driver,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] Code 10 YB during  disable/enable long run test after moving to 23.20 PV driver
WIFI-374363,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The BSOD(0xd1) occuered when reboot(2/3 units),WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The BSOD(0xd1) occuered when reboot(2/3 units)
WIFI-396293,[WiFi]UPload throughput is slow with GfP2,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [WiFi]UPload throughput is slow with GfP2
WIFI-404582,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The RSSI test timeout using ANT tool in DC mode,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The RSSI test timeout using ANT tool in DC mode
WIFI-405131,[Dell][Wistron][South peak][TGL]Systems encounter decreases throughput with Intel Wi-Fi AX201 driver version v22.190.0.4 and after,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dell][Wistron][South peak][TGL]Systems encounter decreases throughput with Intel Wi-Fi AX201 driver version v22.190.0.4 and after
WIFI-406607,[WiFi]Upload time is long when using file sharing with GfP2,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [WiFi]Upload time is long when using file sharing with GfP2
WIFI-415653,"BSOD(Stop code: KMODE_EXCEPTION_NOT_HANDLED, BugCheck:1E) after S5",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] BSOD(Stop code: KMODE_EXCEPTION_NOT_HANDLED, BugCheck:1E) after S5"
WIFI-423683,[Lenovo-IdeaPad][LNL][FmP2][YogaS990 FVT]sometimes ping fail during S4 stress test,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-IdeaPad][LNL][FmP2][YogaS990 FVT]sometimes ping fail during S4 stress test
WIFI-425303,[HP][Quanta][Regis][LNL EVQS][FmP2 rQS] WiFi 5GHz AX80 CH132 RX air T-put slow,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [HP][Quanta][Regis][LNL EVQS][FmP2 rQS] WiFi 5GHz AX80 CH132 RX air T-put slow
WIFI-427687,"[Lenovo][LCFC][Topaz][intel RPL][be200]11ax conductive throughput fail on CH138 with 23.60, but pass with 23.40",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Lenovo][LCFC][Topaz][intel RPL][be200]11ax conductive throughput fail on CH138 with 23.60, but pass with 23.40"
WIFI-431441,[Samsung][LNL][FmP2] P2P pairing failure.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][LNL][FmP2] P2P pairing failure.
WIFI-433817,[Samsung][Mars4/Venus4][MTL] 0x7E BSOD happen while running ATO test,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][Mars4/Venus4][MTL] 0x7E BSOD happen while running ATO test
WIFI-438738,[Samsung][LNL][BE201]2.4GHz Tx Throughput drop with ASUS RT-AC66U,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][LNL][BE201]2.4GHz Tx Throughput drop with ASUS RT-AC66U
WIFI-440285,[Lenovo-IdeaPad][LNL][QIXIA][FmP][S790]client can not receive UDP broadcast pkt by the tool netassist from hotspot host(BE200/BE201),WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-IdeaPad][LNL][QIXIA][FmP][S790]client can not receive UDP broadcast pkt by the tool netassist from hotspot host(BE200/BE201)
WIFI-458758,[Samsung][Venus4][MTL] 0x9F BSOD happen while running ATO test,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][Venus4][MTL] 0x9F BSOD happen while running ATO test
WIFI-459398,[Lenovo_IdeaPad][LCFC][ARL_H][TianZhu 6A][24H2]AX203 WLAN: Stress_WB_BSOD 0x50  when run WB stress test(F/R:1/6unit 1/313cycles),WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo_IdeaPad][LCFC][ARL_H][TianZhu 6A][24H2]AX203 WLAN: Stress_WB_BSOD 0x50  when run WB stress test(F/R:1/6unit 1/313cycles)
WIFI-459859,[Samsung][LNL][BE201] D1 BSoD.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][LNL][BE201] D1 BSoD.
WIFI-464560,[Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.
WIFI-468802,[Samsung][LNL][BE201] 0x133 BSoD.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][LNL][BE201] 0x133 BSoD.
WIFI-473507,[Samsung][LNL][BE201][P240826-01634] d1 BSoD.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][LNL][BE201][P240826-01634] d1 BSoD.
WIFI-474818,[Samsung][MTL][AX211][AIO_Marble-27][BSoD 0xd1]Netwtw14+0x9a50,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][MTL][AX211][AIO_Marble-27][BSoD 0xd1]Netwtw14+0x9a50
WIFI-475450,[Dell_Compal][TRK14][ARL][GfP2]AFT testing encounter BSOD with ITPM tool in factory,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dell_Compal][TRK14][ARL][GfP2]AFT testing encounter BSOD with ITPM tool in factory
WIFI-506182,[Samsung][LNL][BE201] 9F BSoD,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][LNL][BE201] 9F BSoD
