ips_case_number,customer,ips_customer_name,ips_oem,ips_owner_name,ips_title,ips_created_date,jira_id
619222,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]The BSOD(0x9f) appears after a repeated restart,2021-06-01 00:39:00,NA
618802,NEC,NA,"NEC PERSONAL COMPUTERS,LTD.",Frank Lee,[NECPC-JP][WirelessLAN]The connection with the AP is lost.,2021-05-30 21:58:00,NA
618802,NEC,NA,"NEC PERSONAL COMPUTERS,LTD.",Frank Lee,[NECPC-JP][WirelessLAN]The connection with the AP is lost.,2021-05-30 21:58:00,NA
618802,NEC,NA,"NEC PERSONAL COMPUTERS,LTD.",Frank Lee,[NECPC-JP][WirelessLAN]The connection with the AP is lost.,2021-05-30 21:58:00,NA
618790,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804943681] Huawei SoundX BT speaker has no sound suddenly.,2021-05-30 20:50:00,NA
618790,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804943681] Huawei SoundX BT speaker has no sound suddenly.,2021-05-30 20:50:00,NA
618790,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804943681] Huawei SoundX BT speaker has no sound suddenly.,2021-05-30 20:50:00,NA
618746,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Zhiqiang Cai,[HONOR][HUAQIN][Halley M][AMD Cezanne-H][Intel AX200][20H2][WIFI]The WIFI card lost in device manger after reboot the notebook,2021-05-30 19:22:00,NA
618746,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Zhiqiang Cai,[HONOR][HUAQIN][Halley M][AMD Cezanne-H][Intel AX200][20H2][WIFI]The WIFI card lost in device manger after reboot the notebook,2021-05-30 19:22:00,NA
618746,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Zhiqiang Cai,[HONOR][HUAQIN][Halley M][AMD Cezanne-H][Intel AX200][20H2][WIFI]The WIFI card lost in device manger after reboot the notebook,2021-05-30 19:22:00,NA
618635,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804942811] Cannot enter modern standby mode(BT driver keeps D0 status),2021-05-28 10:15:00,NA
618635,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804942811] Cannot enter modern standby mode(BT driver keeps D0 status),2021-05-28 10:15:00,NA
618635,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804942811] Cannot enter modern standby mode(BT driver keeps D0 status),2021-05-28 10:15:00,NA
617924,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201D2W][21H1] [WLAN][Modern standby issue],2021-05-26 04:13:00,NA
617924,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201D2W][21H1] [WLAN][Modern standby issue],2021-05-26 04:13:00,NA
617924,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201D2W][21H1] [WLAN][Modern standby issue],2021-05-26 04:13:00,NA
617855,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][WiFi][BUG-20210514-25512] Resume from Hibernation , can't auto connect hotspot , F/R:( 5/500)",2021-05-26 01:00:00,NA
617855,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][WiFi][BUG-20210514-25512] Resume from Hibernation , can't auto connect hotspot , F/R:( 5/500)",2021-05-26 01:00:00,NA
617855,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][WiFi][BUG-20210514-25512] Resume from Hibernation , can't auto connect hotspot , F/R:( 5/500)",2021-05-26 01:00:00,NA
617539,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel AX201&Intel 9560][21H1]Bluetooth pairing failure display ""That didn't work.Make sure your Bluetooth device is still discoverable,then try again""",2021-05-25 02:00:00,NA
617539,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel AX201&Intel 9560][21H1]Bluetooth pairing failure display ""That didn't work.Make sure your Bluetooth device is still discoverable,then try again""",2021-05-25 02:00:00,NA
617539,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel AX201&Intel 9560][21H1]Bluetooth pairing failure display ""That didn't work.Make sure your Bluetooth device is still discoverable,then try again""",2021-05-25 02:00:00,NA
617443,WISTRON CORPORATION,NA,WISTRON CORPORATION,Brandon Yang,[Lenovo-ThinkPad][Wistron][L13 Gen 2 2a][CZN][AX200][20H2][48%][LR][Ares2_AMD]SUT show Bluetooth error message during AOAC Longrun,2021-05-24 23:49:00,NA
617443,WISTRON CORPORATION,NA,WISTRON CORPORATION,Brandon Yang,[Lenovo-ThinkPad][Wistron][L13 Gen 2 2a][CZN][AX200][20H2][48%][LR][Ares2_AMD]SUT show Bluetooth error message during AOAC Longrun,2021-05-24 23:49:00,NA
617443,WISTRON CORPORATION,NA,WISTRON CORPORATION,Brandon Yang,[Lenovo-ThinkPad][Wistron][L13 Gen 2 2a][CZN][AX200][20H2][48%][LR][Ares2_AMD]SUT show Bluetooth error message during AOAC Longrun,2021-05-24 23:49:00,NA
617336,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.","SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.","SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Charles P Chu,[Huawei/Bitland][CML-S][Pangu] RSE Test Fail For 5G WIFI_11ac_160M_CH50/114&5G WIFI_11ax_160M_CH50/114 RSE Test Fail?test result:-27.02dB? standard limit:-30dB,2021-05-24 19:20:00,NA
617205,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,"[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]Current products out of Thailand, BIOS how to set the power meter and cut the country code?What should be paid attention to in the power certification",2021-05-24 03:29:00,NA
617205,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,"[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]Current products out of Thailand, BIOS how to set the power meter and cut the country code?What should be paid attention to in the power certification",2021-05-24 03:29:00,NA
617205,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,"[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]Current products out of Thailand, BIOS how to set the power meter and cut the country code?What should be paid attention to in the power certification",2021-05-24 03:29:00,NA
617153,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Frank Lee,intel9560 fail RSSI on ice lake platform,2021-05-24 01:32:00,NA
617153,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Frank Lee,intel9560 fail RSSI on ice lake platform,2021-05-24 01:32:00,NA
617153,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Frank Lee,intel9560 fail RSSI on ice lake platform,2021-05-24 01:32:00,NA
617135,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] Doing WLAN downloading service, to send/receive a 10MB file through Bluetooth, the transmission rate is lower than competitive PC(Wireless-AC 9462)",2021-05-24 01:10:00,NA
617135,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] Doing WLAN downloading service, to send/receive a 10MB file through Bluetooth, the transmission rate is lower than competitive PC(Wireless-AC 9462)",2021-05-24 01:10:00,NA
617135,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] Doing WLAN downloading service, to send/receive a 10MB file through Bluetooth, the transmission rate is lower than competitive PC(Wireless-AC 9462)",2021-05-24 01:10:00,NA
617127,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] To send/receive a 10MB file through Bluetooth, the transmission rate cannot reach to 120KB/s",2021-05-24 00:42:00,NA
617127,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] To send/receive a 10MB file through Bluetooth, the transmission rate cannot reach to 120KB/s",2021-05-24 00:42:00,NA
617127,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] To send/receive a 10MB file through Bluetooth, the transmission rate cannot reach to 120KB/s",2021-05-24 00:42:00,NA
617103,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,"[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]After the compatibility test, the WiFi throughput recovered to less than the original level",2021-05-23 23:46:00,NA
617103,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,"[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]After the compatibility test, the WiFi throughput recovered to less than the original level",2021-05-23 23:46:00,NA
617103,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,"[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]After the compatibility test, the WiFi throughput recovered to less than the original level",2021-05-23 23:46:00,NA
616605,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1] Bluetooth mouse and Bluetooth audio device automatically disconnect during play online video(FR:10%).,2021-05-20 07:18:00,NA
616605,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1] Bluetooth mouse and Bluetooth audio device automatically disconnect during play online video(FR:10%).,2021-05-20 07:18:00,NA
616605,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1] Bluetooth mouse and Bluetooth audio device automatically disconnect during play online video(FR:10%).,2021-05-20 07:18:00,NA
616545,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]What is the throughput when the modules coexist? Can we modify the duty cycle,2021-05-20 03:52:00,NA
616545,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]What is the throughput when the modules coexist? Can we modify the duty cycle,2021-05-20 03:52:00,NA
616545,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Zhiwei He,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]What is the throughput when the modules coexist? Can we modify the duty cycle,2021-05-20 03:52:00,NA
616446,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[HUAQIN][NB2757][Intel TGL][Intel VGA Audio[20H2]Found record APP will cannot record during use BT headset listen to music/record and then switch to USB headset to listen music/record,2021-05-20 00:02:00,NA
616446,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[HUAQIN][NB2757][Intel TGL][Intel VGA Audio[20H2]Found record APP will cannot record during use BT headset listen to music/record and then switch to USB headset to listen music/record,2021-05-20 00:02:00,NA
616446,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[HUAQIN][NB2757][Intel TGL][Intel VGA Audio[20H2]Found record APP will cannot record during use BT headset listen to music/record and then switch to USB headset to listen music/record,2021-05-20 00:02:00,NA
616363,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]To repeat turn on/off Bluetooth in setting UI and  the  bluetooth audio cannot be reconnected. (FR:40%).,2021-05-19 19:02:00,NA
616363,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]To repeat turn on/off Bluetooth in setting UI and  the  bluetooth audio cannot be reconnected. (FR:40%).,2021-05-19 19:02:00,NA
616363,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]To repeat turn on/off Bluetooth in setting UI and  the  bluetooth audio cannot be reconnected. (FR:40%).,2021-05-19 19:02:00,NA
616273,WISTRON CORPORATION,NA,WISTRON CORPORATION,Leo Chiang,"[Dell-Wistron][D12][ADL-S][WiFi] BT mouse isn't working while WLAN is being reset via running ""PLDRTest.exe a"" with Intel WLAN card Sut.(FR:1/5)",2021-05-19 07:06:00,NA
616273,WISTRON CORPORATION,NA,WISTRON CORPORATION,Leo Chiang,"[Dell-Wistron][D12][ADL-S][WiFi] BT mouse isn't working while WLAN is being reset via running ""PLDRTest.exe a"" with Intel WLAN card Sut.(FR:1/5)",2021-05-19 07:06:00,NA
616273,WISTRON CORPORATION,NA,WISTRON CORPORATION,Leo Chiang,"[Dell-Wistron][D12][ADL-S][WiFi] BT mouse isn't working while WLAN is being reset via running ""PLDRTest.exe a"" with Intel WLAN card Sut.(FR:1/5)",2021-05-19 07:06:00,NA
616272,WISTRON CORPORATION,NA,WISTRON CORPORATION,Charles Yeh,"[Dell-Wistron][D12][ADL-S][WiFi] Sut shows not arrived after running ""PLDRTest.exe a"" with Intel WLAN card Sut.(FR:2/10)",2021-05-19 06:51:00,NA
616272,WISTRON CORPORATION,NA,WISTRON CORPORATION,Charles Yeh,"[Dell-Wistron][D12][ADL-S][WiFi] Sut shows not arrived after running ""PLDRTest.exe a"" with Intel WLAN card Sut.(FR:2/10)",2021-05-19 06:51:00,NA
616272,WISTRON CORPORATION,NA,WISTRON CORPORATION,Charles Yeh,"[Dell-Wistron][D12][ADL-S][WiFi] Sut shows not arrived after running ""PLDRTest.exe a"" with Intel WLAN card Sut.(FR:2/10)",2021-05-19 06:51:00,NA
616209,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]To repeat turn on/off Bluetooth in setting UI and  the paired bluetooth mouse and keyboard are lost . (FR:10%),2021-05-19 02:39:00,NA
616209,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]To repeat turn on/off Bluetooth in setting UI and  the paired bluetooth mouse and keyboard are lost . (FR:10%),2021-05-19 02:39:00,NA
616209,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]To repeat turn on/off Bluetooth in setting UI and  the paired bluetooth mouse and keyboard are lost . (FR:10%),2021-05-19 02:39:00,NA
616042,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Franky Yang,[DELL][Compal][Tributo][20H2] EVT Bios SAR power table read by Ant tool,2021-05-18 19:51:00,NA
616042,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Franky Yang,[DELL][Compal][Tributo][20H2] EVT Bios SAR power table read by Ant tool,2021-05-18 19:51:00,NA
616042,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Franky Yang,[DELL][Compal][Tributo][20H2] EVT Bios SAR power table read by Ant tool,2021-05-18 19:51:00,NA
615926,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]DUT prompts ""try connecting your device again"" when DUT searches the Bluetooth headset and connect it ,connecting devce again and the device does not respond",2021-05-18 07:04:00,NA
615926,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]DUT prompts ""try connecting your device again"" when DUT searches the Bluetooth headset and connect it ,connecting devce again and the device does not respond",2021-05-18 07:04:00,NA
615926,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]DUT prompts ""try connecting your device again"" when DUT searches the Bluetooth headset and connect it ,connecting devce again and the device does not respond",2021-05-18 07:04:00,NA
615914,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]DUT and mobile phone paired successfully,the phone will pop up "" Bluetooth pairing request"" prompt box after a while.    F/R:1/1units 8/10 Cycles",2021-05-18 05:39:00,NA
615914,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]DUT and mobile phone paired successfully,the phone will pop up "" Bluetooth pairing request"" prompt box after a while.    F/R:1/1units 8/10 Cycles",2021-05-18 05:39:00,NA
615914,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]DUT and mobile phone paired successfully,the phone will pop up "" Bluetooth pairing request"" prompt box after a while.    F/R:1/1units 8/10 Cycles",2021-05-18 05:39:00,NA
615913,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,NA,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,Wesley Kuo,hcitool.exe???win10 19042???legency???hcitool.exe????18362???extend??,2021-05-18 05:35:00,NA
615913,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,NA,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,Wesley Kuo,hcitool.exe???win10 19042???legency???hcitool.exe????18362???extend??,2021-05-18 05:35:00,NA
615913,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,NA,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,Wesley Kuo,hcitool.exe???win10 19042???legency???hcitool.exe????18362???extend??,2021-05-18 05:35:00,NA
615908,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,NA,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,Wesley Kuo,????uwp????Intel???????BLE?????,2021-05-18 05:13:00,NA
615908,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,NA,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,Wesley Kuo,????uwp????Intel???????BLE?????,2021-05-18 05:13:00,NA
615908,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,NA,GUANGDONG OPPO MOBILE TELECOMMUNICATIONSCORP. LTD.,Wesley Kuo,????uwp????Intel???????BLE?????,2021-05-18 05:13:00,NA
615894,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] With Bluetooth keyboard connected , key ""d"" will be automatically input by clicking any key after system reboot (failure rate:7/200)",2021-05-18 04:06:00,NA
615894,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] With Bluetooth keyboard connected , key ""d"" will be automatically input by clicking any key after system reboot (failure rate:7/200)",2021-05-18 04:06:00,NA
615894,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brandon Yang,"[Huawei/Bitland][CML-S][Pangu] With Bluetooth keyboard connected , key ""d"" will be automatically input by clicking any key after system reboot (failure rate:7/200)",2021-05-18 04:06:00,NA
615867,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[HUAWEI][HUAQIN][EmmyD][Intel TGL][Intel AX201][20H2][BT]Abnormal noise from reconnecting Bluetooth device after switching playback device to hands-free Ag audio,2021-05-18 02:36:00,NA
615867,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[HUAWEI][HUAQIN][EmmyD][Intel TGL][Intel AX201][20H2][BT]Abnormal noise from reconnecting Bluetooth device after switching playback device to hands-free Ag audio,2021-05-18 02:36:00,NA
615867,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[HUAWEI][HUAQIN][EmmyD][Intel TGL][Intel AX201][20H2][BT]Abnormal noise from reconnecting Bluetooth device after switching playback device to hands-free Ag audio,2021-05-18 02:36:00,NA
615555,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]Add bluetooth device on the Control Panel and it will be displayed ""Try again make sure your laptop is still discover able""  F/R:1/1units 2/10 Cycles",2021-05-17 05:55:00,NA
615555,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]Add bluetooth device on the Control Panel and it will be displayed ""Try again make sure your laptop is still discover able""  F/R:1/1units 2/10 Cycles",2021-05-17 05:55:00,NA
615555,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,"[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]Add bluetooth device on the Control Panel and it will be displayed ""Try again make sure your laptop is still discover able""  F/R:1/1units 2/10 Cycles",2021-05-17 05:55:00,NA
615540,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]The play effect is a bit stuck during the DUT uses Bluetooth audio device to play music or video,2021-05-17 04:58:00,NA
615540,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]The play effect is a bit stuck during the DUT uses Bluetooth audio device to play music or video,2021-05-17 04:58:00,NA
615540,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brandon Yang,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]The play effect is a bit stuck during the DUT uses Bluetooth audio device to play music or video,2021-05-17 04:58:00,NA
615503,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][KelvinD][TGL-U][AX201][20H2][BT][804920240] BT mouse cannot work.,2021-05-17 03:10:00,NA
615503,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][KelvinD][TGL-U][AX201][20H2][BT][804920240] BT mouse cannot work.,2021-05-17 03:10:00,NA
615503,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Brandon Yang,[Huawei][Quanta][KelvinD][TGL-U][AX201][20H2][BT][804920240] BT mouse cannot work.,2021-05-17 03:10:00,NA
615481,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Zhiwei He,[HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX201] BSOD(0x9F) caused by running stress test.,2021-05-17 02:18:00,NA
615481,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Zhiwei He,[HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX201] BSOD(0x9F) caused by running stress test.,2021-05-17 02:18:00,NA
615481,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Zhiwei He,[HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX201] BSOD(0x9F) caused by running stress test.,2021-05-17 02:18:00,NA
615360,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Wesley Kuo,[Acer][[OBOE_TL_ Vpro_HLK][20H2]Bluetooth - NoBluetoothLEFilterDriver1 (Bring Up) test fail.(F/R:2/2 by UUT 10/10 by cycle),2021-05-16 20:38:00,NA
