row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
1857,,Connectivity,Needs-Triage,,fallback,,,"DUT receive few LE adv extension packets from mobile phone compared with with other mobile devices( Still scannable, just may take little longer)",[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] Headset and HID devices have abnormal disconnection. [BC_EXC_LP_TX_RX_DOWN_TO_ERROR],"DUT receive few LE adv extension packets from mobile phone compared with with other mobile devices( Still scannable, just may take little longer)"
1858,,ICPS,BSOD,,cue,BSOD,,OS will auto reconnect headset if remote device terminate PC connection with reason 0x14,Theme of Wifi Credential Prompter is not follow ICPS theme setting,OS will auto reconnect headset if remote device terminate PC connection with reason 0x14
1859,,Killer,Needs-Triage,,fallback,,,Occasionally host route the headset over Classic audio,Event says iHS is not available although it is,Occasionally host route the headset over Classic audio
1860,,Killer,YB/Lost,YB/Lost,override,YB/Lost,,Random recoverable asserts occur during normal usage,"Toggling on ""Only show authorized networks"" causes app to crash - rarely",Random recoverable asserts occur during normal usage
1861,,Killer,Connectivity,,cue,Connectivity,,Host disconnects headset LE ACL after paired to the PC,WiFi network is displayed as connected network although its not connected,Host disconnects headset LE ACL after paired to the PC
1862,,Killer,Needs-Triage,,fallback,,,Teams call and mouse clicks during S0,Many events for no_internet and no_wifi,Teams call and mouse clicks during S0
1863,,ICPS,Needs-Triage,,fallback,,,Observed FATAL Exception LC_EXC_LE_GET_TX_BUF_JOB_PTR_NULL (FR: Happen Once),"HS connects, disconnects, and reconnects within seconds after clicking HS row in ICPS",Observed FATAL Exception LC_EXC_LE_GET_TX_BUF_JOB_PTR_NULL (FR: Happen Once)
1864,,Killer,Connectivity,,cue,Connectivity,,remote BLE devices connection timeout disconnection (FR: 3 times out of 4 days test.),Takes too long to connect to HS after returning from sleep,remote BLE devices connection timeout disconnection (FR: 3 times out of 4 days test.)
1865,,Killer,YB/Lost,,cue,YB/Lost,,[CFE Internal][Lenovo][LNL/FmP/24H2][PCIe] Fatal exception during Playback and Mouse click.  [LC_ERR_SCH_CURR_NEXT_JOB_INDXBC_SAME],"Missing ""RTP_SESSION_INTERRUPTED"" part of the event when user is in a call",[CFE Internal][Lenovo][LNL/FmP/24H2][PCIe] Fatal exception during Playback and Mouse click.  [LC_ERR_SCH_CURR_NEXT_JOB_INDXBC_SAME]
1866,,Killer,Connectivity,,cue,Connectivity,,S4 test - BT lost with Error! DMA failed. (FR 1/20) - SC_EXC_UNHANDELED_EXTERNAL_EXCEPTION / LC_EXC_TX_RETRV_PKT_HDR_JOB_PTR_NULL,Background color of the AP item not changing when theme is being changed,S4 test - BT lost with Error! DMA failed. (FR 1/20) - SC_EXC_UNHANDELED_EXTERNAL_EXCEPTION / LC_EXC_TX_RETRV_PKT_HDR_JOB_PTR_NULL
1867,,Killer,Needs-Triage,,fallback,,,"The Unit shows Item Not Found"" when copy file from the shared folder via PAN.",Event is Delayed After Network Loss,"The Unit shows Item Not Found"" when copy file from the shared folder via PAN."
1868,,ICPS,System Hang,,cue,"System Hang, Connectivity",,BIOS hang during post - Fix the Hang issue in BTVndDrivier,Higher power adder and frequent ICPS activities when Wifi is turned off,BIOS hang during post - Fix the Hang issue in BTVndDrivier
1869,,Killer,YB/Lost,,cue,"YB/Lost, BSOD",,Fatal Exception 0x1B00 (BC_EXC_UNEXPECTEDLY_ALLOCATED_BUFFER) while doing S4 + classic headset music playback test,"- ""Connected Network Change"" Event isnt triggered upon actual Wi-Fi link-loss",Fatal Exception 0x1B00 (BC_EXC_UNEXPECTEDLY_ALLOCATED_BUFFER) while doing S4 + classic headset music playback test
1870,,Killer,Needs-Triage,,fallback,,,: BIS#1 sending empty packets while broadcast streaming with 24_1 config,System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.,: BIS#1 sending empty packets while broadcast streaming with 24_1 config
1871,,ICPS,OEM Tools,OEM Tools,override,"Connectivity, RF, OEM Tools",,23.130 BT driver fail to support BIOS tool and ANT tool together on BT PPAG feature,"Missing prompt of ""Intel Computing Improvement Program"" after ICPS first launch",23.130 BT driver fail to support BIOS tool and ANT tool together on BT PPAG feature
1872,,Killer,Needs-Triage,,fallback,,,"Accessory supporting ""render only"", switch to recording tab end up no sound",ICM does not launch when the ICM application is minimized to the system tray,"Accessory supporting ""render only"", switch to recording tab end up no sound"
1873,,Killer,Connectivity,,cue,Connectivity,,UI not responsive after disconnect reconnect BT HID,Coverity - CID 4121914 Call to a debugger API,UI not responsive after disconnect reconnect BT HID
1874,,Killer,Performance,,cue,Performance,,: Audio glitch + mouse lag when connected 3 LE devices + 1 BR/EDR connection in conjested environment,Network Service returning wrong BandwidthControl_Enabled user.xml setting after Hibernate/Sleep,: Audio glitch + mouse lag when connected 3 LE devices + 1 BR/EDR connection in conjested environment
1875,,Killer,Connectivity,,cue,Connectivity,,: Host issue HCI_LE_Remove_CIG before CIS disconnection,The items below need to be aligned with the text above on DoubleShot Pro Page.,: Host issue HCI_LE_Remove_CIG before CIS disconnection
1876,,Killer,Needs-Triage,,fallback,,,Observing Fatal Exception On BC Complex with Error 14 00 (BC_EXC_LP_RUN_ERROR) on 23.130Rev1,".exe installer of  v.40.25.1010.1814-  The ""Killer Performance Suite"" failed to be updated from 40.25.905.1721 and is missing in Device Manager",Observing Fatal Exception On BC Complex with Error 14 00 (BC_EXC_LP_RUN_ERROR) on 23.130Rev1
1877,,Killer,Connectivity,,cue,"Connectivity, Performance",,1st time pairing is slow(23s+) - compare with Qualcomm solution (~18s)- Gap:5s,No recommendation triggered when saved network is lost if saved network is mobile hotspot,1st time pairing is slow(23s+) - compare with Qualcomm solution (~18s)- Gap:5s
1878,,ICPS,Needs-Triage,,fallback,,,Voice call and LE Mouse clicking observe connection timeout on 23.130.0.1.,ICPS Fails to Recognize Active Call After Network Reconnection,Voice call and LE Mouse clicking observe connection timeout on 23.130.0.1.
1879,,Killer,System Hang,,cue,System Hang,,BIOS hang during post - To Root cause,Missing HS row after onboarding in MPA,BIOS hang during post - To Root cause
1880,,ICPS,Needs-Triage,,fallback,,,Voice call and LE Mouse clicking observe connection timeout on 23.120.0.4.,ICPS UI displays during OOBE,Voice call and LE Mouse clicking observe connection timeout on 23.120.0.4.
1881,,Killer,System Hang,,cue,"System Hang, Connectivity, UEFI",,BIOS hang during post when UEFI BT enabled,Delay in showing No connected network found after attenuation,BIOS hang during post when UEFI BT enabled
1882,,ICPS,Needs-Triage,,fallback,,,Music streaming and LE Mouse clicking observe connection timeout at BLE headset on 23.120.0.4.,HS doesnt connect (via ICPS/MPA) when HS is off,Music streaming and LE Mouse clicking observe connection timeout at BLE headset on 23.120.0.4.
1883,,Killer,Needs-Triage,,fallback,,,Observe connection timeout at BR/EDR headset on 23.120.0.4.,WLAN Module (GfP2) of WDI driver can enable VR Mode with C19 Spin1,Observe connection timeout at BR/EDR headset on 23.120.0.4.
1884,,Killer,OEM Tools,OEM Tools,override,OEM Tools,,HP InstaDock - DUT cant be woken from the S4 state with fail rate,Sidebar icons cut off when resizing app window,HP InstaDock - DUT cant be woken from the S4 state with fail rate
1885,,Killer,Connectivity,,cue,Connectivity,,platform do not follow 500ms interval to send InstaDock TX BT beacon,No indication in the cli when connecting or disconnecting to AP,platform do not follow 500ms interval to send InstaDock TX BT beacon
1886,,Killer,Needs-Triage,,fallback,,,CFE lab found FATAL exception on 23.120 rev3 - OS_EXC_MSG_ALLOC_INT_ALLOC_FAIL,Networks list is empty while PC is connected to AP,CFE lab found FATAL exception on 23.120 rev3 - OS_EXC_MSG_ALLOC_INT_ALLOC_FAIL
1887,,Killer,Connectivity,,cue,Connectivity,,Mouse click during Voice call or streaming. (Anchor bug: BT-314343),Build configuration for Lenovo IdeaPad/ThinkPad and HP,Mouse click during Voice call or streaming. (Anchor bug: BT-314343)
1888,,Killer,Connectivity,,cue,Connectivity,,Fatal exception occurred during device wake up_LC_ERR_CQDH_PERFORM_MEAS_PLINK_NULL,Build configuration for Lenovo and Dell,Fatal exception occurred during device wake up_LC_ERR_CQDH_PERFORM_MEAS_PLINK_NULL
1889,,Killer,Connectivity,,cue,Connectivity,,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE] Intel Bluetooth device lost after teams call. [A2dp FIFO flush/SC_ERR_FREE_BLOCK_FAILS],Missing SpP2 HW ID,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE] Intel Bluetooth device lost after teams call. [A2dp FIFO flush/SC_ERR_FREE_BLOCK_FAILS]
1890,,Killer,BSOD,,cue,"BSOD, Connectivity",,BSOD 0x9F (ibtpci) encountered during Memory Stress Test on Thames-2 BE with 23.110.0.4 and verifier = ENABLED (5/18 units) - Registry access blocked by NTFS PageFault,Bit rate is not as expected rate,BSOD 0x9F (ibtpci) encountered during Memory Stress Test on Thames-2 BE with 23.110.0.4 and verifier = ENABLED (5/18 units) - Registry access blocked by NTFS PageFault
1891,,Killer,Connectivity,,cue,Connectivity,,CFE lab BT lost on 23.120 rev3 - LC_EXC_LE_GET_TX_BUF_JOB_PTR_NULL,"Open Settings -> Accessibility -> Text size and switch to 200%. The text, icons, and other elements on various pages within the Intel Connectivity Performance Suite app do not change.",CFE lab BT lost on 23.120 rev3 - LC_EXC_LE_GET_TX_BUF_JOB_PTR_NULL
1892,,Killer,Connectivity,,cue,Connectivity,,CFE lab BT lost on 23.120 rev3 - LC_EXC_TX_RETRV_PKT_HDR_JOB_PTR_NULL,Intel Connectivity Network Service is causing the ipv6 flowtable attribute set to 0,CFE lab BT lost on 23.120 rev3 - LC_EXC_TX_RETRV_PKT_HDR_JOB_PTR_NULL
1893,,ICPS,RF,RF,override,"Connectivity, RF",,BT SAR table in bios ACPI code problem,The network performance and slowness issues are observed when ICPS is enabled,BT SAR table in bios ACPI code problem
1894,,ICPS,Connectivity,,cue,Connectivity,,LC_ERR_SCH_NO_JOB_PROGRAMMED Recoverable disconnect observed in Teams Call,No Global idle event received to make ICPS.exe and IDBWM enter power save in idle testing.,LC_ERR_SCH_NO_JOB_PROGRAMMED Recoverable disconnect observed in Teams Call
1895,,ICPS,YB/Lost,,cue,"YB/Lost, Connectivity",,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE SVT][PCIe] Intel Wireless Bluetooth YB (Code43) during MS [Unexpected D3],Missing CustomizeUninstallFirstRun.exe in ICPS component driver,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE SVT][PCIe] Intel Wireless Bluetooth YB (Code43) during MS [Unexpected D3]
1896,,Killer,Needs-Triage,,fallback,,,Audio mutes for a brief 3-4 secs during a youtube music streaming scenario,No RecommendConnect after MPA relaunches with no available network,Audio mutes for a brief 3-4 secs during a youtube music streaming scenario
1897,,ICPS,BSOD,,cue,"BSOD, Connectivity",,ABS  - 0x139_a_GUARD_ICALL_CHECK_FAILURE_ibtpci!WlanInterfaceDereference While Device Not in Use,Popup appears when opening ICPS from tray,ABS  - 0x139_a_GUARD_ICALL_CHECK_FAILURE_ibtpci!WlanInterfaceDereference While Device Not in Use
1898,,Killer,Connectivity,,cue,Connectivity,,BT lost when running Winpvt-Hibernation Focus - Exception in Clib_Memcpy(),Connecting AP information is not displayed on settings.,BT lost when running Winpvt-Hibernation Focus - Exception in Clib_Memcpy()
1899,,ICPS,Needs-Triage,,fallback,,,Device disappear due to exception_BC_EXC_LP_RUN_ERROR,ICPS Recommendation Delayed After Wake From Sleep ( Specific machine ),Device disappear due to exception_BC_EXC_LP_RUN_ERROR
1900,,Killer,Connectivity,,cue,Connectivity,,Dell LE headset disconnected after MS resume in 5 mins,New vulnerable component in C20 - libpng 1.6.40,Dell LE headset disconnected after MS resume in 5 mins
1901,,Killer,Connectivity,,cue,Connectivity,,Mouse disconnection due to fatal exception_BC_EXC_LP_TX_RX_DOWN_TO_ERROR,#NAME?,Mouse disconnection due to fatal exception_BC_EXC_LP_TX_RX_DOWN_TO_ERROR
1902,,Killer,Needs-Triage,,fallback,,,Fatal exception during music streaming_SC_EXC_UNHANDELED_EXTERNAL_EXCEPTION,#NAME?,Fatal exception during music streaming_SC_EXC_UNHANDELED_EXTERNAL_EXCEPTION
1903,,Killer,YB/Lost,,cue,YB/Lost,,Airpods Pro2 has connection timeout during playback or teams call.,UI issues Network Health tab,Airpods Pro2 has connection timeout during playback or teams call.
1904,,Killer,Connectivity,,cue,Connectivity,,Abnormal disconnection and connection failure.,App exit missing internal cleanups,Abnormal disconnection and connection failure.
1905,,Killer,Connectivity,,cue,Connectivity,,System exception on BT fw,Coverity - CID 4014164 Uninitialized scalar variable,System exception on BT fw
1906,,Killer,Connectivity,,cue,Connectivity,,BLE Device will auto disconnected when system idle.,Coverity - CID 4014163 Uninitialized scalar field,BLE Device will auto disconnected when system idle.
1907,,Killer,Connectivity,,cue,Connectivity,,[Lenovo ThinkPad JP/LCFC][Alloy/S990/LNL/FmP][PCIe] Bluetooth device lost while playing video [BC_EXC_LP_RUN_ERROR/SC_WATCHDOG_ON_BC_LC],Intel Killer not showing E3000 driver installer,[Lenovo ThinkPad JP/LCFC][Alloy/S990/LNL/FmP][PCIe] Bluetooth device lost while playing video [BC_EXC_LP_RUN_ERROR/SC_WATCHDOG_ON_BC_LC]
1908,,Killer,Needs-Triage,,fallback,,,System exception with invalid dump - BC_EXC_LP_RUN_ERROR,Intel Killer pop showing every time system boots,System exception with invalid dump - BC_EXC_LP_RUN_ERROR
1909,,Killer,Needs-Triage,,fallback,,,System exception after ending teams call,Coverity - CID 4014500:  Dereference null return value,System exception after ending teams call
1910,,Killer,Connectivity,,cue,Connectivity,,BT device lost during S0 idle. (FR: overnight),Coverity - CID 4014499:  Dereference null return value,BT device lost during S0 idle. (FR: overnight)
1911,,Killer,Connectivity,,cue,Connectivity,,Headset has disconnection while playing streaming in voice call.,Coverity - CID 4014498:  Dereference before null check,Headset has disconnection while playing streaming in voice call.
1912,,ICPS,Connectivity,,cue,Connectivity,,BT Device Disappear CS+Wifi AP connected,ICPS is not able to launch after quitting ICPS from system tray,BT Device Disappear CS+Wifi AP connected
1913,,ICPS,BSOD,,cue,BSOD,,0x9F BSOD occurs after unplug dock then let unit enter S5.,Mutiple ICPS is launched from system tray after reboot,0x9F BSOD occurs after unplug dock then let unit enter S5.
1914,,Killer,Connectivity,,cue,Connectivity,,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] LE Headset has disconnection and can not have reconnection from laptop [LMP Response Timeout],Frequent spin lock in IntcCo11X64,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] LE Headset has disconnection and can not have reconnection from laptop [LMP Response Timeout]
1915,,ICPS,Connectivity,,cue,Connectivity,,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] Headset and HID devices have abnormal disconnection. [BC_EXC_LP_TX_RX_DOWN_TO_ERROR],"""SKYSEA Client View"" is not working smoothly due bad network performance when ICPS is running",[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] Headset and HID devices have abnormal disconnection. [BC_EXC_LP_TX_RX_DOWN_TO_ERROR]
1916,,Killer,ICPS,ICPS,override,"Connectivity, ICPS",,Theme of Wifi Credential Prompter is not follow ICPS theme setting,Killer ISO - Master - Intel Network Helper Service unable to load plugin dlls after nuget pkg update to 1.0.3,Theme of Wifi Credential Prompter is not follow ICPS theme setting
1917,,Killer,Needs-Triage,,fallback,,,Event says iHS is not available although it is,[Killer 4[ Killer ISO - Delay in Intel Network Helper service shut down,Event says iHS is not available although it is
1918,,ICPS,Needs-Triage,,fallback,,,"Toggling on ""Only show authorized networks"" causes app to crash - rarely",Missing AX211 support to ICPS on PTL,"Toggling on ""Only show authorized networks"" causes app to crash - rarely"
1919,,ICPS,Connectivity,,cue,Connectivity,,WiFi network is displayed as connected network although its not connected,ICPS will show notification popup about enabling location service after OOBE in 2 mins,WiFi network is displayed as connected network although its not connected
1920,,Killer,Connectivity,,cue,Connectivity,,Many events for no_internet and no_wifi,Coverity - CID 4015643: Structurally dead code,Many events for no_internet and no_wifi
1921,,Killer,ICPS,ICPS,override,"Connectivity, ICPS",,"HS connects, disconnects, and reconnects within seconds after clicking HS row in ICPS","No telemetry data in the cloud for the events 36,460,20","HS connects, disconnects, and reconnects within seconds after clicking HS row in ICPS"
1922,,Killer,Power Consumption,,cue,Power Consumption,,Takes too long to connect to HS after returning from sleep,"""Reset to default"" keeps acm enabled",Takes too long to connect to HS after returning from sleep
1923,,Killer,Needs-Triage,,fallback,,,"Missing ""RTP_SESSION_INTERRUPTED"" part of the event when user is in a call",Coverity - CID 4017028 Dereference null return value,"Missing ""RTP_SESSION_INTERRUPTED"" part of the event when user is in a call"
1924,,Killer,System Hang,,cue,System Hang,,Background color of the AP item not changing when theme is being changed,Coverity - CID 4017204 Unchecked return value,Background color of the AP item not changing when theme is being changed
1925,,Killer,Needs-Triage,,fallback,,,Event is Delayed After Network Loss,Coverity - CID 4017207 Unchecked return value,Event is Delayed After Network Loss
1926,,Killer,ICPS,ICPS,override,"Power Consumption, Connectivity, ICPS",,Higher power adder and frequent ICPS activities when Wifi is turned off,Coverity - CID 4017203 Structurally dead code,Higher power adder and frequent ICPS activities when Wifi is turned off
1927,,Killer,System Hang,,cue,"System Hang, Connectivity",,"- ""Connected Network Change"" Event isnt triggered upon actual Wi-Fi link-loss",Coverity - CID 4017201 Unsigned compared against 0,"- ""Connected Network Change"" Event isnt triggered upon actual Wi-Fi link-loss"
1928,,Killer,Needs-Triage,,fallback,,,System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.,Coverity - CID 4017202 Unsigned compared against 0,System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.
1929,,Killer,ICPS,ICPS,override,ICPS,,"Missing prompt of ""Intel Computing Improvement Program"" after ICPS first launch",Coverity - CID 4017205 Unsigned compared against 0,"Missing prompt of ""Intel Computing Improvement Program"" after ICPS first launch"
1930,,Killer,Needs-Triage,,fallback,,,ICM does not launch when the ICM application is minimized to the system tray,Coverity - CID 4017206 Unsigned compared against 0,ICM does not launch when the ICM application is minimized to the system tray
1931,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4121914 Call to a debugger API,Coverity - CID 4017029 Resource leak,Coverity - CID 4121914 Call to a debugger API
1932,,ICPS,Power Consumption,,cue,"Power Consumption, Performance",,Network Service returning wrong BandwidthControl_Enabled user.xml setting after Hibernate/Sleep,ICPS display is dark when windows theme is light (or vice versa),Network Service returning wrong BandwidthControl_Enabled user.xml setting after Hibernate/Sleep
1933,,Killer,Power Consumption,,cue,Power Consumption,,The items below need to be aligned with the text above on DoubleShot Pro Page.,Coverity - CID 4018736 Untrusted loop bound,The items below need to be aligned with the text above on DoubleShot Pro Page.
1935,,Killer,Power Consumption,,cue,Power Consumption,,No recommendation triggered when saved network is lost if saved network is mobile hotspot,Coverity - CID 4017208 Unsigned compared against 0,No recommendation triggered when saved network is lost if saved network is mobile hotspot
1936,,Killer,ICPS,ICPS,override,ICPS,,ICPS Fails to Recognize Active Call After Network Reconnection,Coverity - CID 4020560 Data race condition,ICPS Fails to Recognize Active Call After Network Reconnection
1937,,Killer,Needs-Triage,,fallback,,,Missing HS row after onboarding in MPA,Coverity - CID 4018736 Untrusted loop bound,Missing HS row after onboarding in MPA
1938,,Killer,ICPS,ICPS,override,ICPS,,ICPS UI displays during OOBE,Coverity - CID 4017029 Resource leak,ICPS UI displays during OOBE
1939,,Killer,Needs-Triage,,fallback,,,Delay in showing No connected network found after attenuation,Killer dashboard: Page content cannot be reached with arrows or tab,Delay in showing No connected network found after attenuation
1940,,Killer,ICPS,ICPS,override,ICPS,,HS doesnt connect (via ICPS/MPA) when HS is off,"Applications: Unable to increase or decrease value in ""Speed"" slider using keyboard.",HS doesnt connect (via ICPS/MPA) when HS is off
1941,,Killer,Connectivity,,cue,Connectivity,,WLAN Module (GfP2) of WDI driver can enable VR Mode with C19 Spin1,Killer intelligence Engine: Static content is not focused and announced,WLAN Module (GfP2) of WDI driver can enable VR Mode with C19 Spin1
1942,,Killer,Needs-Triage,,fallback,,,Sidebar icons cut off when resizing app window,Statistics: All traffic categories content is not focused and announced,Sidebar icons cut off when resizing app window
1943,,Killer,Connectivity,,cue,Connectivity,,No indication in the cli when connecting or disconnecting to AP,Game Fast: The same content is announced for each table row,No indication in the cli when connecting or disconnecting to AP
1944,,Killer,Needs-Triage,,fallback,,,Networks list is empty while PC is connected to AP,Killer intelligence Engine: Graph information is not announced by Screen Reader,Networks list is empty while PC is connected to AP
1945,,Killer,Needs-Triage,,fallback,,,Build configuration for Lenovo IdeaPad/ThinkPad and HP,Game Fast: Focus indicator on Pause check boxes fails requirements,Build configuration for Lenovo IdeaPad/ThinkPad and HP
1946,,Killer,Needs-Triage,,fallback,,,Build configuration for Lenovo and Dell,Killer intelligence Engine: Focus indicator fails color contrast.,Build configuration for Lenovo and Dell
1947,,Killer,Needs-Triage,,fallback,,,Missing SpP2 HW ID,CID 3907233: Uninitialized scalar variable (UNINIT),Missing SpP2 HW ID
1948,,Killer,Needs-Triage,,fallback,,,Bit rate is not as expected rate,Killer intelligence Engine: Radio button fails color contrast.,Bit rate is not as expected rate
1949,,Killer,System Hang,,cue,System Hang,,"Open Settings -> Accessibility -> Text size and switch to 200%. The text, icons, and other elements on various pages within the Intel Connectivity Performance Suite app do not change.",Coverity - CID 967173 Uncaught Exception,"Open Settings -> Accessibility -> Text size and switch to 200%. The text, icons, and other elements on various pages within the Intel Connectivity Performance Suite app do not change."
1950,,Killer,Needs-Triage,,fallback,,,Intel Connectivity Network Service is causing the ipv6 flowtable attribute set to 0,Coverity - CID 4016796 Uncaught Exception,Intel Connectivity Network Service is causing the ipv6 flowtable attribute set to 0
1951,,Killer,ICPS,ICPS,override,"Performance, ICPS",,The network performance and slowness issues are observed when ICPS is enabled,Coverity - CID 4016797 Uncaught Exception,The network performance and slowness issues are observed when ICPS is enabled
1952,,Killer,ICPS,ICPS,override,"Power Consumption, ICPS",,No Global idle event received to make ICPS.exe and IDBWM enter power save in idle testing.,Coverity - CID 4016801 Uncaught Exception,No Global idle event received to make ICPS.exe and IDBWM enter power save in idle testing.
1953,,Killer,ICPS,ICPS,override,ICPS,,Missing CustomizeUninstallFirstRun.exe in ICPS component driver,Coverity - CID 4016802 Uncaught Exception,Missing CustomizeUninstallFirstRun.exe in ICPS component driver
1954,,Killer,Needs-Triage,,fallback,,,No RecommendConnect after MPA relaunches with no available network,Coverity - CID 4016808 Uncaught Exception,No RecommendConnect after MPA relaunches with no available network
1955,,Killer,ICPS,ICPS,override,ICPS,,Popup appears when opening ICPS from tray,Coverity - CID 4018079 Logically dead code,Popup appears when opening ICPS from tray
1956,,Killer,Needs-Triage,,fallback,,,Connecting AP information is not displayed on settings.,Coverity - CID 4018080 Logically dead code,Connecting AP information is not displayed on settings.
1957,,Killer,ICPS,ICPS,override,"Power Consumption, ICPS",,ICPS Recommendation Delayed After Wake From Sleep ( Specific machine ),Coverity - CID 4018081 Logically dead code,ICPS Recommendation Delayed After Wake From Sleep ( Specific machine )
1958,,Killer,Needs-Triage,,fallback,,,New vulnerable component in C20 - libpng 1.6.40,Coverity - CID 4018082 Logically dead code,New vulnerable component in C20 - libpng 1.6.40
1959,,Killer,Needs-Triage,,fallback,,,#NAME?,Coverity - CID 4020596 Dereference after null check,#NAME?
1960,,Killer,Needs-Triage,,fallback,,,#NAME?,Coverity - CID 4018737 Constant variable guards dead code,#NAME?
1961,,Killer,Needs-Triage,,fallback,,,UI issues Network Health tab,Coverity - CID 3876602 Resource leak,UI issues Network Health tab
1962,,Killer,Needs-Triage,,fallback,,,App exit missing internal cleanups,Coverity - CID 4018083 Uninitialized scalar variables,App exit missing internal cleanups
1963,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4014164 Uninitialized scalar variable,Coverity - CID 4020609 Uninitialized scalar field,Coverity - CID 4014164 Uninitialized scalar variable
1964,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4014163 Uninitialized scalar field,Hard to see the message No Bluetooth devices have been found when Dark mode is selected.,Coverity - CID 4014163 Uninitialized scalar field
1967,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4014500:  Dereference null return value,Overclocking: Run Benchmark text fails minimum requirements,Coverity - CID 4014500:  Dereference null return value
1968,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4014499:  Dereference null return value,Killer dashboard: Network categories all announced with the category name as label,Coverity - CID 4014499:  Dereference null return value
1969,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4014498:  Dereference before null check,Application: Announced value for slider is different from the visible one,Coverity - CID 4014498:  Dereference before null check
1970,,Killer,ICPS,ICPS,override,ICPS,,ICPS is not able to launch after quitting ICPS from system tray,Game Fast: Table headers are not associated with table rows.,ICPS is not able to launch after quitting ICPS from system tray
1971,,Killer,ICPS,ICPS,override,ICPS,,Mutiple ICPS is launched from system tray after reboot,All setting: QR code instructions not focused and announced,Mutiple ICPS is launched from system tray after reboot
1972,,Killer,Needs-Triage,,fallback,,,Frequent spin lock in IntcCo11X64,Applications: Graphic information conveyed by color only.,Frequent spin lock in IntcCo11X64
1973,,Killer,ICPS,ICPS,override,ICPS,,"""SKYSEA Client View"" is not working smoothly due bad network performance when ICPS is running",Application Page - AppDomain name column text is centered,"""SKYSEA Client View"" is not working smoothly due bad network performance when ICPS is running"
1976,,Killer,ICPS,ICPS,override,ICPS,,Missing AX211 support to ICPS on PTL,New WifiCredentialPrompter is not translated,Missing AX211 support to ICPS on PTL
1977,,Killer,ICPS,ICPS,override,ICPS,,ICPS will show notification popup about enabling location service after OOBE in 2 mins,Coverity - CID 4017204 Unchecked return value (Line 447 Intentional),ICPS will show notification popup about enabling location service after OOBE in 2 mins
1978,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4015643: Structurally dead code,New WifiCredentialPrompter is not able to show some special characters.,Coverity - CID 4015643: Structurally dead code
1979,,ICPS,Needs-Triage,,fallback,,,"No telemetry data in the cloud for the events 36,460,20",The ICPS Bluetooth page and the Windows OS Bluetooth page show inconsistencies,"No telemetry data in the cloud for the events 36,460,20"
1980,,Killer,Needs-Triage,,fallback,,,"""Reset to default"" keeps acm enabled",Missing description of AI application on prioritization on Help tab.,"""Reset to default"" keeps acm enabled"
1981,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017028 Dereference null return value,Coverity - CID 4021056 Unchecked return value,Coverity - CID 4017028 Dereference null return value
1982,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017204 Unchecked return value,Coverity - CID 4021055 Logically dead code,Coverity - CID 4017204 Unchecked return value
1983,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017207 Unchecked return value,Coverity - CID 3876602 Resource leak,Coverity - CID 4017207 Unchecked return value
1984,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017203 Structurally dead code,Coverity - CID 4017029 Resource leak,Coverity - CID 4017203 Structurally dead code
1985,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017201 Unsigned compared against 0,Coverity - CID 4017029 Resource leak,Coverity - CID 4017201 Unsigned compared against 0
1986,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017202 Unsigned compared against 0,Intel Network Helper Service isnt running after installation,Coverity - CID 4017202 Unsigned compared against 0
1987,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017205 Unsigned compared against 0,"KAPS Cli: Network reconnects immediately after when running ""connect false"" API",Coverity - CID 4017205 Unsigned compared against 0
1988,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017206 Unsigned compared against 0,Coverity - CID 511060 Dereference after null check,Coverity - CID 4017206 Unsigned compared against 0
