issue_year,jira_id,ips_title,technology,platform,jira_platform,ips_platform,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2023,,[Lenovo][LCFC][Missouri2]Jabra_evolve 75 headset dont appear after re-paired.,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2338,2-High
2023,,[BE200] BSOD 0x9f pointing to netwaw14.sys after resume from S4,WiFi,Meteor Lake,,Meteor Lake,High,BSOD,0.3034,2-High
2023,,[Lenovo Thinkpad][JingWei2.0][FVT][MTL-U/H][LCFC][HF][Win11]AX201 BT:EUT occur BSOD(Bugcheck:0x9F) when perform OPAL SSD encrypted by Winmagic SecDoc_9.0_SR4 tool.(FR:1/4units;1/4trials),BT,Meteor Lake,,Meteor Lake,Medium,BSOD,0.2209,3-Medium
2023,,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX211]Intel WLAN device shows YB when CB.,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1779,2-High
2023,WIFI-363030,"[Lenovo][Huaqin][C790_Intel][Win11][IntelAX211&AX203]WLAN BT show YB during S4 stress.FR:3/35UUTs,3/10500cycles",WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,YB/Lost,0.2172,1-Critical
2023,WIFI-363019,"[Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200]SIT1.0 SUT show BSOD(Stope code: DRIVER_POWER_STATE _FAILURE) during AC S4 (FR:1/15EUT,1/2610trials).",WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,BSOD,0.2236,1-Critical
2023,,[Lenovo_ThinkPad_JP][THAMES][MTL][GfP2] BT device lost issue,BT,Meteor Lake,,Meteor Lake,High,YB/Lost,0.2937,2-High
2023,,[Lenovo][LCFC][Oak2][MTL]system BSOD 0x9F with Garfield Peak2,BT,Meteor Lake,,Meteor Lake,Medium,BSOD,0.28,3-Medium
2023,WIFI-364091,"[lenovo][lcfc][Lam1][MTL][AX211][23H2][3/60]MHs client disconnect, w/o wifi list",WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,Connectivity,0.1339,2-High
2023,,"[Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200] W10:W11:22H2:HLK: Bluetooth Audio A2DP feature detection, failed",BT,Meteor Lake,,Meteor Lake,High,HLK,0.2152,2-High
2023,,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] Shown security type,WiFi,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.1152,3-Medium
2023,WIFI-365366,[Cisco][BEMS01663060][Scotia Bank][0x5D][Lenovo][AX201]Random disconnect seen,WiFi,Tiger Lake,Tiger Lake,,,Performance,0.1244,2-High
2023,WIFI-365608,[lenovo][lcfc][OAK-2][MTL][AX211][23H2][1/800 units]device lost @ restart,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,YB/Lost,0.1563,2-High
2023,WIFI-366214,[Lenovo_Yoga_C990][Wenchang][LCFC][SIT]Intel WLAN (AX211):Intel PIE driver will be installed in the WinRE environment and the WiFi will disconnect then caused the CSR test fail.,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,Connectivity,0.1253,2-High
2023,,[Lenovo_Yoga_C990][Wenchang][LCFC][SIT]Intel BT (AX211):BLE BT headphone volume cant be mute by unit .,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2307,2-High
2023,,[Lenovo Thinkpad][JingWei2.0][FVT][MTL-U/H][LCFC][HF][Win11]AX211 BT:The sound disappear about 2s from BLE headphone then immediately auto resume normally when disconnected BT device then connected BT device with music is played about 3s.,BT,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.2162,3-Medium
2023,,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] 11ac_80MHzBW_Ch.157_Rx low throughput,WiFi,Meteor Lake,,Meteor Lake,High,Performance,0.2424,2-High
2023,CIE-3979,"System error with Event IDs 7011 and 7043 ""Intel Connectivity Network Service "" found in Event Viewer after PBR",Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Meteor Lake,Medium,Connectivity,0.1074,3-Medium
2023,WIFI-368602,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]BSOD 0x13A(Netwtw14!memFree) occurs when running WB stress test in product line,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,BSOD,0.2017,2-High
2023,,[Lenovo][LCFC][Missouri2][MTL]Bluetooth become unknow device while stress S4,BT,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.1713,3-Medium
2023,,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] BLE BT headphone volume cant be change after resume from S4/CB/WB,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2091,2-High
2023,,(Copy Of 00853619) [Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] Pressing F1 could not mute sound output to BLE headset,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2406,2-High
2024,,[Lenovo][LCFC][Missouri2][MTL]Bluetooth become unknow device while stress,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.1829,2-High
2024,,"[Lenovo_Thinkpad][Wistron][Fenrir3][Meteor][AX211][FR:20%]SUT show event error(event ID: 5005, Netwtw14)",WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1401,2-High
2024,,[lenovo_mtlh_missouri2][BE200][Win11]HLK MS test fail (SW DRIPS < 80%),WiFi,Meteor Lake,,Meteor Lake,Critical,Power Consumption,0.2369,1-Critical
2024,,[Lenovo_Yoga_C990][Wenchang][LCFC][SVT]Intel WLAN (AX211):wlan show YB when do MS test. FR: 1/30cycles,WiFi,Meteor Lake,,Meteor Lake,Critical,YB/Lost,0.1777,1-Critical
2024,,"[Lenovo-Ideapad][Baikal2.0-EVT][IRL][LCFC]Intel AX203/AX211 BT: After BT mouse and BT headset both connected to Unit, BT mouse show lag when play online music. (F/R:2/2units, 4/4 cycles)",BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2099,2-High
2024,WIFI-372728,[Lenovo][DT][Field_Issue][TGL][AX201]Intel AX201 WiFi connection is unstable and frequently disconnect from AP at home,WiFi,Tiger Lake,Tiger Lake,Tiger Lake,High,Performance,0.1116,2-High
2024,,Intel AX211 WiFi ISH cant install,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,P2P,0.1144,2-High
2024,WIFI-378827,"[Lenovo ThinkPad CN][LCFC][E14 G4 E15 G4][ADL][AX211,AX201,9560]0x9F_3_SETPOWER_IMAGE_Netwtw12.sys",WiFi,Alder Lake,Alder Lake,Alder Lake,Medium,P2P,0.1349,2-High
2024,,[Lenovo-DT] 3 WiFi options will show in task manager when setting the channel width for 5GHz to 20MHz only,WiFi,Unassigned,,Unassigned,High,P2P,0.1773,2-High
2024,,[Lenovo-DT] Intel AX200 missing an encryption type - WPA3 Enterprise,WiFi,Comet Lake,,Comet Lake,High,Connectivity,0.1017,2-High
2024,,BE200 WLAN can connect to WPA3 Enterprise with expired cert,WiFi,Meteor Lake,,Meteor Lake,High,UEFI,0.1006,2-High
2024,,[lenovo_mtlh_oak2][AX211][Win11]BSOD 0x13a during S4 stress test,WiFi,Meteor Lake,,Meteor Lake,High,BSOD,0.2313,2-High
2024,,[Lenovo_mtl_Missouri2]The sound disappear about 2s from LE BT Galaxy Buds2 pro headphones then immediately auto resume normally when disconnected BT device then connected BT device with music is played about 3s,BT,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.1901,3-Medium
2024,,[Lenovo_mtlh_oak2]System has BSOD 0x9F with USB XHCI,BT,Meteor Lake,,Meteor Lake,Medium,BSOD,0.3043,3-Medium
2024,WIFI-373349,[Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200][FR:100%]BE200 disconnect from AP under UEFI environment.,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,UEFI,0.1341,2-High
2024,,[Lenovo_MTLH_marie_Curie-1]Bluetooth automatically disconnect .,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2502,2-High
2024,,"[Curie1]SUT shows ""Missing Device-Intel(R) Wi-Fi 7 BE200 S4 longrun in AC mode.",Other,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1158,2-High
2024,,"[Lenovo_Thinkpad_China][Wistron][Fenrir3][Meteor][AX211]SUT shows ""Missing Device: Intel(R) Wireless Bluetooth(R), Former Status= OK""in log file during S4 longrun test in DC mode.(FR:2/8units, 2/640cycles)",BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.1546,2-High
2024,,[Lenovo-DT][Tiny 6][AX200]Intel AX200 WiFi WoLAN test fail,WiFi,Comet Lake,,Comet Lake,High,HLK,0.1402,2-High
2024,WIFI-378432,"YB Error code 10 on WLAN device after restart (FR: 1/1 unit, 2/5 trials)",WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,YB/Lost,0.2455,1-Critical
2024,,"[Lenovo][TB14_2-in-1_G4_MTL_SIT_Win11]Connecting the HUAWEI freebuds 4i Bluetooth headset during web video playback, the sound is output from the built-in speaker by default.",BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2015,2-High
2024,,[Lenovo-IdeaPad][LNL][SV3][QiXia][PreEVT][FMP]No bluetooth devices,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2075,2-High
2024,CIE-4046,[Lenovo][MeteorLake][AX211/BE200][22H2][15%][ICPS3.0]It will delay more than 3 minutes to refresh Wi-Fi AP information in ICPS UI.,Other,Meteor Lake,Meteor Lake,Meteor Lake,Medium,ICPS,0.1517,2-High
2024,,[Lenovo_Yoga_C990][Wenchang][LCFC][SIT]Intel BT (AX211): units show noise when use Unison app phone call,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.1968,2-High
2024,,"[Lenovo_mtlh_Missouri2]System mute, but sound still out from Galaxy Buds2 Pro",BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.1846,2-High
2024,WIFI-392726,[Lenovo][Compal][Thinkbook gen6+][MTL] WLAN device show YB when run stress MS/CB,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,YB/Lost,0.2173,2-High
2024,,[Lenovo][Compal][Thinkbook gen6+][MTL] BT device lost when run stress S0i3,BT,Meteor Lake,,Meteor Lake,High,YB/Lost,0.2188,2-High
2024,,BSOD: WDF Violation encountered on TM-1 unit,WiFi,Meteor Lake,,Meteor Lake,High,BSOD,0.581,2-High
2024,WIFI-382310,[Lenovo_IdeaPad_CSLP][QuZhou 6D][LCFC][SS][S590-MTL][Windows11]WLAN shwo YB when  connecting AP,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,Sensing,0.1364,2-High
2024,WIFI-405541,[MTL][BE200] SW/HW DRIPS are <90% and it points to BE200 WLAN,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,Power Consumption,0.4189,2-High
2024,,[lenovo_mtlh_missouri2][BE200][23H2][3/4trials] External screen freeze thru widi,WiFi,Meteor Lake,,Meteor Lake,High,P2P,0.1255,2-High
2024,,"[Lenovo_mtl_Missouri2]System cant remove Bluetooth headphone immediately,while Wifi connected.",BT,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.1932,3-Medium
2024,WOT-41635,[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP]CITU Marginal testing failed,Other,Lunar Lake,Lunar Lake,Lunar Lake,High,Connectivity,0.1259,2-High
2024,WIFI-383978,[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP]WiFi YB after reboot,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,YB/Lost,0.1669,2-High
2024,CIE-4035,[Lenovo][MeteorLake][AX211][22H2][100%][ICPS3.0]ICPS cant be installed successfully on some devices,Other,Meteor Lake,Meteor Lake,Meteor Lake,High,ICPS,0.158,2-High
2024,,BSOD pointing to NETIO.sys,WiFi,Meteor Lake,,Meteor Lake,Medium,BSOD,0.6543,3-Medium
2024,,[Jaguar-3][RPL][AX211] Wifi randomly disconnects,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Medium,P2P,0.1778,3-Medium
2024,,"[Intel/Commercial][External][Intel WIFI card AX201, AX210 & AX211] WIFI keep disconnecting / Roaming Aggressiveness",WiFi,Alder Lake,,Alder Lake,Medium,P2P,0.101,3-Medium
2024,,[Lenovo_MTL_Matterhorn]Intel AX211 Bluetooth device YB after at power on / Shutdown cycles test.,BT,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1679,2-High
2024,CIE-4047,[Lenovo][MeteorLake][AX211][22H2][100%][ICPS3.0]Toggle switch type is narrated as checkbox type.,Other,Meteor Lake,Meteor Lake,,,Connectivity,0.1227,2-High
2024,,[Lenovo Thinkpad][JingWei2.0][FVT][MTL-U/H][LCFC][HF][Win11]AX201 BT:EUT occur BSOD(Bugcheck:0x9F) when shutdown and the power on unit.(FR:1/20units;1/10trials),BT,Meteor Lake,,Meteor Lake,High,BSOD,0.1939,2-High
2024,,[Lenovo-IdeaPad][LNL][SV3][QiXia][EVT][FMP]Bluetooth device lost when doing stress S4 and coldboot,BT,Lunar Lake,,Lunar Lake,Critical,YB/Lost,0.2365,1-Critical
2024,,[Lenovo_ThinkBook_Plus][Gem][LCFC][SIT]Intel WLAN (AX211): Wlan show YB when connect AP.,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1672,2-High
2024,,[Lenovo-Ideapad][LNL][FmP]All BT devices will disconnect when send/receive files and play the music via BT device at the same time.,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1635,2-High
2024,,[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP]conductive test failed,WiFi,Lunar Lake,,Lunar Lake,Critical,UEFI,0.1088,1-Critical
2024,,[Lenovo_ThinkPad_JP][THAMES-2][LNL][FmP2] CITU BRI cannot work,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1391,2-High
2024,WIFI-392676,"[Aruba][Lenovo][NTUC Income]Loss of connectivity on BSS Transition Management deauthentication, non-present BSSID in scan table",WiFi,Alder Lake,Alder Lake,,,Performance,0.1272,2-High
2024,WIFI-392776,[AX211][MTL] YB encountered after resume from S4,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,YB/Lost,0.1634,2-High
2024,,[Lenovo Thinkpad][JingWei2.0][FVT][MTL-U/H][LCFC][HF][Win11]AX211 WLAN: Wlan show YB when do WB test. FR: 1/50Units,WiFi,(missing),,,High,YB/Lost,0.1668,2-High
2024,BT-226385,[Lenovo-IdeaPad][QiXia/LNL/FmP USB] Bluetooth device lost when doing stress S4 and coldboot,BT,Meteor Lake,Meteor Lake,,,YB/Lost,0.2355,1-Critical
2024,,"[Lenovo][TB_1416_G7_MTL_SVT_Win11]Stress_S4_Event log show  BTHUSB ""error eventID 17""",BT,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.1794,3-Medium
2024,,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX211]HLK shows LE audio function test on OS 24H2.,BT,Meteor Lake,,Meteor Lake,High,HLK,0.1815,2-High
2024,,[Lenovo/SMB][Wistron][MTL][AX203][Wlan]Yellow  markerror code 10appears during,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1122,2-High
2024,,[Lenovo/SMB][Wistron][MTL][AX203][BT ]System hang crash and abnormal shutdown du,BT,Meteor Lake,,Meteor Lake,High,System Hang,0.2413,2-High
2024,,"[Lenovo][Compal][Thinkbook gen6+][MTL] Stress_WiFi S4,Eventlog show error(ID:17)",BT,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.1621,3-Medium
2024,WOT-43224,[Lenovo] [Inhouse][Shangri-la]]LNL-M][EVT][BE201][100%]CITU marginal test always failed,Other,Lunar Lake,Lunar Lake,Lunar Lake,High,Connectivity,0.1149,3-Medium
2024,,"[Yoga Slim 9_EVT_HF]The unit has no sound output from BT headset and then auto disconnect.(FR:2/2units,4/20cycles)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2563,2-High
2024,,"[Yoga Slim 9_EVT_HF]""Intel(R)Wi-Fi 7 BE201 320MHz"" YB shows in Device Management",WiFi,Lunar Lake,,Lunar Lake,High,YB/Lost,0.185,2-High
2024,,[TB1416G7]System run MS stress test occurred hang up with mouse cursor can move.,BT,Meteor Lake,,Meteor Lake,Critical,System Hang,0.2586,1-Critical
2024,,[Yoga Slim 9_EVT_HF_stress]The OSAging result show BT lost,BT,(missing),,,High,Connectivity,0.2076,2-High
2024,,"[Yoga Slim 9_EVT_HF]BT mouse/keyboard cannot be removed.(FR:1/2units,2/10cycles)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2231,2-High
2024,,[Huaqin][Lenovo][S790][MTL-H][AX211]BSOD 0x3B occurred during coldboot test.,BT,Meteor Lake,,Meteor Lake,High,BSOD,0.2288,2-High
2024,,[TM-1][MTL][BE200} Black screen was encountered and dump points to WLAN driver,WiFi,Meteor Lake,,Meteor Lake,High,P2P,0.0962,2-High
2024,WIFI-398118,[Lenovo_ThinkPad_JP][THAMES][MTL][GfP2] Wi-Fi YB after reboot in Shipping mode,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,Critical,YB/Lost,0.1611,2-High
2024,,[Lenovo][Compal][Y790s-16IRX][MTL]BT HLK test fail with 24H2 OS.,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,HLK,0.3351,2-High
2024,,WLAN device show YB after connect to internal,WiFi,(missing),,,High,YB/Lost,0.2245,2-High
2024,WIFI-399008,[Thinkbook][AX211][MTL][Win11]WLAN device show YB after resume from MS (Auto connect AP),WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,YB/Lost,0.1806,1-Critical
2024,CIE-4159,[LCFC][RYZEN][AX211][WIN11][Y760ACH_Killer1650xY770S_IAH_Killer1675i]Killer Control Center APP show Service not Running,Other,AMD Ryzen,AMD Ryzen,AMD Ryzen,High,Killer,0.1647,1-Critical
2024,,[Lenovo-IdeaPad][LNL][SV3][QiXia][EVT][FMP]Bluetooth YB,BT,Lunar Lake,,Lunar Lake,High,YB/Lost,0.199,2-High
2024,CIE-4154,"[TB G6+][AX211][MTL][Win11]i9 System occur ""Unknown software exception"" when restart (BSOD point to ICPS)",Other,Meteor Lake,Meteor Lake,Meteor Lake,High,BSOD,0.2114,2-High
2024,,[Lenovo ThinkPad_TPPS_MTL]System has BSOD 0x20001 while restart loop test,BT,Meteor Lake,,Meteor Lake,Medium,BSOD,0.2306,3-Medium
2024,,[lenovo_Thames_2] ANT tool shows no SAR table,Other,Lunar Lake,,Lunar Lake,High,BIOS,0.1314,2-High
2024,,[Yoga Slim 9_EVT_HF]music cant play with BT headset connected,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2092,2-High
2024,WIFI-404473,[Lenovo-Ideapad][Yoga Slim 9_EVT_HF][FmP][LNL][24H2]Show BSOD when restart. (FR:1/4 units; 2/20),WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,BSOD,0.1655,2-High
2024,,[Yoga Slim 9_EVT_HF]volume cant change  with BT headset connected,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2057,2-High
2024,,[Lenovo-IdeaPad][wistron][AX201/AX211][Win11_24H2]The screen have litter when connect monitor with miracast and play video,WiFi,Alder Lake,,Alder Lake,High,P2P,0.1785,2-High
2024,,[Lenovo-Thinkpad][Wistron][Curie-1][MTL-H][IntelBE200] RSSI test fail,WiFi,Meteor Lake,,Meteor Lake,High,HLK,0.1254,2-High
2024,,[Yoga Slim 9_EVT_HF] Conductive TX fail,WiFi,Lunar Lake,,Lunar Lake,Critical,Performance,0.1093,1-Critical
2024,,[lenovo_mtlh_missouri2][Win11][BE200]Cant connect to WiDi after S4,WiFi,Meteor Lake,,Meteor Lake,Low,P2P,0.1039,4-Low
2024,,"[Lenovo NEC][TopaZ][Bata][RPL-U][LCFC][HF][24H2][BE200]:WPA3 not supported in Mobile Hotspot by WLAN Driver.[F/R:6/6times,100%][2/2units]",WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,P2P,0.1366,2-High
2024,,[Lenovo IdeaPad][Y990-IRX][SS][RPL-X][LCFC][HF][Win11]Killer(R) Wi-Fi 6E AX1675i (AX211):Cant find 6G band wireless with country code set to us by ANT tool. FR: 5/5,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,Connectivity,0.1196,2-High
2024,,[NeverCrash] AV_Netwtw12!prvApSelectionPrepare on netwtw12.sys,WiFi,Alder Lake,,Alder Lake,High,P2P,0.1042,2-High
2024,,"[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP] The unit will not show WiFi-7 in network Properties(actual show WiFi-6 802.11ax) after connect to 2.4G and 5G networks with WiFi-7 protocol.(FR:2/2units,6/6cycles)",WiFi,Lunar Lake,,Lunar Lake,High,Performance,0.1297,2-High
2024,BT-236244,[Lenovo-IdeaPad[LNL][24H2][QiXia][FVT][FMP]bluetooth devices LOST,BT,Lunar Lake,Lunar Lake,Lunar Lake,Critical,Connectivity,0.1812,1-Critical
2024,WIFI-405608,[Lenovo][Thinkbook 13x][MTL-H] DDR RFIM is not working as expected,WiFi,Meteor Lake,Meteor Lake,,,Connectivity,0.1128,2-High
2024,,[FmP2][Thames-2][LNL] YB code 10 after reboot,WiFi,Lunar Lake,,Lunar Lake,Medium,YB/Lost,0.1499,3-Medium
2024,,[Lenovo ThinkPad JP][LCFC][T14s G3 P15v G3][ADL][AX211]AV_Netwtw12!prvApSelectionPrepare,WiFi,Alder Lake,,Alder Lake,Medium,P2P,0.1634,3-Medium
2024,,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX211]HLK-Bluetooth - CIS Establishment Test failed,BT,Meteor Lake,,Meteor Lake,High,HLK,0.271,2-High
2024,,[HLK][Thames-2][Fmp2][LNL] WLAN Device Capabilities Check FAILED,WiFi,Lunar Lake,,Lunar Lake,Medium,HLK,0.2795,3-Medium
2024,,[Thames-2][Fmp2][LNL] BSOD0x139 encountered after reboot,WiFi,Lunar Lake,,Lunar Lake,Medium,Performance,0.1181,3-Medium
2024,,"[Lenovo_YogaBook9][LCFC][SS][QS] [Win11 24H2][Yoga Book 9 13IMU9-Full]""Intel Wi-Fi 6E AX211 160MHz"" yellow bang during playing online video.(F/R:3/24units,3/10cycles)",Other,Meteor Lake,,Meteor Lake,High,P2P,0.1073,2-High
2024,,Testing IPS to ISvC flow Please ignore this case,BT,Arrow Lake,,Arrow Lake,Low,Connectivity,0.1727,4-Low
2024,,"[Lenovo JP3][AX211] AX211 BT lost, shows USB device YB in OS",BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,YB/Lost,0.2757,2-High
2024,,[Lenovo_NEC][LCFC][TopaZ][FVT][Win11 24H2 Beta] Bluetooth - LEExtendedAdvertising (Development and Integration),BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.1529,2-High
2024,,[Lenovo ThinkPad CN][LCFC][Triones_2.0_Intel_Win11_24H2][AX211]BT headset volume changed to 100 when connect BT headset then turn off and on BT function,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Critical,Connectivity,0.1982,1-Critical
2024,CIE-4204,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ICPS doesnt work on 24H2 without enabling Location access,Other,Meteor Lake,Meteor Lake,Meteor Lake,High,ICPS,0.1468,2-High
2024,WIFI-412917,[Lenovo][DT][Phone2PC APP][CML][AX201]P2P connection fail with phone,WiFi,Comet Lake,Comet Lake,Comet Lake,High,Performance,0.1434,2-High
2024,,[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP]WiFi devices lost when do MS test,WiFi,Lunar Lake,,Lunar Lake,High,YB/Lost,0.151,2-High
2024,,[Lenovo-IdeaPad[LNL][24H2][QiXia][FVT][FMP]bluetooth devices LOST while idle,BT,Lunar Lake,,Lunar Lake,Critical,YB/Lost,0.1713,1-Critical
2024,,[Lenovo][Compal][S590-15IRL9][JLS5I][RPL][Win11][SIT][24H2]Unit can sent file after connect two machine via Bluetooth but receiver system show catastrophic failure cannot get file.,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Medium,Connectivity,0.1792,3-Medium
2024,,"[LNL][BE201] WlanSVC is not working on 24H2 OS (FR: 2/100 Restart, 1/1 unit)",WiFi,Lunar Lake,,Lunar Lake,High,Sensing,0.1061,2-High
2024,,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] The music sound is distorted and has zizi noise with samsung Galaxy headset connected,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2346,2-High
2024,,"[LCFC][Dunan]BSOD(0x3b,point to BT) occurred during runin wb stress",BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,BSOD,0.3061,2-High
2024,WIFI-409998,[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP]BSOD with 0x139 when doing S4,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,BSOD,0.1968,2-High
2024,,[LCFC][Y580 IRX]MDA issue dump point to Netwtw12.sys,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,System Hang,0.1469,2-High
2024,,[Lenovo ThinkPad_TPPS_MTL]Intel Bluetooth has yelow mark code 52 while reboot,BT,Meteor Lake,,Meteor Lake,Low,Connectivity,0.159,4-Low
2024,,[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP]conductive test failed,WiFi,Lunar Lake,,Lunar Lake,High,UEFI,0.1088,2-High
2024,,[NEC][LCFC][TopaZ][FVT][Win11 24H2 Beta] Bluetooth - LEExtendedAdvertising (Development and Integration),BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.1559,2-High
2024,CIE-4212,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ICPS memory usage is high,Other,Meteor Lake,Meteor Lake,Meteor Lake,Medium,ICPS,0.1638,2-High
2024,CIE-4209,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ACM is renamed as Access Connectivity Manager and not consistent in UI.,Other,Meteor Lake,Meteor Lake,Meteor Lake,Medium,Connectivity,0.1497,3-Medium
2024,,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]Advanced Connectivity Manager is not translated in Chinese language,Other,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.1666,3-Medium
2024,,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] WiFi fail on ms stress sleepstudy report,WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1018,2-High
2024,,[LCFC][Y780 IRX]Intel WLAN/BT driver will be updated to newer version that has not submitted to WU.,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,Connectivity,0.1206,2-High
2024,,[LCFC][Y780 IRX]Intel WLAN/BT driver will be updated to newer version that has not submitted to WU.,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,Connectivity,0.1739,2-High
2024,,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] There are 14 HLK items for BT test fail.(FR:2 out of 2 times),BT,Meteor Lake,,Meteor Lake,High,HLK,0.2227,2-High
2024,CIE-4256,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]Open Taskbar Wi-Fi list and notice that Network is showing connected. ==> Problem 2,Other,Meteor Lake,Meteor Lake,,,Connectivity,0.1237,2-High
2024,,T16 Gen 1 - Intel AX211 Connection Dropping with Home router Arris TG4482A,WiFi,Alder Lake,,Alder Lake,Medium,Connectivity,0.1203,3-Medium
2024,,[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP][S790_15_LNL_FVT_HF_stress]SW date < 90% and HW date is 0%(Intel (R) WIFI 7 BE201 320mhz(\SB.PC00.cnvw)) after running stress_MS.(FR:3/35units;4/3648cycles),WiFi,Lunar Lake,,Lunar Lake,High,Power Consumption,0.2145,2-High
