issue_year,jira_id,jira_is_sw_change,ips_title,technology,platform,jira_platform,ips_platform,ips_created_date,ips_closed_date,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2023,,false,[Lenovo_Thinkpad][Wistron][Blanc/Cook][Meteor][AX211/BE200] Encounter BSOD Driver power state failure with TAT tool (DRIVER_POWER_STATE_FAILURE (9f)),BT,Meteor Lake,,Meteor Lake,2023-11-26 22:16:00,2024-01-09 00:00:00,High,BSOD,0.169,2-High
2023,,false,Motorola Ready for disconnection,WiFi,Tiger Lake,,Tiger Lake,2023-11-26 18:23:00,2024-01-13 00:00:00,High,Performance,0.1035,2-High
2023,,false,[Lenovo_IdeaPad][Hangzhou2.0][LCFC][SIT-QS][YB9-IMU][Windows11]Intel WLAN (AX211):Stress_MS_Hang up black screen actually 0x14F when run MS test(F/R:5/28units 5/29554cycles),WiFi,Meteor Lake,,Meteor Lake,2023-11-27 23:16:00,2024-01-13 00:00:00,Medium,Sensing,0.1146,3-Medium
2023,,false,[Lenovo][LCFC][Missouri2]Volume become loud while Bluetooth headphone reconnect,BT,Meteor Lake,,Meteor Lake,2023-11-28 05:41:00,2023-12-06 00:00:00,Medium,Connectivity,0.1873,3-Medium
2023,,false,"[MTL][BE200] SW/HW Drips are 0% and it points to BE200 WLAN (FR: 12/13 trials, 1/1 unit)",WiFi,Meteor Lake,,Meteor Lake,2023-11-28 16:51:00,2024-01-10 00:00:00,High,Power Consumption,0.3276,2-High
2023,,false,[lenovo][lcfc][Matterhorn][MTL][AX211][23H2][100%]Signal drop during D/L,WiFi,Meteor Lake,,Meteor Lake,2023-11-29 02:29:00,2023-12-06 00:00:00,High,Connectivity,0.122,2-High
2023,,false,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] Connected BT headset disconnects and then re-connect again,BT,Meteor Lake,,Meteor Lake,2023-12-04 23:43:00,2024-01-06 00:00:00,High,Connectivity,0.228,2-High
2023,,false,[BE200] BSOD 0x9f pointing to netwaw14.sys after resume from S4,WiFi,Meteor Lake,,Meteor Lake,2023-12-05 20:27:00,2024-01-09 00:00:00,High,BSOD,0.3034,2-High
2023,,false,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX211]Intel WLAN device shows YB when CB.,WiFi,Meteor Lake,,Meteor Lake,2023-12-06 21:20:00,2024-01-02 00:00:00,High,YB/Lost,0.1779,2-High
2023,,false,[Lenovo][LCFC][Missouri2]Jabra_evolve 75 headset dont appear after re-paired.,BT,Meteor Lake,,Meteor Lake,2023-12-06 01:40:00,2024-02-05 00:00:00,High,Connectivity,0.2338,2-High
2023,,false,[Lenovo Thinkpad][JingWei2.0][FVT][MTL-U/H][LCFC][HF][Win11]AX201 BT:EUT occur BSOD(Bugcheck:0x9F) when perform OPAL SSD encrypted by Winmagic SecDoc_9.0_SR4 tool.(FR:1/4units;1/4trials),BT,Meteor Lake,,Meteor Lake,2023-12-07 00:00:00,2024-02-05 00:00:00,Medium,BSOD,0.2209,3-Medium
2023,WIFI-363030,false,"[Lenovo][Huaqin][C790_Intel][Win11][IntelAX211&AX203]WLAN BT show YB during S4 stress.FR:3/35UUTs,3/10500cycles",WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2023-12-10 19:19:00,2024-01-16 00:00:00,High,YB/Lost,0.2172,1-Critical
2023,WIFI-363019,false,"[Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200]SIT1.0 SUT show BSOD(Stope code: DRIVER_POWER_STATE _FAILURE) during AC S4 (FR:1/15EUT,1/2610trials).",WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2023-12-11 03:28:00,2023-12-15 00:00:00,High,BSOD,0.2236,1-Critical
2023,WIFI-364091,false,"[lenovo][lcfc][Lam1][MTL][AX211][23H2][3/60]MHs client disconnect, w/o wifi list",WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2023-12-13 19:18:00,2024-04-01 00:00:00,High,Connectivity,0.1339,2-High
2023,,false,[Lenovo_ThinkPad_JP][THAMES][MTL][GfP2] BT device lost issue,BT,Meteor Lake,,Meteor Lake,2023-12-13 21:21:00,2024-03-12 00:00:00,High,YB/Lost,0.2937,2-High
2023,,false,[Lenovo][LCFC][Oak2][MTL]system BSOD 0x9F with Garfield Peak2,BT,Meteor Lake,,Meteor Lake,2023-12-13 23:41:00,2023-12-28 00:00:00,Medium,BSOD,0.28,3-Medium
2023,,false,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] Shown security type,WiFi,Meteor Lake,,Meteor Lake,2023-12-15 03:09:00,2024-01-19 00:00:00,Medium,Connectivity,0.1152,3-Medium
2023,,false,"[Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200] W10:W11:22H2:HLK: Bluetooth Audio A2DP feature detection, failed",BT,Meteor Lake,,Meteor Lake,2023-12-15 03:27:00,2024-01-09 00:00:00,High,HLK,0.2152,2-High
2023,WIFI-365608,true,[lenovo][lcfc][OAK-2][MTL][AX211][23H2][1/800 units]device lost @ restart,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2023-12-19 21:33:00,2024-03-17 00:00:00,High,YB/Lost,0.1563,2-High
2023,WIFI-366214,false,[Lenovo_Yoga_C990][Wenchang][LCFC][SIT]Intel WLAN (AX211):Intel PIE driver will be installed in the WinRE environment and the WiFi will disconnect then caused the CSR test fail.,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2023-12-21 01:51:00,2024-01-13 00:00:00,High,Connectivity,0.1253,2-High
2023,,false,[Lenovo Thinkpad][JingWei2.0][FVT][MTL-U/H][LCFC][HF][Win11]AX211 BT:The sound disappear about 2s from BLE headphone then immediately auto resume normally when disconnected BT device then connected BT device with music is played about 3s.,BT,Meteor Lake,,Meteor Lake,2023-12-24 18:51:00,2024-02-26 00:00:00,Medium,Connectivity,0.2162,3-Medium
2023,,false,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] 11ac_80MHzBW_Ch.157_Rx low throughput,WiFi,Meteor Lake,,Meteor Lake,2023-12-24 21:40:00,2024-05-19 00:00:00,High,Performance,0.2424,2-High
2023,,false,[Lenovo_Yoga_C990][Wenchang][LCFC][SIT]Intel BT (AX211):BLE BT headphone volume cant be mute by unit .,BT,Meteor Lake,,Meteor Lake,2023-12-25 02:05:00,2024-02-26 00:00:00,High,Connectivity,0.2307,2-High
2023,,false,(Copy Of 00853619) [Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] Pressing F1 could not mute sound output to BLE headset,BT,Meteor Lake,,Meteor Lake,2023-12-28 20:15:00,2024-01-24 00:00:00,High,Connectivity,0.2406,2-High
2023,,false,[Lenovo][LCFC][Missouri2][MTL]Bluetooth become unknow device while stress S4,BT,Meteor Lake,,Meteor Lake,2023-12-28 09:20:47,2024-01-26 10:05:50,Medium,Connectivity,0.1713,3-Medium
2023,WIFI-368602,true,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]BSOD 0x13A(Netwtw14!memFree) occurs when running WB stress test in product line,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2023-12-28 00:48:00,2024-03-12 00:00:00,High,BSOD,0.2017,2-High
2023,,false,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] BLE BT headphone volume cant be change after resume from S4/CB/WB,BT,Meteor Lake,,Meteor Lake,2023-12-28 20:10:00,2024-01-03 00:00:00,High,Connectivity,0.2091,2-High
2024,,false,[Lenovo][LCFC][Missouri2][MTL]Bluetooth become unknow device while stress,BT,Meteor Lake,,Meteor Lake,2024-01-01 22:21:00,2024-02-06 00:00:00,High,Connectivity,0.1829,2-High
2024,,false,"[Lenovo_Thinkpad][Wistron][Fenrir3][Meteor][AX211][FR:20%]SUT show event error(event ID: 5005, Netwtw14)",WiFi,Meteor Lake,,Meteor Lake,2024-01-02 02:27:00,2024-01-11 00:00:00,High,YB/Lost,0.1401,2-High
2024,,false,[lenovo_mtlh_missouri2][BE200][Win11]HLK MS test fail (SW DRIPS < 80%),WiFi,Meteor Lake,,Meteor Lake,2024-01-03 21:50:00,2024-01-09 00:00:00,Critical,Power Consumption,0.2369,1-Critical
2024,,false,[Lenovo_Yoga_C990][Wenchang][LCFC][SVT]Intel WLAN (AX211):wlan show YB when do MS test. FR: 1/30cycles,WiFi,Meteor Lake,,Meteor Lake,2024-01-04 19:10:00,2024-02-19 00:00:00,Critical,YB/Lost,0.1777,1-Critical
2024,,false,"[Lenovo-Ideapad][Baikal2.0-EVT][IRL][LCFC]Intel AX203/AX211 BT: After BT mouse and BT headset both connected to Unit, BT mouse show lag when play online music. (F/R:2/2units, 4/4 cycles)",BT,Meteor Lake,,Meteor Lake,2024-01-04 23:33:00,2024-04-01 00:00:00,High,Connectivity,0.2099,2-High
2024,WIFI-372728,false,[Lenovo][DT][Field_Issue][TGL][AX201]Intel AX201 WiFi connection is unstable and frequently disconnect from AP at home,WiFi,Tiger Lake,Tiger Lake,Tiger Lake,2024-01-06 18:42:00,2024-02-06 00:00:00,High,Performance,0.1116,2-High
2024,,false,[Lenovo-DT] Intel AX200 missing an encryption type - WPA3 Enterprise,WiFi,Comet Lake,,Comet Lake,2024-01-08 17:57:00,2024-02-13 00:00:00,High,Connectivity,0.1017,2-High
2024,,false,[Lenovo-DT] 3 WiFi options will show in task manager when setting the channel width for 5GHz to 20MHz only,WiFi,Unassigned,,Unassigned,2024-01-08 18:08:00,2024-03-17 00:00:00,High,P2P,0.1773,2-High
2024,,false,[Lenovo_mtl_Missouri2]The sound disappear about 2s from LE BT Galaxy Buds2 pro headphones then immediately auto resume normally when disconnected BT device then connected BT device with music is played about 3s,BT,Meteor Lake,,Meteor Lake,2024-01-09 22:37:00,2024-02-22 00:00:00,Medium,Connectivity,0.1901,3-Medium
2024,,false,[lenovo_mtlh_oak2][AX211][Win11]BSOD 0x13a during S4 stress test,WiFi,Meteor Lake,,Meteor Lake,2024-01-09 23:04:00,2024-01-14 00:00:00,High,BSOD,0.2313,2-High
2024,,false,[Lenovo_mtlh_oak2]System has BSOD 0x9F with USB XHCI,BT,Meteor Lake,,Meteor Lake,2024-01-09 21:37:00,2024-02-06 00:00:00,Medium,BSOD,0.3043,3-Medium
2024,WIFI-378827,false,"[Lenovo ThinkPad CN][LCFC][E14 G4 E15 G4][ADL][AX211,AX201,9560]0x9F_3_SETPOWER_IMAGE_Netwtw12.sys",WiFi,Alder Lake,Alder Lake,Alder Lake,2024-01-09 01:26:00,2024-02-25 00:00:00,Medium,P2P,0.1349,2-High
2024,,false,BE200 WLAN can connect to WPA3 Enterprise with expired cert,WiFi,Meteor Lake,,Meteor Lake,2024-01-10 15:48:00,2024-01-16 00:00:00,High,UEFI,0.1006,2-High
2024,WIFI-373349,false,[Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200][FR:100%]BE200 disconnect from AP under UEFI environment.,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2024-01-11 03:07:00,2024-03-13 00:00:00,High,UEFI,0.1341,2-High
2024,,false,[Lenovo_MTLH_marie_Curie-1]Bluetooth automatically disconnect .,BT,Meteor Lake,,Meteor Lake,2024-01-11 23:30:00,2024-02-12 00:00:00,High,Connectivity,0.2502,2-High
2024,,false,"[Lenovo_Thinkpad_China][Wistron][Fenrir3][Meteor][AX211]SUT shows ""Missing Device: Intel(R) Wireless Bluetooth(R), Former Status= OK""in log file during S4 longrun test in DC mode.(FR:2/8units, 2/640cycles)",BT,Meteor Lake,,Meteor Lake,2024-01-15 23:08:00,2024-01-29 00:00:00,High,Connectivity,0.1546,2-High
2024,,false,[Lenovo-DT][Tiny 6][AX200]Intel AX200 WiFi WoLAN test fail,WiFi,Comet Lake,,Comet Lake,2024-01-16 21:42:00,2024-02-26 00:00:00,High,HLK,0.1402,2-High
2024,WIFI-378432,true,"YB Error code 10 on WLAN device after restart (FR: 1/1 unit, 2/5 trials)",WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2024-01-17 23:09:00,2024-03-17 00:00:00,High,YB/Lost,0.2455,1-Critical
2024,,false,"[Lenovo][TB14_2-in-1_G4_MTL_SIT_Win11]Connecting the HUAWEI freebuds 4i Bluetooth headset during web video playback, the sound is output from the built-in speaker by default.",BT,Meteor Lake,,Meteor Lake,2024-01-19 17:23:00,2024-03-17 00:00:00,High,Connectivity,0.2015,2-High
2024,,false,[Lenovo-IdeaPad][LNL][SV3][QiXia][PreEVT][FMP]No bluetooth devices,BT,Lunar Lake,,Lunar Lake,2024-01-21 22:08:00,2024-03-23 00:00:00,High,Connectivity,0.2075,2-High
2024,,false,[Lenovo_Yoga_C990][Wenchang][LCFC][SIT]Intel BT (AX211): units show noise when use Unison app phone call,BT,Meteor Lake,,Meteor Lake,2024-01-25 17:24:00,2024-04-01 00:00:00,High,Connectivity,0.1968,2-High
2024,,false,"[Lenovo_mtlh_Missouri2]System mute, but sound still out from Galaxy Buds2 Pro",BT,Meteor Lake,,Meteor Lake,2024-01-26 02:36:00,2024-02-06 00:00:00,High,Connectivity,0.1846,2-High
2024,,false,[Lenovo][Compal][Thinkbook gen6+][MTL] BT device lost when run stress S0i3,BT,Meteor Lake,,Meteor Lake,2024-01-29 18:51:00,2024-04-27 00:00:00,High,YB/Lost,0.2188,2-High
2024,WIFI-392726,true,[Lenovo][Compal][Thinkbook gen6+][MTL] WLAN device show YB when run stress MS/CB,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2024-01-29 18:31:00,2024-04-09 00:00:00,High,YB/Lost,0.2173,2-High
2024,WIFI-382310,false,[Lenovo_IdeaPad_CSLP][QuZhou 6D][LCFC][SS][S590-MTL][Windows11]WLAN shwo YB when  connecting AP,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2024-01-31 23:38:00,2024-02-25 00:00:00,High,Sensing,0.1364,2-High
2024,,false,BSOD: WDF Violation encountered on TM-1 unit,WiFi,Meteor Lake,,Meteor Lake,2024-02-01 02:24:57,2024-02-14 01:45:16,High,BSOD,0.581,2-High
2024,WIFI-405541,false,[MTL][BE200] SW/HW DRIPS are <90% and it points to BE200 WLAN,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2024-02-02 00:24:00,2024-05-23 00:00:00,High,Power Consumption,0.4189,2-High
2024,WOT-41635,false,[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP]CITU Marginal testing failed,Other,Lunar Lake,Lunar Lake,Lunar Lake,2024-02-06 16:20:00,2024-03-09 00:00:00,High,Connectivity,0.1259,2-High
2024,WIFI-383978,true,[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP]WiFi YB after reboot,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,2024-02-06 16:15:00,2024-04-01 00:00:00,High,YB/Lost,0.1669,2-High
2024,,false,"[Lenovo_mtl_Missouri2]System cant remove Bluetooth headphone immediately,while Wifi connected.",BT,Meteor Lake,,Meteor Lake,2024-02-06 13:24:50,2024-02-22 10:52:59,Medium,Connectivity,0.1932,3-Medium
2024,,false,[lenovo_mtlh_missouri2][BE200][23H2][3/4trials] External screen freeze thru widi,WiFi,Meteor Lake,,Meteor Lake,2024-02-06 01:05:00,2024-04-27 00:00:00,High,P2P,0.1255,2-High
2024,,false,BSOD pointing to NETIO.sys,WiFi,Meteor Lake,,Meteor Lake,2024-02-13 17:50:00,2024-03-06 00:00:00,Medium,BSOD,0.6543,3-Medium
2024,,false,[Jaguar-3][RPL][AX211] Wifi randomly disconnects,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2024-02-20 17:06:00,2024-03-18 00:00:00,Medium,P2P,0.1778,3-Medium
2024,,false,[Lenovo_MTL_Matterhorn]Intel AX211 Bluetooth device YB after at power on / Shutdown cycles test.,BT,Meteor Lake,,Meteor Lake,2024-02-22 02:19:00,2024-04-15 00:00:00,High,YB/Lost,0.1679,2-High
2024,,false,[Lenovo Thinkpad][JingWei2.0][FVT][MTL-U/H][LCFC][HF][Win11]AX201 BT:EUT occur BSOD(Bugcheck:0x9F) when shutdown and the power on unit.(FR:1/20units;1/10trials),BT,Meteor Lake,,Meteor Lake,2024-02-25 23:18:00,2024-04-27 00:00:00,High,BSOD,0.1939,2-High
2024,,false,[Lenovo_ThinkBook_Plus][Gem][LCFC][SIT]Intel WLAN (AX211): Wlan show YB when connect AP.,WiFi,Meteor Lake,,Meteor Lake,2024-02-26 18:43:00,2024-04-09 00:00:00,High,YB/Lost,0.1672,2-High
2024,,false,[Lenovo-IdeaPad][LNL][SV3][QiXia][EVT][FMP]Bluetooth device lost when doing stress S4 and coldboot,BT,Lunar Lake,,Lunar Lake,2024-02-26 17:57:00,2024-04-13 00:00:00,Critical,YB/Lost,0.2365,1-Critical
2024,,false,[Lenovo-Ideapad][LNL][FmP]All BT devices will disconnect when send/receive files and play the music via BT device at the same time.,BT,Lunar Lake,,Lunar Lake,2024-02-27 00:12:00,2024-03-26 00:00:00,High,Connectivity,0.1635,2-High
2024,,false,[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP]conductive test failed,WiFi,Lunar Lake,,Lunar Lake,2024-03-03 18:55:00,2024-04-02 00:00:00,Critical,UEFI,0.1088,1-Critical
2024,,false,[Lenovo_ThinkPad_JP][THAMES-2][LNL][FmP2] CITU BRI cannot work,BT,Lunar Lake,,Lunar Lake,2024-03-03 21:33:00,2024-04-09 00:00:00,High,Connectivity,0.1391,2-High
2024,WIFI-392776,false,[AX211][MTL] YB encountered after resume from S4,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2024-03-04 18:11:00,2024-04-14 00:00:00,High,YB/Lost,0.1634,2-High
2024,,false,[Lenovo Thinkpad][JingWei2.0][FVT][MTL-U/H][LCFC][HF][Win11]AX211 WLAN: Wlan show YB when do WB test. FR: 1/50Units,WiFi,Meteor Lake,,Meteor Lake,2024-03-05 21:13:00,2024-04-09 00:00:00,High,YB/Lost,0.1668,2-High
2024,,false,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX211]HLK shows LE audio function test on OS 24H2.,BT,Meteor Lake,,Meteor Lake,2024-03-07 17:41:00,2024-04-09 00:00:00,High,HLK,0.1815,2-High
2024,,false,"[Lenovo][TB_1416_G7_MTL_SVT_Win11]Stress_S4_Event log show  BTHUSB ""error eventID 17""",BT,Meteor Lake,,Meteor Lake,2024-03-07 00:30:00,2024-04-13 00:00:00,Medium,Connectivity,0.1794,3-Medium
2024,,false,[Lenovo/SMB][Wistron][MTL][AX203][Wlan]Yellow  markerror code 10appears during,WiFi,Meteor Lake,,Meteor Lake,2024-03-10 22:26:00,2024-04-22 00:00:00,High,YB/Lost,0.1122,2-High
2024,,false,[Lenovo/SMB][Wistron][MTL][AX203][BT ]System hang crash and abnormal shutdown du,BT,Meteor Lake,,Meteor Lake,2024-03-10 20:31:00,2024-04-13 00:00:00,High,System Hang,0.2413,2-High
2024,,false,"[Lenovo][Compal][Thinkbook gen6+][MTL] Stress_WiFi S4,Eventlog show error(ID:17)",BT,Meteor Lake,,Meteor Lake,2024-03-11 20:53:00,2024-04-13 00:00:00,Medium,Connectivity,0.1621,3-Medium
2024,WOT-43224,false,[Lenovo] [Inhouse][Shangri-la]]LNL-M][EVT][BE201][100%]CITU marginal test always failed,Other,Lunar Lake,Lunar Lake,Lunar Lake,2024-03-12 22:57:00,2024-04-09 00:00:00,High,Connectivity,0.1149,3-Medium
2024,,false,[Yoga Slim 9_EVT_HF_stress]The OSAging result show BT lost,BT,(missing),,,2024-03-13 19:54:00,2024-06-16 00:00:00,High,Connectivity,0.2076,2-High
2024,,false,"[Yoga Slim 9_EVT_HF]""Intel(R)Wi-Fi 7 BE201 320MHz"" YB shows in Device Management",WiFi,Lunar Lake,,Lunar Lake,2024-03-13 19:58:00,2024-04-27 00:00:00,High,YB/Lost,0.185,2-High
2024,,false,"[Yoga Slim 9_EVT_HF]The unit has no sound output from BT headset and then auto disconnect.(FR:2/2units,4/20cycles)",BT,Lunar Lake,,Lunar Lake,2024-03-13 20:02:00,2024-04-22 00:00:00,High,Connectivity,0.2563,2-High
2024,,false,"[Yoga Slim 9_EVT_HF]BT mouse/keyboard cannot be removed.(FR:1/2units,2/10cycles)",BT,Lunar Lake,,Lunar Lake,2024-03-13 20:05:00,2024-04-22 00:00:00,High,Connectivity,0.2231,2-High
2024,,false,[TB1416G7]System run MS stress test occurred hang up with mouse cursor can move.,BT,Meteor Lake,,Meteor Lake,2024-03-13 23:45:00,2024-04-27 00:00:00,Critical,System Hang,0.2586,1-Critical
2024,,false,[Huaqin][Lenovo][S790][MTL-H][AX211]BSOD 0x3B occurred during coldboot test.,BT,Meteor Lake,,Meteor Lake,2024-03-15 05:43:00,2024-04-07 00:00:00,High,BSOD,0.2288,2-High
2024,,false,[TM-1][MTL][BE200} Black screen was encountered and dump points to WLAN driver,WiFi,Meteor Lake,,Meteor Lake,2024-03-18 18:46:00,2024-04-09 00:00:00,High,P2P,0.0962,2-High
2024,,false,[Lenovo][Compal][Y790s-16IRX][MTL]BT HLK test fail with 24H2 OS.,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2024-03-19 20:21:00,2024-05-07 00:00:00,High,HLK,0.3351,2-High
2024,WIFI-398118,false,[Lenovo_ThinkPad_JP][THAMES][MTL][GfP2] Wi-Fi YB after reboot in Shipping mode,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2024-03-19 18:08:00,2024-04-27 00:00:00,Critical,YB/Lost,0.1611,2-High
2024,,false,WLAN device show YB after connect to internal,WiFi,(missing),,,2024-03-20 18:34:00,2024-12-30 00:00:00,High,YB/Lost,0.2245,2-High
2024,WIFI-399008,false,[Thinkbook][AX211][MTL][Win11]WLAN device show YB after resume from MS (Auto connect AP),WiFi,Meteor Lake,Meteor Lake,Meteor Lake,2024-03-22 23:26:00,2024-07-02 00:00:00,High,YB/Lost,0.1806,1-Critical
2024,,false,[Lenovo-IdeaPad][LNL][SV3][QiXia][EVT][FMP]Bluetooth YB,BT,Lunar Lake,,Lunar Lake,2024-03-27 22:53:00,2024-04-30 00:00:00,High,YB/Lost,0.199,2-High
2024,,false,[Lenovo ThinkPad_TPPS_MTL]System has BSOD 0x20001 while restart loop test,BT,Meteor Lake,,Meteor Lake,2024-03-29 02:37:00,2024-06-16 00:00:00,Medium,BSOD,0.2306,3-Medium
2024,,false,[Yoga Slim 9_EVT_HF]volume cant change  with BT headset connected,BT,Lunar Lake,,Lunar Lake,2024-04-01 18:46:00,2024-06-09 00:00:00,High,Connectivity,0.2057,2-High
2024,,false,[lenovo_Thames_2] ANT tool shows no SAR table,Other,Lunar Lake,,Lunar Lake,2024-04-01 02:46:00,2024-05-19 00:00:00,High,BIOS,0.1314,2-High
2024,,false,[Yoga Slim 9_EVT_HF]music cant play with BT headset connected,BT,Lunar Lake,,Lunar Lake,2024-04-01 18:45:00,2024-06-09 00:00:00,High,Connectivity,0.2092,2-High
2024,WIFI-404473,false,[Lenovo-Ideapad][Yoga Slim 9_EVT_HF][FmP][LNL][24H2]Show BSOD when restart. (FR:1/4 units; 2/20),WiFi,Lunar Lake,Lunar Lake,Lunar Lake,2024-04-02 00:36:00,2024-05-07 00:00:00,High,BSOD,0.1655,2-High
2024,,false,[Lenovo-Thinkpad][Wistron][Curie-1][MTL-H][IntelBE200] RSSI test fail,WiFi,Meteor Lake,,Meteor Lake,2024-04-07 23:10:00,2024-07-24 00:00:00,High,HLK,0.1254,2-High
2024,,false,[Yoga Slim 9_EVT_HF] Conductive TX fail,WiFi,Lunar Lake,,Lunar Lake,2024-04-07 22:53:00,2024-05-26 00:00:00,Critical,Performance,0.1093,1-Critical
2024,,false,[Lenovo-IdeaPad][wistron][AX201/AX211][Win11_24H2]The screen have litter when connect monitor with miracast and play video,WiFi,Alder Lake,,Alder Lake,2024-04-08 00:04:00,2024-05-26 00:00:00,High,P2P,0.1785,2-High
2024,,false,"[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP] The unit will not show WiFi-7 in network Properties(actual show WiFi-6 802.11ax) after connect to 2.4G and 5G networks with WiFi-7 protocol.(FR:2/2units,6/6cycles)",WiFi,Lunar Lake,,Lunar Lake,2024-04-09 20:15:00,2024-05-26 00:00:00,High,Performance,0.1297,2-High
2024,,false,[NeverCrash] AV_Netwtw12!prvApSelectionPrepare on netwtw12.sys,WiFi,Alder Lake,,Alder Lake,2024-04-09 19:18:00,2024-04-10 00:00:00,High,P2P,0.1042,2-High
2024,,false,[Lenovo IdeaPad][Y990-IRX][SS][RPL-X][LCFC][HF][Win11]Killer(R) Wi-Fi 6E AX1675i (AX211):Cant find 6G band wireless with country code set to us by ANT tool. FR: 5/5,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2024-04-09 20:05:00,2024-05-07 00:00:00,High,Connectivity,0.1196,2-High
2024,,false,[lenovo_mtlh_missouri2][Win11][BE200]Cant connect to WiDi after S4,WiFi,Meteor Lake,,Meteor Lake,2024-04-09 00:08:00,2024-04-16 00:00:00,Low,P2P,0.1039,4-Low
2024,BT-236244,false,[Lenovo-IdeaPad[LNL][24H2][QiXia][FVT][FMP]bluetooth devices LOST,BT,Lunar Lake,Lunar Lake,Lunar Lake,2024-04-10 17:31:00,2024-06-16 00:00:00,Critical,Connectivity,0.1812,1-Critical
2024,,false,[Lenovo ThinkPad JP][LCFC][T14s G3 P15v G3][ADL][AX211]AV_Netwtw12!prvApSelectionPrepare,WiFi,Alder Lake,,Alder Lake,2024-04-10 19:48:00,2024-05-19 00:00:00,Medium,P2P,0.1634,3-Medium
2024,,false,[FmP2][Thames-2][LNL] YB code 10 after reboot,WiFi,Lunar Lake,,Lunar Lake,2024-04-11 00:16:00,2024-05-19 00:00:00,Medium,YB/Lost,0.1499,3-Medium
2024,,false,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX211]HLK-Bluetooth - CIS Establishment Test failed,BT,Meteor Lake,,Meteor Lake,2024-04-14 20:33:00,2024-05-12 00:00:00,High,HLK,0.271,2-High
2024,,false,[HQ][Lenovo][S790] all Units only when modifying the Country code for South Korea and Chile can search for 6G hotspotsother Country code fail,WiFi,Meteor Lake,,Meteor Lake,2024-04-14 20:25:00,2024-06-16 00:00:00,High,Connectivity,0.1285,2-High
2024,,false,[HLK][Thames-2][Fmp2][LNL] WLAN Device Capabilities Check FAILED,WiFi,Lunar Lake,,Lunar Lake,2024-04-16 21:06:00,2024-05-19 00:00:00,Medium,HLK,0.2795,3-Medium
2024,,false,[Thames-2][Fmp2][LNL] BSOD0x139 encountered after reboot,WiFi,Lunar Lake,,Lunar Lake,2024-04-16 21:36:00,2024-04-24 00:00:00,Medium,Performance,0.1181,3-Medium
2024,,false,[Lenovo ThinkPad CN][LCFC][Triones_2.0_Intel_Win11_24H2][AX211]BT headset volume changed to 100 when connect BT headset then turn off and on BT function,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2024-04-18 22:47:00,2024-06-16 00:00:00,Critical,Connectivity,0.1982,1-Critical
2024,,false,Testing IPS to ISvC flow Please ignore this case,BT,Arrow Lake,,Arrow Lake,2024-04-18 06:24:33,2024-04-18 06:31:42,Low,Connectivity,0.1727,4-Low
2024,,false,"[Lenovo JP3][AX211] AX211 BT lost, shows USB device YB in OS",BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2024-04-19 05:07:00,2024-06-16 00:00:00,High,YB/Lost,0.2757,2-High
2024,WIFI-412917,false,[Lenovo][DT][Phone2PC APP][CML][AX201]P2P connection fail with phone,WiFi,Comet Lake,Comet Lake,Comet Lake,2024-04-24 22:49:00,2024-06-24 00:00:00,High,Performance,0.1434,2-High
