issue_year,jira_id,jira_is_sw_change,ips_title,technology,platform,jira_platform,ips_platform,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2021,CIE-1094,true,"[Lenovo][Y760S-ACH D/H][KCC 3.0][1650X killer]The pop-up window suggesting network improvements does not pop up.(F/R:2/2 units,4/4 times)",Other,Alder Lake,Alder Lake,,,Connectivity,0.1299,2-High
2021,,,"[Lenovo][Wistron][ThinkBook 13x Gen 2][ADL][AX201][Win11][100%]Display mode not ""Duplicate"" mode after disconnect and then reconnect miracast/PC under ""Duplicate"" mode",WiFi,Alder Lake,,Alder Lake,,P2P,0.1612,(missing)
2021,,,"[Lenovo LCFC][Griffin/Roc]Sound output is delay(few secs) when connect slowly to played back on paired BT Headset/Speakers or need to change Sound output by manually from Unit's Speakers to BT device.(FR: 2/5units, 3/4trials)",BT,(missing),,,,Connectivity,0.1977,(missing)
2021,,,[Lenovo-IdeaPad] [Compal][S560Pro-14ACN][AMD Cezanne][AX200][20H2 & Win11] AX200 Module Device lost when cold Boot.(F/R: 2/2),WiFi,(missing),,,,YB/Lost,0.1639,(missing)
2021,WIFI-165589,false,[Lenovo-DT][ADL-B660][IC G5][Win11] WiFi can't connect to AP (Hide SSID) in 6GHz band,WiFi,Alder Lake,Alder Lake,,,Performance,0.1104,2-High
2021,,,Lenovo-LCFC Y570P_ALD_P_CNVI Card 9560_Win11 21H2 build 22000.194_100%_ power consumption is big in S5 status on ALD_P platform,WiFi,(missing),,,,UEFI,0.1002,(missing)
2021,,,[Lenovo_AIO][Compal][A370_22/24/27IAP] [Alder Lake-P][Intel 9560/AX201][W10/Win11]Units Bluetooth device show yellow bang in the device manager when running CB/WB 250 stress.,BT,Alder Lake,,Alder Lake,,YB/Lost,0.1565,(missing)
2021,,,[Lenovo-ThinkPad][Wistron][ThinkPad L13 Gen 3/ThinkPad L13 Yoga Gen 3/ThinkPad S2 Gen 7/ThinkPad S2 Yoga Gen 7][ADL-P][AX211][AX201][Win10&Win11][100%][Fenrir_Intel]FVT1.01:Bluetooth Headset/Speaker can't be detected in Sound Recording Properties,BT,Alder Lake,,Alder Lake,,Connectivity,0.2325,(missing)
2021,,,[Lenovo-ThinkBook][Wistron][13S][ADL-P][AX201][Window11][100%]CNVI is still active under IDLE,WiFi,Alder Lake,,Alder Lake,,Performance,0.1086,(missing)
2021,,,"[Lenovo-Thinkpad][LCFC][K14 Pacman Intel][TGL][TYP2][Win10]Connected 6G AP happen disconnected and no WIFI problem on Win11.(FR:2/2 units,4/4cycles)",WiFi,Tiger Lake,,Tiger Lake,,Connectivity,0.1372,(missing)
2021,,,[Lenovo][bitland][Flex3-11IGL05][Intel®  Wireless-AC 9462][ Intel 9560 2x2ac][21H2][100% F/R 7/7] WHLK test BT driver failer,BT,(missing),,,,Connectivity,0.1611,(missing)
2021,WIFI-166770,false,[Lenovo_IdeaPad][LCFC][C970][ADL-P][AX211][FVT]Stress_FB_The unit is shutdown when run FB/WB/MS test(F/R:2/4U 2/314cycles),WiFi,Alder Lake,Alder Lake,,,P2P,0.1251,2-High
2021,CIE-1103,false,No message to inform user ICPS is still running in the background.,Other,Alder Lake,Alder Lake,,,ICPS,0.1754,3-Medium
2021,CIE-1106,true,[ICPS] No test report and spec share for PC version release,Other,Alder Lake,Alder Lake,,,ICPS,0.2202,2-High
2021,CIE-1105,true,[Lenovo Japan][ICPS]MIT and MPL component information is missing in the license file,Other,Alder Lake,Alder Lake,,,ICPS,0.1783,2-High
2021,CIE-1104,true,ICPS window auto changes from full-screen to normal size,Other,Alder Lake,Alder Lake,,,ICPS,0.2757,3-Medium
2021,CIE-1113,true,[ICPS]Cannot open the ICPS app for the second time under JP OS,Other,Alder Lake,Alder Lake,,,ICPS,0.2745,2-High
2021,,,[Win11][22.80.1.1][BSOD] [DRIVER_POWER_STATE_FAILURE (0x9f) > USBHUB3.sys],BT,(missing),,,,BSOD,0.4179,(missing)
2021,,,[Lenovo ThinkPad China][LCFC][]L1415 AMD][AX200]OS build Win11 22000.194: Intel Bluetooth has Yellow band during Restart stress test by LongRun,BT,(missing),,,,Connectivity,0.1299,(missing)
2021,BT-48932,false,[Lenovo-Ideapad][Compal]S570][ADL-P][Win11] - Intel AX201 BT Device lost on Device Manager. ( F/R: 100%),BT,Alder Lake,Alder Lake,,,YB/Lost,0.1877,2-High
2021,WIFI-169072,false,[Lenovo-IdeaPad][ADL][S970][win11][FVT][GFP]OS show BSOD when OOBE,WiFi,Alder Lake,Alder Lake,,,BSOD,0.2041,2-High
2021,,,[Lenovo ThinkPad JP][Jaguar-2][Windows11][Gfp2] Wifi performance degrades on DC mode,WiFi,(missing),,,,Performance,0.1744,(missing)
2021,CIE-1126,true,[Lenovo ThinkPad JP][ICPS][Security]High level document needed for Security Review,Other,Alder Lake,Alder Lake,,,ICPS,0.1484,1-Critical
2021,CIE-1135,true,"[Lenovo ThinkPad JP][ICPS] Error ID 16(Intel Connectivity Sevice) was found during Restart stress test by LongRunATS_AOAC_v4.08 tool.(F/R:12/22 units, 1800/3300 total trials)",Other,Alder Lake,Alder Lake,,,ICPS,0.1089,1-Critical
2021,,,(Copy Of 00626735) Lenovo ThinkPad CN][LCFC][E480 E580 3165 20H1 20H2]Process22.80.0.9/22.50.0.7 WLAN package for E480 E580 R480 3165 WU was rejected by MS,WiFi,(missing),,,,Performance,0.0947,(missing)
2021,,,[Lenovo LCFC][Griffin/Roc]WRT 22.90.0.6 Sniffer tool no 6G Band&Channel to select,WiFi,(missing),,,,BIOS,0.164,(missing)
2021,,,[Lenovo LCFC][Griffin/Roc]Connected WiFi 6G AP auto-disconnect after hibernate resume.,WiFi,(missing),,,,P2P,0.1236,(missing)
2021,,,[Lenovo-DT][ADL-Q670][Tiny8][Win11] PC audio control panel can't show volume change when adjust the volume by connected BT SPK,BT,Alder Lake,,Alder Lake,,Connectivity,0.1955,(missing)
2021,WIFI-174826,false,[Lenovo-Thinkpad][Wistron][Fenrir Intel][ADL][IntelAX211] WiFi6E WiFi throughput test fail,WiFi,Alder Lake,Alder Lake,,,Performance,0.161,2-High
2021,,,[Lenovo LCFC][Thor-P 3]Sound output from System Speakers not Bluetooth Headset after Shift Shutdown/Restart on non-A2DP.(FR: 2/2units; 3/3total trials),BT,(missing),,,,Connectivity,0.2291,(missing)
2021,,,[Lenovo LCFC][Thor-P 3]Sound output from Bluetooth headset will delay over 10 secs on non-A2DP.(FR: 2/2units; 3/3total trials),BT,(missing),,,,Connectivity,0.2257,(missing)
2021,,,"[Jaguar-2,Panther-2][22.90.0.4][W11] Bluetooth Driver starts Tile Ring spontaneously without Tile request from the host.",BT,(missing),,,,Connectivity,0.1732,(missing)
2021,,,[Lenovo-IdeaPad][LCFC][C970 ADL][SIT][Win11]Pair message sometimes not appear when use BLE mouse with BT Swift Pair,BT,Alder Lake,,Alder Lake,,Connectivity,0.1778,(missing)
2021,,,[Lenovo][Wistron][ThinkBook 13x Gen 2][ADL][AX201][Win11][33%]FVT2: SUT show BSOD:bugcode ndis driver during S4 stress,WiFi,Alder Lake,,Alder Lake,,BSOD,0.169,(missing)
2021,,,[Lenovo-Ideapad][Compal][V350][ADL-P][Win11] AX211 WLAN card Wifi auto disconnect when run Wifi S0i3 w/ 6G network,WiFi,Alder Lake,,Alder Lake,,P2P,0.1238,(missing)
2021,,,[Lenovo-IdeaPad][LCFC][C770 ADL][FVT][Win11]Reconnect BT headset fail and connect option couldn't work (change to grey) when connected multi BT devices,BT,Alder Lake,,Alder Lake,,Connectivity,0.1837,(missing)
2021,CIE-1151,false,"[LCFC][Win11.9][Y760 ACH D/H][Killer control center_Killer1650x]The Killer app will hang after apply extend current network or create hotspot function in Killer Control Center app.(F/R:2/2 units,2/8 times)",Other,AMD Cezanne,AMD Cezanne,,,Killer,0.2134,2-High
2021,CIE-1156,true,[ICPS]AP password windows always keep on the top,Other,Alder Lake,Alder Lake,,,ICPS,0.312,3-Medium
2021,CIE-1155,true,[ICPS] ICPS cant open by single click the icon in system tray,Other,Alder Lake,Alder Lake,,,ICPS,0.3658,3-Medium
2021,CIE-1162,true,[Lenovo ThinkPad JP][ICPS]The ICPS GUI cannot open under a multi-user account(FR:2/2),Other,Alder Lake,Alder Lake,,,ICPS,0.2344,1-Critical
2021,,,"[ThinkPad JP LCFC_Lark][WW42][CcP Wifi 22.70.0.6] AppCrash WLANExt.exe, ModName=WAPIIHV.dll, Exception=0xc0000005 after S4 using LongRunATS_AOAC_v4.0. [FR: 1/600, 1/1 machines].",WiFi,(missing),,,,YB/Lost,0.1123,(missing)
2021,,,[Lenovo_DT][ECS][ADL-S][CSLP][Legion T7] AX201 wireless network card will show a yellow mark after global reset,WiFi,Alder Lake,,Alder Lake,,YB/Lost,0.1102,(missing)
2021,CIE-1230,true,[ICPS]V1.1021.1111.2 ICPS GUI cant open after preload on C970 and TB 13X,Other,Alder Lake,Alder Lake,,,ICPS,0.4796,1-Critical
2021,WIFI-175138,false,[Lenovo-Ideapad][Compal]S570][ADL-P][Win11]- Intel 9560 Wlan Device show yellow bang on Device Manager. ( F/R: >50%),WiFi,Alder Lake,Alder Lake,,,YB/Lost,0.1609,2-High
2021,,,[Titan 3.0 Lenovo-Thinkbook][Compal][Titan 3.0][ADL][AX201/AX211/9560][Win11][70%~90%][Titan3.0 14&15_FVT] ]WIFI re-connect time from S4 over spec (spec:<2s),WiFi,Alder Lake,,Alder Lake,,Performance,0.1104,(missing)
2021,,,[Lenovo ThinkPad JP][ICPS]FPS and Latency are not optimized before and after game mode is proritized,Other,(missing),,,,ICPS,0.1815,(missing)
2021,,,Customer Issue[Lenovo ThinkPad JP][LCFC][Tiger Serval X13 T14s Gen2 intel][AX210]] AX210 WLAN show Yellow band in device manager,WiFi,(missing),,,,BIOS,0.1462,(missing)
2021,,,[Lenovo-Ideapad][Compal][V350][ADL-P][Win11] Unit can't search network or WLAN show yellow bang or device lost in device manager after preload image.(,WiFi,Alder Lake,,Alder Lake,,YB/Lost,0.1983,(missing)
2021,,,"[Lenovo-ThinkPad][Wistron][ThinkPad L13 Gen 3][Fenrir_Intel_Win11] FVT2.01: IntelAX211 WLAN show Yellow Mark in DM after reboot when turn off WLAN.(FR: 2/2 units, 4/4 cycles)",WiFi,(missing),,,,Connectivity,0.1248,(missing)
2021,WOT-6415,false,[Lenovo] [in-house Y770-16 ADL H55] [Intel Killer 1675i][AX211NGW] [win11] [F/R 100%] can't run CITU tool to test CNVi normally,Other,Alder Lake,Alder Lake,,,OEM Tools,0.1254,2-High
2021,,,[Lenovo-Ideapad][Compal][V350][ADL-P][Win11] AX211/9560 WLAN card unit SW/HW Drips show 0% after resume from MS.,WiFi,Alder Lake,,Alder Lake,,Power Consumption,0.29,(missing)
2021,,,[Lenovo-IdeaPad][ADL][S970][win11][FVT][GFP]Ax211 showed YB in device managerment,WiFi,Alder Lake,,Alder Lake,,YB/Lost,0.1645,(missing)
2021,CIE-1233,true,"[ICPS] The ""key"" icon not appear after input AP password and connected",Other,Alder Lake,Alder Lake,,,ICPS,0.2331,3-Medium
2021,,,[Lenovo][HUAQIN][Thinkbook Gen4][ADL] UUT will shows BSOD(0x9f) point to BTHa2dp after open airplane mode and reboot UUT,BT,Alder Lake,,Alder Lake,,BSOD,0.2061,(missing)
2021,BT-49628,false,[Accessories_Certification][Lenovo Go][4.3.4.2] Advertising Duty Cycle complaint test is not meeting the SPEC requirement,BT,Alder Lake,Alder Lake,,,Connectivity,0.1852,2-High
2021,,,[Lenovo ThinkPad JP][Wistron][X1 Nano Gen2][ADL][AX211][21H2][100%]Zeus2_vPro_W11: 21H2: HLK:  Bluetooth A2dp related test items can't be loaded on HLK due to BIOS not support this function yet.,BT,Alder Lake,,Alder Lake,,HLK,0.2089,(missing)
2021,,,[Lenovo-DT][ADL-Q670][M90t/s][Win11] BT will disconnect automaticly when playing music with EDIFIER W200BT headsets,BT,Alder Lake,,Alder Lake,,Connectivity,0.1788,(missing)
2021,,,[Lenovo-Ideapad][Compal][S570Pro][ADL-P][Win11] AX201 Intel Wireless Bluetooth shows yellow bang during S4 stress F/R: 1/100(cycle),BT,Alder Lake,,Alder Lake,,YB/Lost,0.1493,(missing)
2021,BT-50614,false,[Lenovo ThinkPad JP][jaguar_2_panther_2][ADL-P][[Tile Ring]] BTdevice is reset during S5 boot w/ fast startup disabled,BT,Alder Lake,Alder Lake,,,Connectivity,0.1388,2-High
2021,,,[Lenovo][HUAQIN][Thinkbook Gen4][ADL] AX201/211 wlan card will failed in wifi ping test(cannot re-connect after wake up from S4),WiFi,Alder Lake,,Alder Lake,,Sensing,0.1187,(missing)
2021,WIFI-177102,false,[Lenovo IdeaPad][LCFC] Intel WLAN 22.80.0.9 WU submission rejected - vso 37107136,WiFi,Tiger Lake,Tiger Lake,,,Connectivity,0.1015,2-High
2021,WIFI-177227,true,[Lenovo ThinkPad JP][LCFC][P15 P17][AX210]] AX210 WLAN show Yellow band in device manager when connect Enterprise-class router AX,WiFi,Tiger Lake,Tiger Lake,,,BIOS,0.138,2-High
2021,CIE-1239,true,[ICPS] Forgot Wifi connection not work well for ICPS sometimes,Other,Alder Lake,Alder Lake,,,ICPS,0.3721,2-High
2021,CIE-1240,true,"[ICPS]""Automatically switch to a better network"" and ""pop up notification for better AP"" not work sometimes",Other,Alder Lake,Alder Lake,,,ICPS,0.2316,2-High
2021,,,Lenovo A860_A960_SDV_SIT Build_Long Run fail with Intel BT yellow mark,BT,(missing),,,,Connectivity,0.1654,(missing)
2021,WIFI-177917,false,[Lenovo-Ideapad][ACE_inhouse][S970][ADL-P][AX211][Win11]3.3V module power consumption more than 15mW in MS airplane mode after Reboot ( F/R: 100%),WiFi,Alder Lake,Alder Lake,,,Connectivity,0.1034,3-Medium
2021,,,[Lenovo Thinkpad JP][LCFC][JP6A0JP6T0_Thor-P3][Alder lake-P][AX211][Win11]Wifi6E air t-put performance cannot meet Lenovo specification,WiFi,Alder Lake,,Alder Lake,,Performance,0.1891,(missing)
2021,,,"[Lenovo-Ideapad][Compal][S570Pro][ADL-P][Win11] Stress_MS_Test: Device Manager show yellow bang at ""Intel(R)Wireless_AC 9560"". (F/R:3/20, 12/1400)",WiFi,Alder Lake,,Alder Lake,,YB/Lost,0.1299,(missing)
2021,CIE-1247,false,"[ICPS]The ""Connect"" button in notification banner not work",Other,Alder Lake,Alder Lake,,,ICPS,0.2609,3-Medium
2021,CIE-1245,false,[ICPS]Cant open ICPS GUI in All app for the 2nd time under CN and US OS on C970,Other,Alder Lake,Alder Lake,,,ICPS,0.2871,2-High
2021,,,"[Lenovo][Wingtech][D570][ADL-P][Win11]Intel AX211 Bluetooth, The function of the Input BT device will be lost after resume from S4/CB",BT,Alder Lake,,Alder Lake,,Connectivity,0.1771,(missing)
2021,,,[Lenovo-IdeaPad][ADL][S970][win11][FVT][GFP]BT page delay 5s to turn off successfullly after pair with other PC/phone or connect BT headset/speaker for Intel wlan card,BT,Alder Lake,,Alder Lake,,Connectivity,0.1643,(missing)
2021,,,[Lenovo][Wingtech][D570][ADL-P][Win11]Intel AX211 Bluetooth's REG_DWORD value of Sco Support Type in Regedit is <0x0> which is incorrectly.,BT,Alder Lake,,Alder Lake,,Connectivity,0.1728,(missing)
2021,,,[Lenovo-DT][ADL-Q670][M80q][Win11] BT yellow bang when run S3/S4 stress test,BT,Alder Lake,,Alder Lake,,YB/Lost,0.1624,(missing)
2021,WIFI-179112,false,[Lenovo-IdeaPad][ADL][S970][win11][FVT][GFP]system show bsod when run warmboot related to ax211,WiFi,Alder Lake,Alder Lake,,,BSOD,0.2265,2-High
2021,,,[Lenovo-IdeaPad][ADL][S970][win11][FVT][GFP]bluetooth change from intel driver to inbox driver? and show yellow bang,BT,Alder Lake,,Alder Lake,,Connectivity,0.1581,(missing)
2021,,,"[Lenovo ThinkPad JP LCFC][Thor-P 3]Intel(R) Wireless Bluetooth(R) show Yellow-bang (Error:43) during hibernate stress test by auto-stress tool.(F/R:4/10 units,4/2500 total trials)",BT,(missing),,,,YB/Lost,0.1515,(missing)
2021,,,[Lenovo ThinkPad JP][jaguar_2_panther_2][ADL-P][[Tile Ring]] BTdevice is reset during S5 boot w/ fast startup disabled,Other,Alder Lake,,Alder Lake,,Connectivity,0.1007,(missing)
2021,,,"[Lenovo][HUAQIN][Thinkbook Gen4][ADL]BT mouse has a delay about one second after idle BT mouse about 3s.(FR:4/4 units,18/65 times)",BT,Alder Lake,,Alder Lake,,Performance,0.1952,(missing)
2021,,,"[Lenovo][HUAQIN][Thinkbook Gen4][ADL]BT mouse has a delay about one second after idle BT mouse about 10s.(FR:4/4 units,12/65 times)",BT,Alder Lake,,Alder Lake,,Performance,0.1952,(missing)
2021,CIE-1284,true,[ICPS]Error ID 1000 Application IDBWM.exe crash happens during restart stress test on T15p Gen3(F/R:1/16 units),Other,Alder Lake,Alder Lake,,,ICPS,0.1724,3-Medium
2021,CIE-1285,true,[ICPS]Error ID 1000 (Intelconnect.exe) was found during Restart test on T16/P16s(F/R:1/25 units),Other,Alder Lake,Alder Lake,,,ICPS,0.1869,3-Medium
2021,,,[Lenovo ThinkPad JP][Alderlake][Intel AX211][NDA Project V][AX211 WIFI conductive thoughput issue],WiFi,Alder Lake,,Alder Lake,,P2P,0.1316,(missing)
2021,,,"[Lenovo][HUAQIN][Thinkbook Gen4][ADL]The Windows WiFi UI icon lost, but the wlan card still can be found in device manager(AX201/211)",WiFi,Alder Lake,,Alder Lake,,YB/Lost,0.1306,(missing)
2021,,,[Lenovo-DT][ADL-Q670][M90t/s][Win11] BT device lost in device manager occasionally,BT,Alder Lake,,Alder Lake,,YB/Lost,0.2423,(missing)
2021,,,[Lenovo-IdeaPad][ADL][S970][win11][FVT][HrP]Bluetooth - Audio - voice interrupt music with A2DP,BT,Alder Lake,,Alder Lake,,Connectivity,0.1891,(missing)
2021,,,[Lenovo-IdeaPad][ADL][S970][win11][FVT][HrP]Bluetooth - Audio - Sink increase music volume with A2DP offload test fail,BT,Alder Lake,,Alder Lake,,Connectivity,0.1623,(missing)
2021,CIE-1316,true,[ICPS]ICPS GUI cant be open from All apps for the 2nd time unless quit from system tray,Other,Alder Lake,Alder Lake,,,ICPS,0.3065,2-High
2021,,,"[Lenovo-Ideapad][Compal][S570][ADL-P][Win11] Stress_MS Wifi, Unit have no SW&HW DRIPS value(SW=0; HW=""-"") caused by Intel AX201 (F/R:14/27 units)",WiFi,Alder Lake,,Alder Lake,,Power Consumption,0.5133,(missing)
2021,,,"[Huaqin][Lenovo][ADL][ThinkBook Gen4 IAP]First connection miracast Project Fail.(F/R:2/5 by UUTs,2 /5 by cycles)",WiFi,Alder Lake,,Alder Lake,,P2P,0.1286,(missing)
2021,,,"[Huaqin][Lenovo][ADL][ThinkBook Gen4 IAP]The BT will automatically turn off about 30sec after disable airplane mode in setting page.(F/R:1/5 by UUTs, 5/50 by cycles)",BT,Alder Lake,,Alder Lake,,Connectivity,0.194,(missing)
2021,,,[Lenovo Thinkpad JP][LCFC][JP6A0JP6T0_Thor-P3][Alder lake-P][AX211][Win11]Open Wlan function on disable RF kill pin,WiFi,Alder Lake,,Alder Lake,,Connectivity,0.0968,(missing)
2021,,,"[Lenovo-ThinkPad][Wistron][ThinkPad P1 Gen 5/ThinkPad X1 Extreme Gen 5]Cheetah2:Win10:Win11:21H2:HLK: System - PNP (disable and enable) with IO Before and After (Reliability) failed on BSOD ""DRIVER_VERIFIER_DETECTED_VIOLATION""(0xc4)",BT,(missing),,,,BSOD,0.1508,(missing)
2021,,,[lenovo_valkyrie] Wireless/WLAN  WoWLAN Wake Failure during s3/s4.,WiFi,(missing),,,,YB/Lost,0.1145,(missing)
2021,,,[Lenovo-IdeaPad][ADL][S970][win11][FVT][GFP]Bluetooth - Audio - Sink decrease music volume with A2DP offload.html,BT,Alder Lake,,Alder Lake,,Connectivity,0.1941,(missing)
2021,,,Lenovo ThinkPad CN][LCFC][E480 E580 3165 20H1 20H2] Never crash issue:BSOD occurs from customer with 19.51.29.1 with 3165,WiFi,(missing),,,,BSOD,0.1868,(missing)
2021,,,[Lenovo ThinkPad JP][LCFC][Tiger serval][AX210]] AX210 WLAN show Yellow band in device manager and could not recovery by restart,WiFi,(missing),,,,BIOS,0.1453,(missing)
2021,,,[lenovo_valkyrie] Wireless/Bluetooth Encountered BT device lost on production side.,BT,(missing),,,,YB/Lost,0.3069,(missing)
2021,CIE-1329,true,[ICPS]Sensitive Cleartext string in memory persistence,Other,Alder Lake,Alder Lake,,,ICPS,0.4757,2-High
2021,,,[Lenovo-IdeaPad][ADL][S770-14Pro][win11][FVT][GFP]The Unit show blackscreen ?dump point to issue related to bt,BT,Alder Lake,,Alder Lake,,Connectivity,0.1596,(missing)
2021,,,"[Lenovo-IdeaPad][ADL][S970][win11][EVT][GFP][Yoga Slim 9 14IAP7_FVT_Manual Stress]WIFI is not automatically connected after resume form CB/MS(F/R:2/20units,3/4020cycles)",WiFi,Alder Lake,,Alder Lake,,Connectivity,0.1283,(missing)
2021,WIFI-186904,false,[Lenovo LCFC][Phoenix]The EUT occurred BSOD (DRIVER_POWER_STATE_FAILURE (9f)) during plug dock/unplug dock test when connect to MS dock by DP port.,WiFi,Alder Lake,Alder Lake,,,BSOD,0.2193,2-High
2021,,,[Lenovo LCFC][Phoenix/Serval2]WHCK/HLK:Bluetooth - audio A2DP related items tests all failed in Windows11.,BT,(missing),,,,HLK,0.2215,(missing)
2021,,,[Lenovo-ThinkPad][LCFC][Triones-Intel][FVT][Win11]BSOD 0x7E related with Intel AX201 wireless during restart stress test,WiFi,(missing),,,,BSOD,0.2184,(missing)
2021,CIE-1333,true,"[ICPS]Pop up notificaton ""Always connect to the best network"" option not work",Other,Alder Lake,Alder Lake,,,ICPS,0.2283,2-High
2021,,,[Lenovo-ThinkPad][Wistron][ThinkPad L14 Gen 3][L14SWG] Intel function -tile beep does not function properly,BT,(missing),,,,Connectivity,0.199,(missing)
2021,,,[Lenovo-IdeaPad][LCFC][C970/C770 ADL][FFRT][Win11]BT headset may have no sound when Fast Forward or Fast Backward a play music by sliding the music slider,BT,Alder Lake,,Alder Lake,,Connectivity,0.2119,(missing)
2021,WIFI-184317,true,[Lenovo-ThinkPad][LCFC][Triones-Intel][FVT][Win11]BSOD 0x7E related with Intel AX201 wireless during restart stress test - Netwtw10!deleteHalLayer,WiFi,Alder Lake,Alder Lake,,,BSOD,0.2184,2-High
2022,BT-55071,false,[Accessories_Certification][Lenovo Go][Role Switch] Lenovo Go doesnt meet dynamic Role Switch feature,BT,Alder Lake,Alder Lake,,,Connectivity,0.1535,2-High
2022,,,"[Lenovo LCFC][Phoenix/Serval2]The music is not smoothly through by BT Headphone/Speaker to play.(FR:2/2units,2/6cycles)",BT,(missing),,,,Connectivity,0.2284,(missing)
2022,,,[Lenovo/Wistron][Ares2][TGL][Win10] connection is sometimes disconnected in 30minutes to 1 hour (FR : 100%),WiFi,Tiger Lake,,Tiger Lake,,Connectivity,0.1323,(missing)
2022,CIE-1535,true,"[ICPS] Wifi auto-connection not work after restart until check ""connect-automatically"" in Windows Wifi menu",Other,Alder Lake,Alder Lake,,,ICPS,0.2195,2-High
2022,,,[Lenovo-IdeaPad][ADL][S970][win11][FVT][GFP][S970]bluetooth headset no output,BT,Alder Lake,,Alder Lake,,Connectivity,0.2355,(missing)
2022,,,"[Lenovo_Golem_Talos]  System1 doesn?t wake up from S0i3 after the system2 click ""Find"" button when 2 systems sign in with the same account. FR: (4/4 EUTs, 4/4Cycles)",BT,(missing),,,,Connectivity,0.1609,(missing)
2022,,,[Lenovo-IdeaPad][LCFC][YogaC770][ADL][AX211][21H2][100%]ICPS can't open for the 2nd time from All Apps once the DM or Event Viewer or Task Manager is on.,Other,Alder Lake,,Alder Lake,,Connectivity,0.1292,(missing)
2022,WIFI-188545,true,[Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2][Win10/Win11] 11ac-5Ghz Wifi performance is lower in DC mode compared to AC mode when using Netgear R9000 AP model,WiFi,Alder Lake,Alder Lake,,,Performance,0.1663,2-High
2022,BT-56390,true,[Lenovo ThinkPad JP][jaguar_2_panther_2][ADL-P][Bluetooth] SLP_S0 not asserted caused by BT driver,BT,Alder Lake,Alder Lake,,,Connectivity,0.2205,1-Critical
2022,,,[Lenovo ThinkPad CN][LCFC][Mercury-Mars Intel][WLAN_Intel AX201]The hotspot will be reconnected when the mobile Hotspot page is opened in OS Settings,WiFi,(missing),,,,Connectivity,0.1407,(missing)
2022,,,"[Lenovo-ThinkPad][Wistron][Fenrir][Alderlake-P][AX211,AX201][Win11][100%]UMA:21H2:HLK:Bluetooth - Audio A2DP offload function lose",BT,Alder Lake,,Alder Lake,,HLK,0.1753,(missing)
2022,CIE-1584,true,[Lenovo][ICPS]The header of Network Health takes 5-20s to align,Other,Alder Lake,Alder Lake,,,ICPS,0.191,4-Low
2022,,,[Lenovo ThinkPad JP][panther_1][TGL][Bluetooth][Field] Mouse stutter lag issue,BT,Tiger Lake,,Tiger Lake,,Connectivity,0.1804,(missing)
2022,,,[Lenovo-Ideapad][Compal][L370_15IAH][ADL-P][Win11] Intel 9560 WLAN card SW drips show 0% after resume from MS.,WiFi,Alder Lake,,Alder Lake,,Power Consumption,0.1493,(missing)
2022,,,"[Lenovo LCFC][Phoenix/Serval2]HW DRIPS is 0% after the system enter Modern Standby state 15 minute under BT disabled or airplane mode on.(FR: 2/2units, 4/4cycles )",BT,(missing),,,,Connectivity,0.1527,(missing)
2022,WIFI-196777,true,[Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2] Yellow Bang encountered when machine is left idle for few hours while connected to Wi-Fi network,WiFi,Alder Lake,Alder Lake,,,Sensing,0.1228,2-High
2022,,,[Lenovo-IdeaPad][ADL][S770-14Pro][win11][FVT][HrP]:BT headset can't hear music and then auto disconnected from unit when unit play music. (FR:3/3units; 6/6cycles),BT,Alder Lake,,Alder Lake,,Connectivity,0.1916,(missing)
2022,,,[Lenovo-IdeaPad][ADL][S770-14Pro][win11][FVT][HrP]can not search any AP,WiFi,Alder Lake,,Alder Lake,,Connectivity,0.1396,(missing)
2022,,,[Lenovo ThinkPad JP][LCFC][T490s X390 AX200 9560 20H1]BT Headphone/speaker playback is not smooth when playing music or video with BT Headphone/speaker connected,BT,(missing),,,,Connectivity,0.2119,(missing)
2022,,,[Lenovo ThinkPad JP][LCFC][T490s X390 AX200 9560 20H1]BT headset can't auto connect after resume system from Restart/S5,BT,(missing),,,,Connectivity,0.1933,(missing)
2022,,,[Lenovo ThinkPad JP][LCFC][T490s X390 AX200 9560 20H1]Bluetooth automatic disconnection when bluetooth file transfer,BT,(missing),,,,Connectivity,0.1916,(missing)
2022,,,"[Lenovo][Wingtech][D570][ADL-P][Win11] Intel AX211 Bluetooth,  it takes more than 30 seconds to convert the sound from the speaker to the Bluetooth headset after the Bluetooth headset is connected.",BT,Alder Lake,,Alder Lake,,Connectivity,0.2262,(missing)
2022,,,[Lenovo-Ideapad][Wistron][ThinkBook 13s Gen4 ARB][ARB][IntelAX210] WiFi conductive throughput test fail on 802.11ax_80M,WiFi,(missing),,,,Performance,0.1691,(missing)
2022,,,[Lenovo-IdeaPad][ADL][S970][win11][FVT][GFP]:The earphone output sound is delayed,BT,Alder Lake,,Alder Lake,,Connectivity,0.2401,(missing)
2022,,,"[Lenovo-IdeaPad][ADL][S770-14pro][win11][FVT][HrP]There is not show connection failure message after enter error PIN when established to connect with BT keyboard.(FR:3/3units,3/9cycles)",BT,Alder Lake,,Alder Lake,,Connectivity,0.1958,(missing)
